name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name
Eazy-er Said Than Dunn,Eazy-E,5unlccjEC0mFtthCxOa38l,0.879,0.725,-6.444,0,0.268,0.0152,0.0,0.11199999999999999,0.732,103.37,220400,4,11,0,,28,2007-01-01,0,82,8051105,2,"['7B4hKK0S9QYnaoqa9OuwgX', '6DPYiyq5kWVQS4RGwxzPC7']",8,7B4hKK0S9QYnaoqa9OuwgX,Eazy-E
Velvet,Adam Lambert,1wwM5H5qpU0PfHEDsFEiJW,0.733,0.722,-5.412000000000001,0,0.0535,0.0114,7.64e-05,0.121,0.433,112.051,178021,4,9,0,,46,2020-03-20,58,70,1118383,1,['6prmLEyn4LfHlD9NnXWlf7'],9,6prmLEyn4LfHlD9NnXWlf7,Adam Lambert
Mercy's Shore,NEEDTOBREATHE,7HJKTREFiMhbQ1nN8baEx1,0.342,0.5670000000000001,-7.007999999999999,1,0.0346,0.244,6.579999999999999e-05,0.12,0.44299999999999995,117.81,290453,4,15,0,,51,2020-08-29,0,72,611730,1,['610EjgFatGvVPtib97jQ8G'],1,610EjgFatGvVPtib97jQ8G,NEEDTOBREATHE
Lovefool (feat. Pia Mia),twocolors,1Qw4FBX30bGdutJ19HBD7T,0.64,0.7959999999999999,-5.141,1,0.0606,0.0233,0.0,0.239,0.16399999999999998,122.905,190243,4,10,0,,24,2020-11-13,0,72,1305632,2,"['7ACEUD7UsmmXrnj4OLt8f9', '1BhWF9W2PngtPSyobKg0rP']",6,7ACEUD7UsmmXrnj4OLt8f9,twocolors
Talk Of The Town,Elle King,2pdSqZdwbYOyx7c9LBXuKo,0.589,0.972,-3.975,1,0.057,0.00225,6.45e-05,0.261,0.45399999999999996,125.22399999999999,216986,4,8,0,,34,2018-10-19,0,67,389815,1,['3bhu7P5PfngueRHiB9hjcx'],0,3bhu7P5PfngueRHiB9hjcx,Elle King
We're All Somebody From Somewhere,Steven Tyler,15KfkV3k9WG028jyDOPfZm,0.5379999999999999,0.8759999999999999,-6.315,1,0.21899999999999997,0.0769,0.0,0.583,0.706,164.02200000000002,177573,4,8,0,,1,2016-07-15,4,50,64108,1,['32zks9ovi0IExzUd1C7W6o'],7,32zks9ovi0IExzUd1C7W6o,Steven Tyler
My Own Worst Enemy,Steven Tyler,4BCB7ksOyXtHHgGhfPo5tm,0.45899999999999996,0.529,-7.537000000000001,1,0.0288,0.0229,2.09e-06,0.102,0.371,74.038,311120,4,11,0,,2,2016-07-15,4,50,64108,1,['32zks9ovi0IExzUd1C7W6o'],6,32zks9ovi0IExzUd1C7W6o,Steven Tyler
Redwood Tree,Cam,0oUX526nJDq484nPdQG1vm,0.605,0.506,-10.287,1,0.0387,0.754,0.00309,0.11900000000000001,0.488,137.98,198180,4,8,0,,49,2020-10-30,0,64,164270,1,['5WRElKaZsn1tGnrgmJVAeO'],2,5WRElKaZsn1tGnrgmJVAeO,Cam
Checking For You,R. City,2RyQgUHht1yL42bzZk9LOQ,0.708,0.71,-6.711,1,0.0774,0.0151,0.0,0.129,0.6990000000000001,111.95299999999999,214293,4,15,0,,0,2015-12-02,0,67,115699,1,['4TH4BHy0LdBi3dpBW4P2UX'],9,4TH4BHy0LdBi3dpBW4P2UX,R. City
hallelujah,Bea Miller,2BlvZpkE60kmLmwJxheXtc,0.502,0.7979999999999999,-4.519,1,0.0908,0.43200000000000005,0.0,0.192,0.618,159.82,172473,4,8,0,,57,2020-10-23,0,81,2031278,1,['1o2NpYGqHiCq7FoiYdyd1x'],5,1o2NpYGqHiCq7FoiYdyd1x,Bea Miller
Regret - Intro,K CAMP,6LzXI23mHJ4XlZ5VvuUYbQ,0.43200000000000005,0.368,-11.834000000000001,0,0.102,0.138,0.00088,0.106,0.045,137.13,80861,4,4,0,,0,2020-11-13,0,72,1221181,1,['5bgfj5zUoWpyeVatGDjn6H'],4,5bgfj5zUoWpyeVatGDjn6H,K CAMP
Lavender,Disclosure,10fMbZmyqBJXL3m11CEoJb,0.7659999999999999,0.905,-6.3260000000000005,1,0.11699999999999999,0.0148,0.0142,0.34299999999999997,0.56,120.979,289346,4,11,0,,4,2020-11-13,33,81,1947946,2,"['6nS5roXSAGhTGr34W6n7Et', '4cUkGQyhLFqKHBtL58HYVp']",9,6nS5roXSAGhTGr34W6n7Et,Disclosure
Watch Your Step,Disclosure,3MAWxdZEE00aBO0GL2ibau,0.8340000000000001,0.897,-5.142,0,0.175,0.00507,0.000278,0.127,0.8079999999999999,122.985,229626,4,8,0,,5,2020-11-13,33,81,2206031,2,"['6nS5roXSAGhTGr34W6n7Et', '0IF46mUS8NXjgHabxk2MCM']",11,6nS5roXSAGhTGr34W6n7Et,Disclosure
Eazy-Duz-It,Eazy-E,0Qo5eWXdmBsxp6xa86FL0J,0.8170000000000001,0.647,-5.847,1,0.304,0.062,0.0,0.163,0.627,90.829,258866,4,11,0,,30,2007-01-01,0,82,8300553,3,"['7B4hKK0S9QYnaoqa9OuwgX', '6DPYiyq5kWVQS4RGwxzPC7', '4fbyGOEjViyE97W58eGEgU']",7,7B4hKK0S9QYnaoqa9OuwgX,Eazy-E
Bullet,Jana Kramer,77wm3Ip78Mo6VpAJjpY5XE,0.737,0.835,-3.3310000000000004,1,0.0302,0.10800000000000001,0.0,0.332,0.8290000000000001,125.009,171893,4,6,0,,28,2015-10-09,25,54,354087,1,['2PaRhxWFaqCUZybJDDoNrf'],1,2PaRhxWFaqCUZybJDDoNrf,Jana Kramer
Dope Man,N.W.A.,5rITniJM3pMyt8jRcmquap,0.753,0.7020000000000001,-7.922000000000001,1,0.271,0.007690000000000001,0.0,0.12300000000000001,0.727,176.483,375733,4,16,0,,32,2006-12-26,0,69,3147527,1,['4EnEZVjo3w1cwcQYePccay'],7,4EnEZVjo3w1cwcQYePccay,N.W.A.
Appetite For Destruction,N.W.A.,3OMqeZU9lQGimMwMjPvBsp,0.83,0.795,-7.644,1,0.18100000000000002,0.0348,1.08e-06,0.0864,0.402,105.525,188573,4,7,0,,53,2006-12-26,0,69,3147527,1,['4EnEZVjo3w1cwcQYePccay'],7,4EnEZVjo3w1cwcQYePccay,N.W.A.
Teenage Rockstars,Andrew McMahon in the Wilderness,0LKEbc1vKhNjE22w2IGFfr,0.5,0.635,-6.316,1,0.0288,0.141,0.0,0.0633,0.18600000000000003,134.156,293640,4,13,0,,31,2018-11-16,0,56,153260,1,['716ZwtZBmwROBXcFmCzfdM'],1,716ZwtZBmwROBXcFmCzfdM,Andrew McMahon in the Wilderness
All I Am,Jess Glynne,4KbXLyluZKq3sTHL8XKsRL,0.743,0.642,-5.402,1,0.0344,0.0473,1.86e-06,0.17600000000000002,0.523,122.042,219520,4,10,0,,60,2018-10-12,0,80,2342904,1,['4ScCswdRlyA23odg9thgIO'],0,4ScCswdRlyA23odg9thgIO,Jess Glynne
Kaleidoscope,A Great Big World,6fi2Q0hei3OdwaUznwFJqB,0.7090000000000001,0.9129999999999999,-5.148,1,0.0748,0.0182,0.0,0.16699999999999998,0.519,108.024,229320,4,11,0,,2,2015-12-16,26,71,426952,1,['5xKp3UyavIBUsGy3DQdXeF'],7,5xKp3UyavIBUsGy3DQdXeF,A Great Big World
All I Want Is Love,A Great Big World,6Hw5tjLDkExY9v5GaC8OQz,0.706,0.799,-4.65,1,0.026000000000000002,0.0621,0.0,0.0635,0.337,101.0,191853,4,7,0,,1,2015-12-16,26,71,426952,1,['5xKp3UyavIBUsGy3DQdXeF'],1,5xKp3UyavIBUsGy3DQdXeF,A Great Big World
Welcome To Cabana,Naughty Boy,124bz5jN48soDZnicMkyfp,0.5,0.77,-8.481,0,0.5870000000000001,0.44799999999999995,0.0,0.15,0.40700000000000003,177.88299999999998,111440,4,6,0,,5,2014-01-01,0,71,2975258,3,"['1bT7m67vi78r2oqvxrP3X5', '7sfgqEdoeBTjd8lQsPT3Cy', '0Tob4H0FLtEONHU1MjpUEp']",8,1bT7m67vi78r2oqvxrP3X5,Naughty Boy
Act I,Naughty Boy,6L6ELikqZrwwozKb4CPpCF,0.578,0.34700000000000003,-18.316,1,0.8959999999999999,0.6779999999999999,0.0,0.172,0.9640000000000001,158.428,24693,5,1,0,,0,2014-01-01,0,65,321047,2,"['1bT7m67vi78r2oqvxrP3X5', '7v8N36cC4msGrIM2YT4LNC']",0,1bT7m67vi78r2oqvxrP3X5,Naughty Boy
"Toast to Our Differences (feat. Shungudzo, Protoje & Hak Baker)",Rudimental,2QHzETWIGCisFVP04nb3nT,0.648,0.843,-4.953,0,0.34299999999999997,0.298,0.0,0.12300000000000001,0.62,186.041,254773,4,12,0,,30,2019-01-25,0,77,1480306,4,"['4WN5naL3ofxrVBgFpguzKo', '1zC5fndU0aEvINmBra2M3T', '7BGR8y1VZAWK2oR4zD9COr', '5QsqiLFA5Z2gmpKBbxQB2j']",11,4WN5naL3ofxrVBgFpguzKo,Rudimental
People,The 1975,3ERlkLtr5K5C7VUqlDcNSR,0.48200000000000004,0.932,-4.745,1,0.203,4.01e-05,0.0122,0.556,0.45299999999999996,149.971,158845,4,6,0,,52,2020-05-22,6,82,4476932,1,['3mIj9lX2MWuHmhNCA7LSCW'],0,3mIj9lX2MWuHmhNCA7LSCW,The 1975
The 1975,The 1975,0YtmwGMUPaBIEuJs0FNiDm,0.5429999999999999,0.21,-17.873,1,0.113,0.946,0.00278,0.0687,0.45399999999999996,126.771,295605,4,13,0,,47,2020-05-22,6,82,4476932,1,['3mIj9lX2MWuHmhNCA7LSCW'],1,3mIj9lX2MWuHmhNCA7LSCW,The 1975
Dance in the Rain,Jana Kramer,6u8CLE4IjbAzyOQbaSrpGC,0.505,0.574,-6.103,1,0.0345,0.141,0.0,0.251,0.217,155.974,205586,3,10,0,,30,2015-10-09,25,54,354087,1,['2PaRhxWFaqCUZybJDDoNrf'],11,2PaRhxWFaqCUZybJDDoNrf,Jana Kramer
Beg,Seether,6XJnsMx6WrLWz9lRx024Pz,0.514,0.9109999999999999,-4.189,1,0.0493,2.4100000000000003e-05,0.8270000000000001,0.0716,0.6509999999999999,147.95600000000002,220200,4,12,0,,56,2020-08-28,96,74,2209378,1,['6B5c4sch27tWHAGdarpPaW'],7,6B5c4sch27tWHAGdarpPaW,Seether
Pride Before The Fall,Seether,6L8BQDoyqzSW5ydeTCkMSg,0.534,0.7829999999999999,-5.147,0,0.067,2.2100000000000002e-05,0.0013,0.0665,0.364,119.948,252973,4,9,0,,44,2020-08-28,96,74,2209378,1,['6B5c4sch27tWHAGdarpPaW'],5,6B5c4sch27tWHAGdarpPaW,Seether
Written In Stone,Seether,4Qcx7xzPCinfb8muwy98zS,0.598,0.621,-5.949,0,0.0231,0.128,0.00285,0.205,0.39299999999999996,92.023,217973,4,6,0,,44,2020-08-28,96,74,2209378,1,['6B5c4sch27tWHAGdarpPaW'],4,6B5c4sch27tWHAGdarpPaW,Seether
Nothing Better - Remastered,The Postal Service,5IaY5teoqlHSvlacevRKLr,0.682,0.722,-6.432,1,0.0312,0.21,0.268,0.0858,0.57,134.983,226626,4,8,0,,36,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],2,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Such Great Heights - Remastered,The Postal Service,4G21jWo0Cm6lOIUNnZ2mUI,0.644,0.8079999999999999,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,266506,4,10,0,,59,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],5,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
The District Sleeps Alone Tonight - Remastered,The Postal Service,3l14MJpQB4tFFgKLqUqtV3,0.63,0.752,-7.218,1,0.0458,0.278,0.0226,0.10400000000000001,0.201,153.971,283746,4,13,0,,50,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],0,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Holding On,Simple Plan,3uZomqOB4HLdGRav5i9Fzb,0.447,0.9309999999999999,-3.733,1,0.0533,4.3700000000000005e-05,2.94e-05,0.217,0.34700000000000003,110.042,303493,4,12,0,,34,2008-02-06,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],8,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
I Can Wait Forever,Simple Plan,79h4aHx4xz2A77hXpHfflM,0.39,0.7340000000000001,-5.042,1,0.035,0.00346,2.84e-06,0.10300000000000001,0.22699999999999998,142.77200000000002,294320,4,13,0,,51,2008-02-06,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],8,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Time to Say Goodbye,Simple Plan,4OcckoclW0ZUlqeE5WCniO,0.47600000000000003,0.9259999999999999,-3.653,1,0.0322,0.00011399999999999999,0.0,0.0541,0.518,94.977,176480,4,9,0,,36,2008-02-06,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],1,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Generation,Simple Plan,5lsiK5GlpYxmfwFNr76E5b,0.534,0.973,-2.992,1,0.0585,0.00603,0.000122,0.368,0.601,134.975,182653,4,9,0,,35,2008-02-06,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],0,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Save You,Simple Plan,7mGk4gOciSMNc4W1S5W5dy,0.237,0.8640000000000001,-3.534,1,0.0367,0.00021400000000000002,0.0,0.174,0.489,158.984,225866,4,9,0,,53,2008-02-06,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],3,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Your Love Is a Lie,Simple Plan,0Hv2IWtvPPca1F4zhC4UFs,0.524,0.87,-3.716,0,0.0427,0.0014,0.0,0.0796,0.552,80.017,222426,4,12,0,,57,2008-02-06,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],5,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Take My Hand,Simple Plan,1ZkuZUZf872L6l5XTCeuPz,0.40700000000000003,0.935,-3.425,0,0.0547,1.84e-05,3.09e-06,0.45,0.402,154.987,231493,4,12,0,,52,2008-02-06,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],1,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Never Should Have Let You Go,Simple Plan,7AU07waGGMAdtJmbAALU3E,0.434,0.752,-4.857,1,0.0376,0.0005269999999999999,0.0038399999999999997,0.131,0.5820000000000001,161.965,263097,4,13,0,,14,2011-06-20,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],11,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Jet Lag (feat. Marie-Mai),Simple Plan,6viAqdgFHRRujiqSGEEtlm,0.522,0.95,-3.176,1,0.0747,0.0258,0.0,0.13699999999999998,0.706,144.99,203364,4,8,0,,29,2011-06-20,54,73,2692643,2,"['2p4FqHnazRucYQHyDCdBrJ', '1BmW7gk5sNUff7U3JEWqxa']",11,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Summer Paradise (feat. K'naan),Simple Plan,7guAlNH4tTQZzzd22EqJ6F,0.39799999999999996,0.812,-4.979,1,0.0535,0.0143,0.0,0.0813,0.7340000000000001,172.273,235373,4,9,0,,17,2011-06-20,54,73,2811200,2,"['2p4FqHnazRucYQHyDCdBrJ', '7pGyQZx9thVa8GxMBeXscB']",2,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Jet Lag (feat. Natasha Bedingfield),Simple Plan,5cfKGCNrmd57pKQSXVkpbF,0.535,0.9620000000000001,-3.4530000000000003,1,0.0638,0.00361,0.0,0.163,0.687,144.984,204526,4,11,0,,31,2011-06-20,54,73,3771649,2,"['2p4FqHnazRucYQHyDCdBrJ', '7o95ZoZt5ZYn31e9z1Hc0a']",11,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Summer Paradise (feat. Taka from One OK Rock),Simple Plan,3aPeDyuxofQ0GXVOdcsax5,0.488,0.8240000000000001,-4.474,1,0.038,0.0291,0.0,0.115,0.79,85.88799999999999,234106,4,10,0,,34,2011-06-20,54,73,2660673,2,"['2p4FqHnazRucYQHyDCdBrJ', '0DGdGrxKCExCevPRNE669f']",2,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
This Song Saved My Life,Simple Plan,6JBpLBaNhAtYMgxocBGfX6,0.513,0.879,-3.948,1,0.0316,0.00159,0.0,0.254,0.319,143.063,192280,4,9,0,,5,2011-06-20,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],2,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Freaking Me Out (feat. Alex Gaskarth),Simple Plan,3Dh15SKaJMMuwotBfGjvSN,0.49200000000000005,0.991,-3.1310000000000002,0,0.0613,0.000892,4.31e-06,0.429,0.59,162.957,186613,4,9,0,,6,2011-06-20,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],0,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Anywhere Else but Here,Simple Plan,61hjT42Ng3UL1TYH5s5qlt,0.53,0.932,-3.0980000000000003,1,0.0389,0.00259,0.0,0.27699999999999997,0.8059999999999999,152.062,223386,4,8,0,,4,2011-06-20,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],1,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Loser of the Year,Simple Plan,0SAxP7xeF7Terh6koI57tm,0.489,0.9640000000000001,-2.978,1,0.0633,0.0057399999999999994,0.0,0.401,0.769,171.926,206093,4,10,0,,6,2011-06-20,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],0,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Astronaut,Simple Plan,34twKaUmkBXVvT52n5AG54,0.456,0.879,-3.457,0,0.0353,0.00197,0.0,0.095,0.536,148.131,220746,4,6,0,,5,2011-06-20,54,73,2659975,2,"['2p4FqHnazRucYQHyDCdBrJ', '4nbCme6RCJulaab14aFmqP']",9,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Jet Lag (feat. Kelly Cha),Simple Plan,15qaKsE2FnYWvto94A0AFn,0.526,0.9390000000000001,-2.597,1,0.0986,0.12300000000000001,0.0,0.149,0.61,144.958,202325,4,8,0,,8,2011-06-20,54,73,2659376,2,"['2p4FqHnazRucYQHyDCdBrJ', '7pd6WwVK9yTpdy21B8kizY']",11,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Can't Keep My Hands off You (feat. Rivers Cuomo),Simple Plan,2JfaaaXijeBErxtiGfOEA7,0.5820000000000001,0.9540000000000001,-3.075,1,0.0652,0.00316,1.05e-06,0.266,0.652,114.98100000000001,200722,4,10,0,,10,2011-06-20,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],2,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
You Suck at Love,Simple Plan,51fqJMiTYRFSscU2DkOVgj,0.517,0.961,-2.4819999999999998,1,0.0494,0.00245,0.0,0.17300000000000001,0.741,155.976,191040,4,7,0,,11,2011-06-20,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],2,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Lucky One,Simple Plan,36DwGfPUaYaAzUBOcTWgkH,0.44,0.495,-7.307,1,0.0322,0.53,0.0,0.10099999999999999,0.397,179.782,230337,3,11,0,,41,2013-11-25,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],11,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
In,Simple Plan,5BigsCYFZ33uvbxsT2MERg,0.446,0.9059999999999999,-3.7039999999999997,0,0.0627,0.0005809999999999999,0.0,0.10300000000000001,0.498,148.108,222363,4,8,0,,37,2013-11-25,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],10,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Fire in My Heart,Simple Plan,5r08Jbbf4c3xaP4jnPXKuE,0.507,0.878,-3.465,0,0.0566,0.009000000000000001,0.0,0.23,0.8370000000000001,176.118,206267,4,10,0,,34,2013-11-25,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],1,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Outta My System,Simple Plan,7uH6M3zn1lDr8pFidtYF2a,0.494,0.948,-3.826,0,0.0435,9.09e-05,0.0,0.317,0.746,149.967,205306,4,9,0,,35,2013-11-25,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],7,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
The Rest of Us,Simple Plan,4b67jGHn8mGGzQkXCbOWEa,0.5720000000000001,0.848,-3.2460000000000004,1,0.0369,0.00042300000000000004,0.0,0.369,0.6859999999999999,125.01899999999999,193800,4,6,0,,39,2013-11-25,54,73,2659321,1,['2p4FqHnazRucYQHyDCdBrJ'],1,2p4FqHnazRucYQHyDCdBrJ,Simple Plan
Sleeping In - Remastered,The Postal Service,0bWtmYrWat7IWlpx3rmuwc,0.7020000000000001,0.68,-5.746,1,0.0376,0.28800000000000003,0.000414,0.145,0.5379999999999999,129.004,261093,4,10,0,,44,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],0,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Recycled Air - Remastered,The Postal Service,5N89h6717o32ZseUAeUKtz,0.6729999999999999,0.705,-7.771,1,0.0388,0.221,0.56,0.131,0.40399999999999997,99.956,269506,4,7,0,,38,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],3,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
PLANS,Gorilla Zoe,2fXjjTSWCBNhxoSQ451c8Q,0.789,0.691,-5.353,1,0.0648,0.105,0.000434,0.14400000000000002,0.322,90.03399999999999,152000,4,8,0,,36,2020-06-25,40,58,571616,1,['3Y365ZqTf6fJ4ZcRnLKPGt'],8,3Y365ZqTf6fJ4ZcRnLKPGt,Gorilla Zoe
Clark Gable - Remastered,The Postal Service,0CHRgDidZqHau44aQpQcBG,0.59,0.7929999999999999,-5.982,0,0.0276,0.0107,0.0601,0.064,0.6779999999999999,149.988,294400,4,14,0,,39,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],11,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Junk Of The Heart (Happy),Various Artists,6N1kqt1qskaBGp92IHDhAX,0.5920000000000001,0.889,-4.5280000000000005,1,0.0393,0.02,0.0,0.0304,0.88,145.026,187253,4,9,0,,13,2020-10-16,0,72,1972822,1,['1GLtl8uqKmnyCWxHmw9tL4'],2,1GLtl8uqKmnyCWxHmw9tL4,The Kooks
Let Go,Various Artists,0C6xsLRkzQoY19XpTHM6c2,0.525,0.5589999999999999,-8.318999999999999,1,0.0298,0.188,5.5299999999999996e-05,0.14,0.20199999999999999,140.042,253893,4,10,0,,13,2020-10-16,0,49,103019,1,['6MUyqmIQ35inLjch0YzIEG'],5,6MUyqmIQ35inLjch0YzIEG,Frou Frou
Old School,Various Artists,4qp8X65MT5Ddoim8qOsjIZ,0.6559999999999999,0.7340000000000001,-5.652,0,0.0634,0.0183,0.0317,0.256,0.247,95.01799999999999,183987,4,8,0,,13,2020-10-16,0,51,68481,1,['3WOOglGBDGvr6c2WBeMAWn'],1,3WOOglGBDGvr6c2WBeMAWn,Urban Cone
There's Never Enough Time,The Postal Service,5KDOJc8TlqxhifySesco72,0.648,0.6829999999999999,-12.892999999999999,1,0.0438,0.722,0.905,0.613,0.851,149.988,213226,4,10,0,,18,2001-01-01,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],7,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Suddenly Everything Has Changed,The Postal Service,3qUSFvieUULSza8tJW4Rff,0.5479999999999999,0.48200000000000004,-11.62,1,0.0427,0.363,0.109,0.24600000000000002,0.146,124.89299999999999,232640,4,7,0,,15,2003-07-08,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],9,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Against All Odds,The Postal Service,1bljleDhx8PmXMYUIOVImS,0.64,0.335,-15.975,1,0.0453,0.065,0.0177,0.201,0.0393,125.031,259839,4,10,0,,20,2004-09-01,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],1,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Be Still My Heart,The Postal Service,52vR9gIwT1gjgLbRvEql2r,0.578,0.738,-9.007,1,0.0359,0.0329,2.96e-06,0.223,0.322,129.061,182866,4,9,0,,19,2005-02-08,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],7,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Natural Anthem,The Postal Service,05yc0DNk7uCj72hqIkQp2t,0.46799999999999997,0.7809999999999999,-8.023,0,0.0699,0.000248,0.7340000000000001,0.184,0.0975,170.04,307546,4,14,0,,27,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],1,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Brand New Colony,The Postal Service,41DoIsysoay2pUEPMDpEJB,0.6890000000000001,0.5720000000000001,-7.563,1,0.0556,0.0381,0.0227,0.365,0.294,87.49,252760,4,11,0,,29,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],0,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
This Place Is A Prison,The Postal Service,0kF2kApYQILameLQShXcvb,0.522,0.574,-10.357000000000001,1,0.0365,0.439,0.77,0.0684,0.447,128.796,234373,3,8,0,,28,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],0,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
We Will Become Silhouettes,The Postal Service,2Lum7cLDAZGbDVLXHyisEa,0.5870000000000001,0.569,-8.044,1,0.0326,0.0304,0.0639,0.172,0.14300000000000002,154.994,300546,4,15,0,,29,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],2,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Clark Gable,The Postal Service,4H6Xtdvg1uQOzcu5KpE6J3,0.565,0.753,-7.042000000000001,0,0.0288,0.0028399999999999996,0.0363,0.0715,0.653,74.994,294466,4,11,0,,29,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],11,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Recycled Air,The Postal Service,0QxkqjjcPUNC1ZQoIKdwfX,0.674,0.723,-7.374,1,0.0354,0.215,0.536,0.14300000000000002,0.435,99.956,269453,4,7,0,,29,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],3,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Nothing Better,The Postal Service,5TS9LZZ3nf3W0EPZKZiYFX,0.7040000000000001,0.674,-7.391,1,0.0308,0.175,0.0543,0.0978,0.698,134.98,226613,4,7,0,,43,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],2,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
Sleeping In,The Postal Service,7zQJyoUpnuey6ijp48zvng,0.718,0.635,-6.345,1,0.0387,0.233,0.0005549999999999999,0.157,0.6829999999999999,129.019,261253,4,11,0,,31,2003-02-19,0,59,438701,1,['5yV1qdnmxyIYiSFB02wpDj'],0,5yV1qdnmxyIYiSFB02wpDj,The Postal Service
