name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key
Capsize - Dzeko & Torres,FRENSHIP,1feebjQLo4D91KPWCYrU3z,0.8,0.86,-3.7960000000000003,0,0.0446,0.306,0.000219,0.24,0.853,108.009,173453,4,9,1.0,15.10.2016,44,11.11.2016,1,65,299655,3,"['7xEFii6utZmQ61kX59HmLH', '1oKdM70mJD8VvDOTKeS8t1', '5Ip2ecnyGpNyZvPuuYU8Ai']",0
CRZY,Kehlani,6Dwtha2FtZFoMEBh5GR2sq,0.8270000000000001,0.7020000000000001,-7.263999999999999,1,0.267,0.226,5.04e-05,0.158,0.6940000000000001,130.02,191720,4,9,1.0,15.10.2016,60,27.01.2017,8,83,4008120,1,['0cGUm45nv7Z6M6qdXYQGTX'],6
My Way,Calvin Harris,1vvNmPOiUuyCbgWmtc6yfm,0.8190000000000001,0.9129999999999999,-3.0589999999999997,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.98899999999999,219159,4,9,1.0,08.10.2016,75,16.09.2016,53,89,20784327,1,['7CajNmpbOovFoOoasH2HaY'],4
Cancer,Twenty One Pilots,19W5OTEcQI3ZoRW1HERMyy,0.652,0.295,-11.045,1,0.0477,0.281,1.03e-05,0.0809,0.196,75.065,236826,4,11,1.0,08.10.2016,66,14.09.2016,1,86,18632769,1,['3YQKmKGau1PzlVlkL1iodx'],2
Perfect Illusion,Lady Gaga,56ZrTFkANjeAMiS14njg4E,0.613,0.857,-5.492000000000001,0,0.0366,0.0012,0.0,0.358,0.664,124.98700000000001,182000,4,6,1.0,01.10.2016,64,21.10.2016,254,91,14316393,1,['1HY2Jd0NmPuamShAr6KMms'],1
Blue Ain't Your Color,Keith Urban,6wycnu8FWXsj68ig7BEot9,0.69,0.41600000000000004,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,3,12,1.0,01.10.2016,69,06.05.2016,520,78,3931239,1,['0u2FHSq3ln94y5Q57xazwf'],7
Sleep Without You,Brett Young,6zkHymyoD3tIqV7RwCAYUw,0.626,0.7070000000000001,-5.755,0,0.0425,0.0169,0.0,0.0772,0.653,88.54299999999999,187813,4,9,1.0,01.10.2016,61,10.02.2017,1,74,623605,1,['0fiWOxhsBsQQvFDtxUQWo0'],5
goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243836,4,11,1.0,24.09.2016,88,16.09.2016,27,96,13309717,1,['0Y5tJX1MQlPlqiwlOH1tJY'],7
Caroline,Aminé,5hTpBe8h35rJ67eAWHQsJx,0.94,0.335,-10.179,0,0.505,0.17,0.0,0.262,0.7070000000000001,120.04,209640,4,8,1.0,24.09.2016,76,28.07.2017,1,79,1428868,1,['3Gm5F95VdRxW3mqCn8RPBJ'],5
Fade,Kanye West,3cCxoOgfi6hgt8MNteuiiD,0.752,0.765,-5.805,0,0.0908,0.11800000000000001,0.0,0.31,0.309,105.99799999999999,193747,4,7,1.0,24.09.2016,67,10.06.2016,231,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x'],9
Grass Ain't Greener,Chris Brown,7k802XMtsF57i4WS2M2MGg,0.6509999999999999,0.601,-5.0969999999999995,0,0.0497,0.39,0.0,0.0882,0.512,133.954,201421,4,11,1.0,17.09.2016,61,31.10.2017,325,92,12475372,1,['7bXgB6jMjp9ATFy66eO08Z'],10
OOOUUU,Young M.A,7JYsArznYOjX2jsrT3UEnL,0.635,0.847,-3.1519999999999997,1,0.447,0.5329999999999999,0.0,0.154,0.568,166.072,234649,4,11,1.0,17.09.2016,65,27.04.2017,1,70,1042908,1,['7LvoDJUNGnOrPdGRzVtOJ9'],7
Wyclef Jean,Young Thug,55OdqrG8WLmsYyY1jijD9b,0.863,0.5760000000000001,-5.687,0,0.239,0.124,0.0,0.14300000000000002,0.8320000000000001,132.054,236293,4,11,1.0,17.09.2016,65,26.08.2016,38,93,5627930,1,['50co4Is1HCEo8bhOyUWKpn'],5
Scars To Your Beautiful,Alessia Cara,0prNGof3XqfTvNDxHonvdK,0.573,0.7390000000000001,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230226,4,9,1.0,17.09.2016,73,13.11.2015,55,83,7881059,1,['2wUjUUtkb5lvLKcGKsKqsR'],0
I Know Somebody,LOCASH,6pyshZbArprWRBXLbYVPO9,0.505,0.903,-3.699,1,0.037000000000000005,0.0356,0.0,0.127,0.491,88.986,197829,4,7,1.0,17.09.2016,56,17.06.2016,19,60,243719,1,['5IcGbIAgdns0R5EJKHMjCQ'],1
Nikes,Frank Ocean,19YKaevk2bce4odJkP5L22,0.5429999999999999,0.39399999999999996,-9.637,1,0.0864,0.695,0.000239,0.10800000000000001,0.11800000000000001,137.811,314075,4,13,1.0,10.09.2016,71,20.08.2016,33,87,6589621,1,['2h93pZq0e7k5yf4dywlkpM'],8
Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,0.5670000000000001,0.38799999999999996,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.36200000000001,249191,4,11,1.0,10.09.2016,77,20.08.2016,33,87,6589621,1,['2h93pZq0e7k5yf4dywlkpM'],9
Pink + White,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,0.544,0.552,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.5539999999999999,159.738,184516,3,5,1.0,10.09.2016,77,20.08.2016,33,87,6589621,1,['2h93pZq0e7k5yf4dywlkpM'],9
Mercy,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,-4.952,0,0.0827,0.125,0.0,0.111,0.35600000000000004,148.128,208733,4,10,1.0,10.09.2016,79,20.04.2017,70,90,29629435,1,['7n2wHs1TKAczGzO7Dd2rGr'],11
Solo,Frank Ocean,35xSkNIXi504fcEwz9USRB,0.444,0.287,-10.630999999999998,0,0.0375,0.8490000000000001,2.82e-06,0.161,0.24600000000000002,124.027,257380,4,12,1.0,10.09.2016,68,20.08.2016,33,87,6589621,1,['2h93pZq0e7k5yf4dywlkpM'],5
Nights,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,0.466,0.5479999999999999,-9.362,0,0.11800000000000001,0.42,1.01e-06,0.113,0.423,89.815,307151,4,17,1.0,10.09.2016,78,20.08.2016,33,87,6589621,1,['2h93pZq0e7k5yf4dywlkpM'],5
I Met a Girl,William Michael Morgan,4WtkYdCG4n80h08Ep5SmDI,0.512,0.545,-10.154,1,0.0294,0.111,0.00177,0.135,0.34600000000000003,83.94,201533,4,8,1.0,10.09.2016,53,30.09.2016,1,46,31441,1,['03tfKFHhDoDqF73vCI3cxn'],2
Move,Luke Bryan,6qoH2pKeEibNUG1pnJIjmZ,0.57,0.9390000000000001,-0.716,0,0.0789,0.00719,1.08e-06,0.0462,0.8009999999999999,103.98299999999999,227413,4,12,1.0,10.09.2016,59,07.08.2015,356,80,5802086,1,['0BvkDsjIUla7X0k6CSWh1I'],5
Look Alive,Rae Sremmurd,2IGr3q6ljcpLvHDFLtI0yW,0.7859999999999999,0.583,-7.415,1,0.0393,0.0552,1.84e-06,0.326,0.22899999999999998,120.024,228000,4,7,1.0,03.09.2016,61,12.08.2016,86,78,6115046,1,['7iZtZyCzp3LItcw1wtPI3D'],0
In the Name of Love,Martin Garrix,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,-5.88,0,0.0409,0.109,0.0,0.45399999999999996,0.168,133.99,195706,4,10,1.0,03.09.2016,78,29.07.2016,35,85,19579247,2,"['60d24wfXkVzDSfLS6hyCjZ', '64M6ah0SkkRsnPGtGiRAbb']",4
Cool Girl,Tove Lo,3tJ4y2Zqx6gM9xOAuFfsSF,0.674,0.6940000000000001,-7.0760000000000005,0,0.109,0.313,7.17e-06,0.0752,0.203,101.993,199179,4,7,1.0,27.08.2016,65,28.10.2016,70,80,2563055,1,['4NHQUGzhtTLFvgF5SZesLK'],9
You Look Like I Need A Drink,Justin Moore,1TGJxtVHgPHKVt6K7sPn1T,0.608,0.841,-3.6260000000000003,1,0.027999999999999997,0.0028,0.0,0.0834,0.917,106.00399999999999,187480,4,8,1.0,27.08.2016,54,01.01.2016,123,69,1258570,1,['30e8DmahrEamvLbFRPdWmk'],11
Tiimmy Turner,Desiigner,3NJG6vMH1ZsectZkocMEm0,0.603,0.725,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,239853,4,10,1.0,13.08.2016,70,22.07.2016,23,72,3056439,1,['7pFeBzX627ff0VnN6bxPR4'],6
Hit or Miss,Jacob Sartorius,6iaJUPHLONFJ02RTeaMuy8,0.44,0.6659999999999999,-4.82,0,0.193,0.0657,0.0,0.19699999999999998,0.544,82.92200000000001,237983,4,12,1.0,13.08.2016,46,25.07.2016,2,49,623191,1,['6czdbISBoxGckbBX8F4m8L'],1
One Night,Lil Yachty,40yJGQyEaBbIkXpwMFkXip,0.764,0.475,-12.618,1,0.114,0.345,0.0,0.14,0.34,129.974,243269,4,8,1.0,13.08.2016,67,05.07.2016,1,84,6640705,1,['6icQOAFXDZKsumw3YXyusw'],0
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,1A8j067qyiNwQnZT0bzUpZ,0.792,0.7170000000000001,-4.7589999999999995,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195546,4,6,1.0,13.08.2016,77,04.11.2016,1,69,765345,2,"['7keGfmQR4X5w0two1xKZ7d', '726MxZBpkxnnoKl6aN7mmj']",0
It Don't Hurt Like It Used To,Billy Currington,0iA1unTbTbDOWUSlbwJ1pS,0.5579999999999999,0.818,-4.07,1,0.0403,0.071,0.0,0.21,0.45299999999999996,81.03399999999999,184506,4,7,1.0,13.08.2016,64,02.06.2015,210,71,1872302,1,['1By9QBFnjZAoI83BZppHlt'],8
Middle of a Memory,Cole Swindell,38gZVjeaeR3gcnCzziAxBm,0.531,0.746,-4.228,1,0.0329,0.0972,0.0,0.102,0.304,139.78799999999998,226306,4,5,1.0,13.08.2016,64,06.05.2016,98,70,1426232,1,['1mfDfLsMxYcOOZkzBxvSVW'],11
Castaway,Zac Brown Band,5PNcJn4oFNvlRfrZBHfqWh,0.611,0.782,-4.989,1,0.0474,0.147,0.0,0.115,0.915,101.319,188053,4,9,1.0,13.08.2016,59,28.04.2015,281,77,2365647,1,['6yJCxee7QumYr820xdIsjo'],8
Rise,Katy Perry,1CwNogTShsnsn1C8UhRmYX,0.5529999999999999,0.639,-6.445,1,0.0458,0.0468,0.0,0.107,0.442,101.41799999999999,203474,4,9,1.0,06.08.2016,65,15.07.2016,361,88,16538165,1,['6jJ0s89eD6GaHleKKya26X'],11
Vice,Miranda Lambert,4Qtw0HNKSbIRT5sWUnbRXc,0.568,0.562,-7.775,1,0.0418,0.10099999999999999,6.16e-05,0.363,0.247,133.64700000000002,240280,4,10,1.0,06.08.2016,58,18.11.2016,242,73,2485997,1,['66lH4jAE7pqPlOlzUKbwA0'],9
Mama Said,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,0.7120000000000001,0.799,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.99600000000001,206902,4,10,1.0,06.08.2016,67,01.04.2016,27,78,1730345,1,['25u4wHJWxCA9vO0CzxAbK7'],7
Body Say,Demi Lovato,7xrA11O07xo57Bbg6p4hck,0.628,0.74,-4.836,0,0.0358,0.00415,0.0,0.27699999999999997,0.257,86.98299999999999,193893,4,8,1.0,06.08.2016,61,01.07.2016,175,87,18298582,1,['6S2OmqARrzebs0tKUEyXyp'],5
A Little More Summertime,Jason Aldean,3esPcn43N0CytAtcY9V30C,0.48200000000000004,0.823,-4.446000000000001,1,0.0661,0.0386,3.69e-05,0.0948,0.451,167.665,219546,4,10,1.0,06.08.2016,54,09.09.2016,408,80,4171056,1,['3FfvYsEGaIb52QPXhg4DcH'],9
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,46IdjlVO3EmaMqooXZ1Hcu,0.9229999999999999,0.599,-4.888,1,0.23800000000000002,0.07,1.23e-06,0.0951,0.667,138.024,181739,4,8,1.0,06.08.2016,53,04.03.2016,1,47,359840,1,['41LfjfTCcTCUdykJqNyFw8'],6
Sex With Me,Rihanna,7BiELrM90hRxpozaIXbsLw,0.58,0.532,-5.667999999999999,0,0.0424,0.294,0.0,0.0948,0.39,112.04899999999999,206400,4,10,1.0,06.08.2016,70,28.01.2016,466,92,39637812,1,['5pKCCKE2ajJHZ9KAiaK11H'],1
You Was Right,Lil Uzi Vert,2ANLarE8yHVsLWW21nj79M,0.843,0.359,-7.417000000000001,1,0.461,0.069,0.0,0.12,0.156,81.98700000000001,163944,4,8,1.0,30.07.2016,70,27.05.2016,5,92,10011133,1,['4O15NlyKLIASxsJ0PrXPfz'],0
Lush Life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,0.6940000000000001,0.7120000000000001,-3.923,0,0.046,0.133,0.0,0.21100000000000002,0.799,98.022,201122,4,11,1.0,30.07.2016,77,17.03.2017,1,83,7890877,1,['1Xylc3o4UrD53lo9CvFvVg'],7
No Money,Galantis,0gb1J5UrTpzaU1s3nupgCd,0.6709999999999999,0.9159999999999999,-4.013999999999999,0,0.0397,0.0282,0.00762,0.24,0.8029999999999999,126.01,189126,4,8,1.0,30.07.2016,70,01.04.2016,1,78,2983439,1,['4sTQVOfp9vEMCemLw50sbu'],6
M.I.L.F. $,Fergie,3osQ5lSSqZb8HWRozdbVPw,0.773,0.706,-5.709,1,0.0999,0.005379999999999999,0.0148,0.0208,0.693,160.912,162365,4,9,1.0,23.07.2016,61,22.09.2017,140,74,4060388,1,['3r17AfJCCUqC9Lf0OAc73G'],0
Bored To Death,blink-182,44TuSOP6xIAEeJmZsN3nXO,0.502,0.966,-3.8760000000000003,1,0.0946,0.00575,1.56e-06,0.11699999999999999,0.638,159.94799999999998,235613,4,11,1.0,23.07.2016,61,01.07.2016,1,81,6117656,1,['6FBDaR13swtiWwGhX1WQsP'],0
Brand New,Ben Rector,07m8PuXxxv5J4qPEDq6ZkK,0.555,0.934,-5.04,1,0.113,0.00268,0.0,0.122,0.42200000000000004,144.874,243933,4,10,1.0,23.07.2016,66,28.08.2015,1,69,254791,1,['4AapPt7H6bGH4i7chTulpI'],9
Flexicution,Logic,2c8sgbZoEanC3QyFNZxUcA,0.782,0.713,-6.5760000000000005,0,0.0899,0.0619,0.00125,0.10800000000000001,0.68,159.839,218946,4,12,1.0,23.07.2016,64,01.07.2016,1,85,4990132,1,['4xRYI6VqpkE3UwrDrAZL8L'],0
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4dASQiO1Eoo3RJvt74FtXB,0.502,0.7859999999999999,-4.378,0,0.317,0.255,0.0,0.65,0.7390000000000001,169.021,243490,4,12,1.0,16.07.2016,77,24.06.2016,116,92,60484491,6,"['55Aa2cqylxrFIXC767Z865', '137W8MRPWKqSmrBGDBFSop', '53XhwfbYqKCa1cC15pYq2q', '3NPpFNZtSTHheNBaWC82rB', '4xRYI6VqpkE3UwrDrAZL8L', '7c0XG5cIJTrrAgEC3ULPiq']",9
She's Got a Way with Words,Blake Shelton,3JffB4CABj9lA0NC63kbCp,0.616,0.6970000000000001,-5.952000000000001,1,0.0295,0.326,2.18e-05,0.0827,0.68,148.93,190986,4,8,1.0,16.07.2016,54,20.05.2016,358,78,5367026,1,['1UTPBmNbXNTittyMJrNkvw'],3
LUV,Tory Lanez,16Ah4QqH4mgYVXqfC4mdSd,0.539,0.528,-8.113,0,0.252,0.0108,0.0,0.11699999999999999,0.252,190.169,228640,4,13,1.0,16.07.2016,66,19.08.2016,25,88,3295231,1,['2jku7tDXc6XoB6MO2hFuqg'],11
Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,-9.347999999999999,0,0.0286,0.0841,3.58e-05,0.105,0.5479999999999999,90.024,195920,4,9,1.0,09.07.2016,81,16.06.2016,1,86,18632769,1,['3YQKmKGau1PzlVlkL1iodx'],4
Dark Necessities,Red Hot Chili Peppers,2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,-6.777,0,0.0716,0.0722,0.0199,0.11,0.19699999999999998,91.959,302000,4,12,1.0,09.07.2016,73,17.06.2016,115,86,14575201,1,['0L8ExT028jH3ddEcZwqJJ5'],5
What the World Needs Now Is Love,Broadway for Orlando,7IYU41rxDOremaBZi0vEMn,0.514,0.414,-7.367000000000001,0,0.0293,0.716,0.0,0.21600000000000003,0.23600000000000002,109.9,224000,3,11,1.0,09.07.2016,18,20.06.2016,1,9,134,1,['6For8X8tvxvDol46ZOQrtr'],11
Night's On Fire,David Nail,5y2pNuAvWcPKiORZ12e44S,0.54,0.7759999999999999,-4.155,1,0.043,0.243,0.0,0.37799999999999995,0.784,164.046,189733,4,9,1.0,09.07.2016,58,15.07.2016,38,59,303346,1,['4DZGvSv2oMkBUnPz67E6z6'],4
Sweatshirt,Jacob Sartorius,0B3LaidsxjnBTUlKgKQQe5,0.667,0.49200000000000005,-8.612,1,0.03,0.321,0.0,0.0744,0.7959999999999999,95.976,171250,4,8,1.0,02.07.2016,48,03.05.2016,1,49,623191,1,['6czdbISBoxGckbBX8F4m8L'],8
Money Longer,Lil Uzi Vert,0B8QzDH7YWih85V5SEMnyJ,0.795,0.568,-7.817,0,0.142,0.0541,0.0,0.10800000000000001,0.478,136.173,198944,4,12,1.0,02.07.2016,74,27.05.2016,1,92,10011133,1,['4O15NlyKLIASxsJ0PrXPfz'],5
MY PYT,Wale,2Fe6gDE0mCZz0g98i5QpVL,0.5539999999999999,0.48100000000000004,-9.823,1,0.32899999999999996,0.0139,0.0,0.0787,0.456,191.99099999999999,236866,4,13,1.0,02.07.2016,54,28.04.2017,1,79,2814554,1,['67nwj3Y5sZQLl72VNUHEYE'],0
Toothbrush,DNCE,7ciLq0Cip0yxiz6KANrOUq,0.556,0.785,-5.8420000000000005,1,0.133,0.122,0.0,0.46799999999999997,0.825,104.978,231813,4,8,1.0,02.07.2016,68,18.11.2016,35,72,3447088,1,['6T5tfhQCknKG4UnH90qGnz'],7
Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.8190000000000001,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,4,10,1.0,25.06.2016,82,20.04.2017,59,90,29629435,1,['7n2wHs1TKAczGzO7Dd2rGr'],10
Kill Em With Kindness,Selena Gomez,2H6u5E4jThSltnr7XOuDRK,0.757,0.884,-5.4879999999999995,0,0.0404,0.007890000000000001,5.87e-05,0.0973,0.39899999999999997,120.01299999999999,217906,4,8,1.0,18.06.2016,28,30.10.2020,119,90,23191341,1,['0C8ZW7ezQVs4URX5aX7Kqx'],10
Peter Pan,Kelsea Ballerini,2wqXQjOmQ9KoBm9Ssgt4Fo,0.514,0.659,-6.142,1,0.0309,0.0284,0.0,0.266,0.46299999999999997,76.483,200040,4,9,1.0,18.06.2016,63,18.05.2015,36,75,814454,1,['3RqBeV12Tt7A8xH3zBDDUF'],1
Make You Miss Me,Sam Hunt,0xwPzLmBAYro8BUz7MrtAo,0.614,0.47200000000000003,-6.626,1,0.0297,0.158,0.0,0.111,0.168,146.005,225693,4,10,1.0,18.06.2016,67,27.10.2014,94,77,1963651,1,['2kucQ9jQwuD8jWdtR9Ef38'],7
Fix,Chris Lane,6gXuwld0PRtinePSXV2Vn1,0.532,0.883,-2.7430000000000003,0,0.0352,0.0951,0.0,0.304,0.7,99.995,190240,4,7,1.0,18.06.2016,56,12.07.2016,1,70,414113,1,['68abRTdO4meYReMWHvBYb0'],0
"Sit Still, Look Pretty",Daya,0EGuSSpuu9wmHCtvb4PdLO,0.655,0.74,-4.081,1,0.27399999999999997,0.14,0.0,0.106,0.5429999999999999,182.105,202221,4,11,1.0,18.06.2016,69,07.10.2016,28,77,1151057,1,['6Dd3NScHWwnW6obMFbl1BH'],2
Lonesome Broken And Blue - The Voice Performance,Adam Wakefield,1mx5Q2cmOzUUjEURXbJNOB,0.425,0.5429999999999999,-5.178999999999999,1,0.0284,0.609,0.00201,0.313,0.316,136.537,232853,4,9,1.0,11.06.2016,12,25.05.2016,2,37,5481,1,['6vVB9hUpiPCp5SWAYwSzUt'],4
Love On The Brain,Rihanna,5oO3drDxtziYU2H1X23ZIp,0.509,0.637,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.37799999999999995,172.00599999999997,224000,3,11,1.0,11.06.2016,80,28.01.2016,453,92,39637812,1,['5pKCCKE2ajJHZ9KAiaK11H'],4
From the Ground Up,Dan + Shay,0lQJBl9YEsoMtE8D4yTE9g,0.281,0.58,-5.9670000000000005,1,0.0323,0.33299999999999996,0.0,0.122,0.282,151.56799999999998,253933,3,12,1.0,11.06.2016,67,03.06.2016,38,81,1930866,1,['7z5WFjZAIYejWy0NI5lv4T'],9
Every Breath You Take - The Voice Performance,Hannah Huston,4hZu7IefxrjzuoGjhWmhOu,0.237,0.445,-5.756,0,0.0291,0.483,0.00216,0.151,0.0923,149.099,191693,4,6,1.0,11.06.2016,15,25.05.2016,1,24,5503,1,['4r8lFKdMmYGN1Ayywk9lce'],4
Gold,Kiiara,6ZSO7kPn8IMJFymyticbJO,0.6,0.41200000000000003,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.04899999999999,225882,5,11,1.0,11.06.2016,68,22.03.2016,1,70,706632,1,['4u5smJBskI6Adzv08PuiUP'],8
Down That Road - The Voice Performance,Alisan Porter,3sS03NvxbrVgFNZgvnR26k,0.445,0.568,-5.484,1,0.0317,0.539,0.0,0.10099999999999999,0.43700000000000006,143.717,232826,4,10,1.0,11.06.2016,13,25.05.2016,1,35,12391,1,['3Yw2flLUwQIZgpA2qSNj30'],5
Me Too,Meghan Trainor,3KwwE4sgCzMaKWq6QBebmX,0.934,0.6940000000000001,-5.849,0,0.10099999999999999,0.0962,1.2e-06,0.478,0.835,123.829,181240,4,11,1.0,04.06.2016,71,12.05.2017,112,81,9652944,1,['6JL8zeS1NmiOftqZTRgdTz'],11
Wherever I Go,OneRepublic,7kftK4n15rl1wbpfjSq2Tk,0.54,0.675,-6.449,0,0.0429,0.1,0.0,0.237,0.348,99.97,169773,4,8,1.0,04.06.2016,58,02.12.2016,263,86,10861273,1,['5Pwc4xIPtQLFEnJriah9YJ'],10
I’m Sorry - The Voice Performance,Adam Wakefield,1LWgoxKUgZIeodlLY7n3vA,0.469,0.456,-4.612,1,0.0285,0.627,0.0,0.109,0.252,139.833,208720,4,11,1.0,04.06.2016,18,25.05.2016,1,37,5481,1,['6vVB9hUpiPCp5SWAYwSzUt'],1
Unsteady,X Ambassadors,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,-6.169,1,0.0644,0.17800000000000002,0.000732,0.11599999999999999,0.19899999999999998,117.055,193546,4,5,1.0,04.06.2016,76,30.06.2015,36,78,2256329,1,['3NPpFNZtSTHheNBaWC82rB'],0
Into You,Ariana Grande,2meEiZKWkiN28gITzFwQo5,0.623,0.7340000000000001,-5.9479999999999995,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4,13,1.0,28.05.2016,76,20.05.2016,52,98,52248260,1,['66CXWjxzNUsdJxJ2JdwvnR'],9
Church Bells,Carrie Underwood,67citk3uzWs5qbaIVKTeg8,0.575,0.8440000000000001,-1.7719999999999998,0,0.0633,0.226,0.0,0.0538,0.542,87.007,193333,4,9,1.0,28.05.2016,65,23.10.2015,433,75,4209673,1,['4xFUf1FHVy696Q1JQZMTRj'],3
H.O.L.Y.,Florida Georgia Line,0BCy325UZyR9z0t0uxwn2N,0.523,0.6659999999999999,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,194186,4,8,1.0,21.05.2016,71,26.08.2016,158,82,4009170,1,['3b8QkneNDz4JHKKKlLgYZg'],7
Hype,Drake,5NFYuqu8V6QXc6mzcLImd6,0.787,0.635,-8.271,0,0.155,0.0253,0.0,0.35700000000000004,0.237,130.018,209413,4,13,1.0,21.05.2016,60,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],4
Controlla,Drake,3O8NlPh2LByMU9lSRSHedm,0.59,0.46799999999999997,-11.083,0,0.185,0.0789,0.0,0.10099999999999999,0.349,92.287,245226,4,12,1.0,21.05.2016,71,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],10
Still Here,Drake,4YJmZfvlheSziXem8HBWrj,0.833,0.431,-9.604,1,0.19399999999999998,0.0267,0.0,0.633,0.22399999999999998,133.938,189853,3,9,1.0,21.05.2016,58,13.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],0
U With Me?,Drake,03L2AoiRbWhvt7BDMx1jUB,0.429,0.43,-11.373,1,0.165,0.33799999999999997,1.18e-05,0.138,0.125,174.983,297373,4,11,1.0,21.05.2016,59,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],2
9,Drake,1C7KSXR2GVxknex6I4ANco,0.68,0.7120000000000001,-7.184,1,0.0453,0.0008029999999999999,0.000612,0.237,0.0379,100.009,255786,4,6,1.0,21.05.2016,59,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],10
Childs Play,Drake,3NxAG2ni1lLa8RKL6a0INc,0.746,0.475,-11.243,0,0.113,0.0175,1.1e-05,0.19699999999999998,0.292,80.006,241400,4,5,1.0,21.05.2016,65,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],10
Feel No Ways,Drake,3cjF2OFRmip8spwZYQRKxP,0.5820000000000001,0.677,-7.081,1,0.172,0.0312,6.6e-06,0.122,0.205,193.81799999999998,240653,4,8,1.0,21.05.2016,69,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],7
Weston Road Flows,Drake,4PA16FAl8LPmFmOhARawdV,0.623,0.74,-6.942,1,0.307,0.0635,0.0,0.366,0.35,82.87700000000001,253533,4,10,1.0,21.05.2016,59,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],1
Redemption,Drake,4cRBqWBjuccCowYVHFlXK6,0.6940000000000001,0.314,-7.82,1,0.11599999999999999,0.611,2.07e-06,0.11699999999999999,0.341,119.905,333946,4,17,1.0,21.05.2016,63,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],0
Keep The Family Close,Drake,7sBwAWyXfiIgrYQ8BaJESH,0.37799999999999995,0.5660000000000001,-7.685,0,0.0482,0.149,0.0,0.382,0.196,87.691,328906,3,11,1.0,21.05.2016,57,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],9
Fire & Desire,Drake,4BhGTc3Cgay2U1QcTS7vQe,0.722,0.252,-14.411,0,0.0761,0.0671,0.0,0.0852,0.275,79.923,238120,4,10,1.0,21.05.2016,70,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],1
Views,Drake,7MjSipTto9QljYzZnloXOn,0.395,0.852,-5.896,1,0.37,0.0657,0.0,0.262,0.11199999999999999,76.428,311960,4,8,1.0,21.05.2016,57,06.05.2016,335,100,50451953,1,['3TVXtAsR1Inumwj472S9r4'],5
Formation,Beyoncé,6g0Orsxv6glTJCt4cHsRsQ,0.8959999999999999,0.621,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.96600000000001,206080,4,9,1.0,14.05.2016,75,23.04.2016,1,89,24867339,1,['6vWDO969PvNqNYHIOW5v0m'],5
