,acousticness,artist,chart_date,danceability,energy,instrumentalness,length,liveness,loudness,mode,name,popularity,release_date,song_id,speechiness,target,tempo,time_signature,valence,weeks,duration_ms,sections,artist_popularity,artist_followers,number_of_artists,list_of_artists
2,0.00457,KIDS SEE GHOSTS,2018-06-23,0.334,0.81,0.0,206605,0.158,-4.855,0,Freeee (Ghost Town Pt. 2),59,2018-06-08,7GRTrWsP3yo2Fx8umJfA1X,0.0632,1.0,151.643,4,0.306,1,206605,8,91,4173074,2,"['2hPgGN4uhvXAxiXQBIXOmE', '7c0XG5cIJTrrAgEC3ULPiq']"
3,0.278,KIDS SEE GHOSTS,2018-06-23,0.765,0.542,1.87e-05,153351,0.609,-6.755,1,4th Dimension,68,2018-06-08,6JyEh4kl9DLwmSAoNDRn5b,0.39,1.0,171.945,4,0.734,1,153351,8,68,768994,2,"['2hPgGN4uhvXAxiXQBIXOmE', '52lBOxCxbJg0ttXEW9CQpW']"
4,0.401,KIDS SEE GHOSTS,2018-06-23,0.729,0.504,1.44e-06,197000,0.121,-6.784,0,Cudi Montage,63,2018-06-08,4kUZvXB3LC3an3HX6h0s17,0.0321,1.0,110.011,4,0.305,1,197000,12,68,646652,1,['2hPgGN4uhvXAxiXQBIXOmE']
5,0.113,KIDS SEE GHOSTS,2018-06-23,0.841,0.682,9.65e-05,245098,0.131,-7.007,1,Kids See Ghosts,61,2018-06-08,2I3dW2dCBZAJGj5X21E53k,0.0458,1.0,94.985,4,0.338,1,245098,8,68,660131,2,"['2hPgGN4uhvXAxiXQBIXOmE', '6r2niOTnexy9xss5g8GWXH']"
6,0.00245,Kane Brown,2018-06-23,0.544,0.854,1.2e-06,178986,0.249,-4.968,0,Lose It,67,2019-11-01,7epGknfpAlH1u33S71Ur1o,0.0289,1.0,91.966,4,0.436,27,178986,7,83,2892661,1,['3oSJ7TBVCWMDMiYjXNiCKE']
0,0.15,Kanye West,2018-06-16,0.683,0.776,0.0,188773,0.227,-3.251,0,Yikes,67,2018-06-01,1qsHYUd2c1wFGcn7e63QmG,0.341,1.0,173.996,4,0.223,250,188773,8,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
1,0.123,Kanye West,2018-06-16,0.925,0.31,0.0,145506,0.0931,-6.531,0,All Mine,71,2018-06-01,3U21A07gAloCc4P7J8rxcn,0.291,1.0,121.927,4,0.291,250,145506,7,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
2,0.376,Kanye West,2018-06-16,0.669,0.419,0.0,215320,0.187,-6.724,0,Violent Crimes,75,2018-06-01,3s7MCdXyWmwjdcWh7GWXas,0.522,1.0,109.813,4,0.0397,250,215320,9,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
3,0.867,Kanye West,2018-06-16,0.752,0.396,0.0,274186,0.0486,-7.932,1,I Thought About Killing You,61,2018-06-01,0yhxBvedRdGxsPZHJNI4VA,0.411,1.0,116.016,4,0.417,250,274186,11,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
4,0.0393,Kanye West,2018-06-16,0.643,0.646,0.0,123040,0.109,-2.442,0,No Mistakes,60,2018-06-01,35KV2Nuib6jPMVN00O8iba,0.0629,1.0,80.174,4,0.35,250,123040,4,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
5,0.0791,Florida Georgia Line,2018-06-16,0.362,0.882,0.0,185200,0.15,-3.717,1,Simple,73,2019-02-15,4L9Ds4mpD3SuYoWwFUlv16,0.0973,1.0,199.811,4,0.864,188,185200,9,82,4009170,1,['3b8QkneNDz4JHKKKlLgYZg']
6,0.205,Weezer,2018-06-16,0.534,0.784,0.00579,238626,0.106,-3.59,1,Africa,61,2019-01-24,3ZPKocroJIcnHGcnJVlLKD,0.0339,1.0,92.147,4,0.6,85,238626,9,76,2124601,1,['3jOstUTkEu2JkjvRdBA5Gu']
7,0.0169,5 Seconds of Summer,2018-06-16,0.596,0.854,0.0,203417,0.124,-5.114,0,Youngblood,81,2018-06-15,2iUXsYOEPhVqEBwsqP70rE,0.463,1.0,120.274,4,0.152,1,203417,9,85,6708918,1,['5Rl15oVamLq7FbSb0NNBNy']
0,0.0518,Pusha T,2018-06-09,0.674,0.578,0.0055,170240,0.72,-8.768,0,Infrared,50,2018-05-25,6cpsixIHI63L0hwh3CwZg3,0.298,1.0,112.265,5,0.163,1,170240,5,74,1798101,1,['0ONHkAv9pCAFxb0zJwDNTy']
1,0.0186,Pusha T,2018-06-09,0.46,0.697,0.0,202120,0.362,-5.954,0,If You Know You Know,60,2018-05-25,6bGwKHXHNLmTy6yt147FPh,0.325,1.0,153.426,4,0.701,1,202120,12,74,1798101,1,['0ONHkAv9pCAFxb0zJwDNTy']
2,0.086,Jake Owen,2018-06-09,0.604,0.868,0.0,187026,0.0502,-3.539,1,I Was Jack (You Were Diane),63,2019-03-29,3dlCF1mzW1UKMOb4b1XN17,0.0445,1.0,94.058,4,0.553,184,187026,7,70,1467298,1,['1n2pb9Tsfe4SwAjmUac6YT']
3,0.193,Panic! At The Disco,2018-06-09,0.579,0.904,0.0,190946,0.064,-2.729,1,High Hopes,83,2018-06-22,1rqqCSm0Qe4I9rUvWncaom,0.0618,1.0,82.014,4,0.681,79,190946,9,85,10070776,1,['20JZFwl6HVl6yg8a4H3ZqK']
4,0.0713,Pusha T,2018-06-09,0.694,0.796,0.0163,166120,0.096,-3.696,1,The Games We Play,60,2018-05-25,7iEoaTyBCqLaAwJnOP1BTn,0.198,1.0,78.033,4,0.592,1,166120,7,74,1798101,1,['0ONHkAv9pCAFxb0zJwDNTy']
0,0.00267,BTS,2018-06-02,0.557,0.719,0.0,242333,0.306,-4.515,0,FAKE LOVE,73,2018-05-18,3aW0ds4A4tSQDIp75FqWTo,0.0372,1.0,77.501,4,0.344,5,242333,13,97,24481851,1,['3Nrfpe0tUJi4K4DXYWgMUX']
1,0.129,Kevin Gates,2018-06-02,0.706,0.783,0.0,205861,0.0952,-5.337,1,Change Lanes,58,2018-05-16,59XHPyb0MTMElZpkG0Wp69,0.424,1.0,130.195,4,0.513,52,205861,7,80,3692823,1,['1gPhS1zisyXr5dHTYZyiMe']
2,0.775,Kris Wu,2018-06-02,0.823,0.447,1.48e-05,228661,0.0931,-10.562,0,Like That,42,2018-05-18,4caEPudXQ1xDd1garjHPFv,0.126,1.0,110.059,4,0.413,1,228661,12,57,641463,1,['2lbUjuMzHkT4qIECvk2f3L']
3,0.00271,Lil Baby,2018-06-02,0.813,0.646,0.0,173437,0.191,-4.901,1,Southside,59,2018-05-18,5lf3ajySox32qFvGEf2TFM,0.263,1.0,77.518,4,0.375,8,173437,5,95,5319724,1,['5f7VJjfbwm532GiveGC0ZK']
4,0.0392,Kevin Gates,2018-06-02,0.737,0.728,0.0,195455,0.159,-5.498,0,Let It Sing,46,2018-05-16,090R9OdFMbQQksvwuXmNEY,0.402,1.0,144.964,4,0.587,52,195455,8,80,3692823,1,['1gPhS1zisyXr5dHTYZyiMe']
5,0.181,Pharrell Williams,2018-06-02,0.831,0.713,0.0,202853,0.0572,-3.646,0,Sangria Wine,59,2018-05-18,6XlSyYFTU1nodeWwwzVgTV,0.094,1.0,132.109,4,0.69,63,202853,5,87,21895267,2,"['2RdwBSPQiwcmiDo9kixcl8', '4nDoRrQiYLoBzwC5BhVJzF']"
6,0.109,Sam Hunt,2018-06-02,0.624,0.696,0.0,213986,0.132,-6.006,1,Downtown's Dead,55,2018-05-16,5eFfsbjSouG8qOpg9ZqDl6,0.0469,1.0,82.001,4,0.392,155,213986,6,77,1963651,1,['2kucQ9jQwuD8jWdtR9Ef38']
0,0.0945,Selena Gomez,2018-05-26,0.601,0.724,1.68e-06,207904,0.12,-4.856,1,Back To You - From 13 Reasons Why – Season 2 Soundtrack,76,2018-05-10,4hQ6UGyWQIGJmHSo0J88JW,0.0486,1.0,102.061,4,0.508,148,207904,7,90,23191341,1,['0C8ZW7ezQVs4URX5aX7Kqx']
1,0.349,Juice WRLD,2018-05-26,0.511,0.566,0.0,239835,0.34,-7.23,0,Lucid Dreams,88,2018-12-10,285pBltuF7vW8TeWk8hdRR,0.2,1.0,83.903,4,0.218,1,239835,10,99,13099020,1,['4MCBfE4596Uoi2O4DtmEMz']
2,0.138,Lil Skies,2018-05-26,0.718,0.767,0.0,156000,0.114,-5.641,1,Lust,76,2017-12-12,7oJrVhiTPZGBXWPwhxjy9S,0.166,1.0,160.084,4,0.519,1,156000,9,81,4506572,1,['7d3WFRME3vBY2cgoP38RDo']
3,0.0769,Juice WRLD,2018-05-26,0.671,0.529,0.000335,165819,0.0856,-7.226,1,All Girls Are The Same,86,2018-12-10,4VXIryQMWpIdGgYR4TrjT1,0.307,1.0,161.989,4,0.203,1,165819,7,99,13099020,1,['4MCBfE4596Uoi2O4DtmEMz']
0,0.117,Childish Gambino,2018-05-19,0.854,0.463,0.0,225773,0.354,-6.159,1,This Is America,74,2018-05-06,0b9oOr2ZgvyQu88wzixux9,0.137,1.0,120.024,4,0.549,68,225773,8,82,7050125,1,['73sIBHcqh3Z3NyqHKZ7FOL']
1,0.676,Luke Combs,2018-05-19,0.551,0.402,0.0,193200,0.0928,-7.431,1,Beautiful Crazy,81,2018-06-01,2rxQMGVafnNaRaXlRMWPde,0.0262,1.0,103.313,4,0.382,50,193200,7,88,3703385,1,['718COspgdWOnwOFpJHRZHS']
2,0.84,Brett Young,2018-05-19,0.638,0.367,0.0,217120,0.0999,-7.906,1,Mercy,69,2017-02-10,2VIPU72L6tIR4w8J8ap6Kp,0.0266,1.0,71.957,4,0.219,67,217120,11,74,623605,1,['0fiWOxhsBsQQvFDtxUQWo0']
3,0.175,YoungBoy Never Broke Again,2018-05-19,0.731,0.675,0.0,236070,0.213,-4.771,0,Preach,53,2018-06-29,45RbAX2KxbPdNwUgeYA69j,0.247,1.0,155.049,4,0.381,40,236070,10,88,5702887,1,['7wlFDEWiM5OoIAt8RSli8b']
0,0.331,Post Malone,2018-05-12,0.68,0.578,0.0,231266,0.135,-5.804,1,Better Now,84,2018-04-27,7dt6x5M1jzdTEt8oCbisTK,0.04,1.0,145.038,4,0.341,91,231266,12,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
1,0.038,Post Malone,2018-05-12,0.625,0.536,2.31e-05,221786,0.167,-5.428,1,Paranoid,72,2018-04-27,3fpVWegR6YOS1Yk5HSMYIq,0.0776,1.0,159.914,4,0.253,91,221786,11,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
2,0.198,Post Malone,2018-05-12,0.599,0.571,0.0,206453,0.0969,-4.998,1,Rich & Sad,72,2018-04-27,2VdT56BGpdqNHUgOe1j5vc,0.0665,1.0,151.974,4,0.285,91,206453,11,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
3,0.449,Post Malone,2018-05-12,0.507,0.48,0.0,204426,0.147,-5.418,1,Stay,76,2018-04-27,4H7WNRErSbONkM06blBoGc,0.0266,1.0,86.046,4,0.35,91,204426,9,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
4,0.15,Post Malone,2018-05-12,0.738,0.824,0.0,204360,0.132,-5.165,0,Zack And Codeine,69,2018-04-27,5lZZmityu9TAjNvSY6GLhR,0.0437,1.0,138.039,4,0.386,91,204360,9,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
5,0.139,Post Malone,2018-05-12,0.569,0.777,0.0,246986,0.132,-4.041,0,Over Now,72,2018-04-27,09IOPhEh1OMe0HD9b36FJk,0.0834,1.0,164.027,4,0.181,91,246986,12,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
6,0.61,Post Malone,2018-05-12,0.762,0.621,0.0,216746,0.464,-6.24,1,Takin' Shots,68,2018-04-27,5ffntNJnJOeFv7b7DCd0Bw,0.0866,1.0,120.056,4,0.593,91,216746,9,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
7,0.265,Post Malone,2018-05-12,0.798,0.733,1.25e-06,211426,0.114,-4.811,0,92 Explorer,71,2018-04-27,1D2L6MefbXon28PzIk9I3r,0.0476,1.0,146.046,4,0.861,91,211426,12,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
8,0.318,Post Malone,2018-05-12,0.652,0.643,2.87e-06,228226,0.208,-5.667,0,Otherside,69,2018-04-27,4qWCFTuNnmGNdY4egtb4ZY,0.0353,1.0,104.932,4,0.109,91,228226,13,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
9,0.145,Post Malone,2018-05-12,0.652,0.591,5.65e-06,261800,0.164,-7.274,0,Blame It On Me,69,2018-04-27,1ZemPoaj7LBj1RAQrb89EC,0.0418,1.0,121.873,4,0.274,91,261800,11,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
10,0.262,Post Malone,2018-05-12,0.606,0.775,0.0,228146,0.1,-4.269,0,Sugar Wraith,69,2018-04-27,0MrRAUcB8AZiB9ue2VOBYe,0.0671,1.0,164.02,4,0.307,91,228146,12,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
11,0.708,Mason Ramsey,2018-05-12,0.534,0.815,0.0,192520,0.111,-2.815,1,Famous,51,2018-07-20,1lasE4yXQmZ5mwWdGQGn8E,0.0278,1.0,159.848,4,0.564,1,192520,9,53,98361,1,['6xvpfMjWTougrRRtK7iikz']
12,0.755,Post Malone,2018-05-12,0.38,0.454,0.623,112013,0.263,-10.271,0,Jonestown (Interlude),59,2018-04-27,0R6Jlsq25eZB3Wftpxi3oF,0.0362,1.0,77.592,4,0.288,91,112013,3,95,29019399,1,['246dkjvS1zLTtiykXe5h60']
13,0.224,YoungBoy Never Broke Again,2018-05-12,0.809,0.845,0.0,176990,0.638,-5.843,0,Overdose,57,2018-06-29,3A1BaBGT3HgzuDrV9pgX9v,0.352,1.0,90.015,4,0.67,38,176990,6,88,5702887,1,['7wlFDEWiM5OoIAt8RSli8b']
0,0.04,Ariana Grande,2018-05-05,0.699,0.713,3.11e-06,205920,0.294,-5.507,0,no tears left to cry,81,2018-08-17,2qT1uLXPVPzGgFOx4jtEuo,0.0594,1.0,121.993,4,0.354,89,205920,11,98,52248260,1,['66CXWjxzNUsdJxJ2JdwvnR']
1,0.115,J. Cole,2018-05-05,0.772,0.498,0.0,216726,0.0898,-7.661,1,ATM,66,2018-04-20,2UciqgwVDwro0fev3MFbxJ,0.649,1.0,81.817,4,0.351,123,216726,8,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
2,0.482,J. Cole,2018-05-05,0.829,0.527,0.0,200309,0.631,-6.644,0,Kevin’s Heart,71,2018-04-20,6tZ3b7ik1QDXFAZlXib0YZ,0.367,1.0,116.079,4,0.475,123,200309,10,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
3,0.21,J. Cole,2018-05-05,0.823,0.783,0.0,191436,0.113,-6.274,1,KOD,70,2018-04-20,7yotKA30dwTKNEGomV9ZsI,0.154,1.0,141.882,4,0.199,123,191436,10,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
4,0.0299,J. Cole,2018-05-05,0.691,0.487,0.0,218953,0.0868,-6.416,1,Photograph,63,2018-04-20,0bhnUFDQFCEHCBlsQfHnj5,0.268,1.0,104.98,3,0.358,123,218953,9,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
5,0.135,J. Cole,2018-05-05,0.869,0.385,0.0,133921,0.0931,-7.801,1,Motiv8,65,2018-04-20,1AT4xjNarTswd0UZ5FlmKF,0.297,1.0,149.897,4,0.596,123,133921,10,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
6,0.145,J. Cole,2018-05-05,0.679,0.648,0.0,190176,0.182,-5.892,1,1985 - Intro to “The Fall Off”,65,2018-04-20,7EulRO07ZgchxqKUHb8Pvc,0.445,1.0,94.378,4,0.635,123,190176,9,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
7,0.188,J. Cole,2018-05-05,0.678,0.567,1.67e-06,315771,0.164,-9.148,0,BRACKETS,61,2018-04-20,5sWbwccBcyHsg5LEKWGZo9,0.261,1.0,84.039,4,0.658,123,315771,14,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
8,0.0607,J. Cole,2018-05-05,0.719,0.626,0.0,286729,0.0728,-9.351,1,Window Pain - Outro,59,2018-04-20,5Lgqu1th1KqlG97OF2gWGe,0.397,1.0,75.032,4,0.179,123,286729,9,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
9,0.626,J. Cole,2018-05-05,0.623,0.473,0.0,197821,0.119,-8.336,1,Once an Addict - Interlude,56,2018-04-20,0Px86mRlxdB3YqpK6KXWlr,0.461,1.0,84.066,4,0.138,123,197821,7,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
10,0.145,J. Cole,2018-05-05,0.679,0.648,0.0,190176,0.182,-5.892,1,1985 - Intro to “The Fall Off”,65,2018-04-20,7EulRO07ZgchxqKUHb8Pvc,0.445,1.0,94.378,4,0.635,123,190176,9,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
0,0.0229,Lil Pump,2018-04-28,0.934,0.505,0.0,181714,0.0867,-7.648,1,Esskeetit,62,2018-04-13,44KKhCyI0BGS6LvVyDqJtH,0.168,1.0,139.93,4,0.691,25,181714,8,77,7308734,1,['3wyVrVrFCkukjdVIdirGVY']
1,0.00517,Carrie Underwood,2018-04-28,0.374,0.742,0.0,247320,0.11,-3.36,1,Cry Pretty,55,2018-09-14,7B9UAoGiN4iMCv4s40xoiM,0.0432,1.0,139.953,3,0.21,466,247320,14,75,4209673,1,['4xFUf1FHVy696Q1JQZMTRj']
2,0.239,ZAYN,2018-04-28,0.46,0.566,5.96e-06,185373,0.0967,-5.637,1,Let Me,68,2017,2cEmWBBlCfR9wWrY9JmTyt,0.0502,1.0,168.408,4,0.189,1,185373,10,85,13330429,1,['5ZsFI1h6hIdQRw2ti0hz81']
3,0.0524,6ix9ine,2018-04-28,0.728,0.584,0.0,166851,0.0658,-7.255,0,GOTTI,68,2018-04-10,27oFpFktCq9JIXjJQRuv7a,0.176,1.0,161.9,4,0.365,36,166851,8,84,5935531,1,['7gZfnEnfiaHzxARJ2LeXrf']
0,0.0891,Drake,2018-04-21,0.585,0.909,9.7e-05,210746,0.119,-6.474,1,Nice For What,78,2018-06-29,3CA9pLiwRIGtUBiMjbZmRw,0.0707,1.0,93.372,4,0.758,496,210746,12,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
1,0.0977,Cardi B,2018-04-21,0.806,0.57,0.0,231453,0.105,-6.927,1,Get Up 10,61,2018-04-06,7p2ewixAShLpjDZrnzZK7c,0.246,1.0,93.015,4,0.454,2,231453,7,93,13069255,1,['4kYSro6naA4h99UJvo89HB']
2,0.154,Cardi B,2018-04-21,0.884,0.814,1.67e-06,181623,0.158,-5.333,1,Bickenhead,60,2018-04-06,17Yq72h0p15OhCbZ5lJ5gd,0.303,1.0,155.938,4,0.907,2,181623,9,93,13069255,1,['4kYSro6naA4h99UJvo89HB']
3,0.17,Cardi B,2018-04-21,0.837,0.549,0.0,188523,0.057,-5.722,1,Thru Your Phone,72,2018-04-06,74cVJfmK18rhWnscIpGXjt,0.167,1.0,121.954,4,0.209,2,188523,8,93,13069255,1,['4kYSro6naA4h99UJvo89HB']
4,0.107,Cardi B,2018-04-21,0.947,0.788,0.000691,229004,0.108,-6.138,0,Money Bag,60,2018-04-06,1vBeIXlzbAieGoDqInav5j,0.124,1.0,129.977,4,0.454,2,229004,12,93,13069255,1,['4kYSro6naA4h99UJvo89HB']
5,0.00451,YoungBoy Never Broke Again,2018-04-21,0.799,0.659,0.0,162488,0.13,-5.593,0,Diamond Teeth Samurai,55,2018-06-29,1k7KigfkZh2Xb6khqV1a0K,0.272,1.0,177.957,4,0.256,32,162488,6,88,5702887,1,['7wlFDEWiM5OoIAt8RSli8b']
6,0.037,Calvin Harris,2018-04-21,0.791,0.862,2.19e-05,214846,0.0814,-3.24,0,One Kiss (with Dua Lipa),82,2018-04-06,7ef4DlsgrMEH11cDZd32M6,0.11,1.0,123.994,4,0.592,63,214846,10,93,41183291,2,"['7CajNmpbOovFoOoasH2HaY', '6M2wZ9GZgrQXHCFfjv46we']"
7,0.0867,Nicki Minaj,2018-04-21,0.917,0.679,0.0,191699,0.588,-6.083,1,Barbie Tingz,68,2018-04-12,2qsQ8eVDPmobZpvDxQCVQu,0.266,1.0,102.449,4,0.453,226,191699,14,92,19079548,1,['0hCNtLu0JehylgoiP8L4Gh']
8,0.101,Kenny Chesney,2018-04-21,0.632,0.804,0.0,199625,0.17,-6.109,1,Get Along,69,2018-07-27,6n6OQfBpCgzF9oEg8zhBN7,0.0503,1.0,92.456,4,0.35,513,199625,8,77,3185713,1,['3grHWM9bx2E9vwJCdlRv9O']
9,0.278,Nicki Minaj,2018-04-21,0.686,0.73,4.76e-05,191600,0.106,-5.077,0,Chun-Li,71,2018-08-10,1e4rwBPVI32vZtTJu7mJ4J,0.374,1.0,128.943,5,0.474,226,191600,6,92,19079548,1,['0hCNtLu0JehylgoiP8L4Gh']
0,0.17,The Weeknd,2018-04-14,0.461,0.593,0.0,228373,0.307,-4.954,1,Call Out My Name,82,2018-03-30,09mEdoA6zrmBPgTEN5qXmN,0.0356,1.0,134.17,3,0.175,222,228373,10,96,25362926,1,['1Xyo4u8uXC1ZmMpatF05PJ']
1,0.0256,Cardi B,2018-04-14,0.82,0.568,0.0,210787,0.0952,-8.23,0,Be Careful,70,2018-04-06,2Yl4OmDby9iitgNWZPwxkd,0.411,1.0,152.279,4,0.535,1,210787,12,93,13069255,1,['4kYSro6naA4h99UJvo89HB']
2,0.596,The Weeknd,2018-04-14,0.456,0.679,0.000573,221106,0.129,-5.778,0,Try Me,71,2018-03-30,4ppTAJUbNXELZcoUaL90wo,0.064,1.0,92.026,4,0.107,222,221106,11,96,25362926,1,['1Xyo4u8uXC1ZmMpatF05PJ']
3,0.61,The Weeknd,2018-04-14,0.56,0.678,1.42e-05,220293,0.111,-6.167,0,Wasted Times,71,2018-03-30,7DKS0rX27cCEPsK0R6tFWS,0.0581,1.0,122.585,4,0.29,222,220293,10,96,25362926,1,['1Xyo4u8uXC1ZmMpatF05PJ']
4,0.24,Queen Naija,2018-04-14,0.741,0.37,0.0,219135,0.118,-8.437,0,Medicine,70,2018-06-08,4lFfMRH0YH4pW5gczTDbNC,0.324,1.0,116.06,4,0.13,1,219135,12,72,1624561,1,['3nViOFa3kZW8OMSNOzwr98']
5,0.915,The Weeknd,2018-04-14,0.404,0.564,0.00252,170573,0.134,-7.013,0,Privilege,67,2018-03-30,0Nwar8rweBUyfyuoyjjUvk,0.0344,1.0,93.631,4,0.371,222,170573,4,96,25362926,1,['1Xyo4u8uXC1ZmMpatF05PJ']
6,0.0456,"Tyler, The Creator",2018-04-14,0.589,0.57,1.51e-06,151026,0.137,-9.54,1,OKRA,63,2018-03-30,74ZovzRxHBvCq5yIwe8boh,0.361,1.0,136.203,4,0.441,2,151026,8,85,5241083,1,['4V8LLVI7PbaPR0K2TGSxFF']
7,0.000837,Dierks Bentley,2018-04-14,0.484,0.804,9.29e-06,179826,0.17,-5.889,1,"Woman, Amen",61,2018-06-08,3nBXOlFTADNvG9nkqy2O2W,0.0912,1.0,119.838,4,0.391,391,179826,10,72,2339129,1,['7x8nK0m0cP2ksQf0mjWdPS']
8,0.255,H.E.R.,2018-04-14,0.415,0.313,1.4e-05,200133,0.117,-12.945,0,Focus,66,2017-10-20,3tZs3nVjySLbL320lP4mvs,0.0561,1.0,84.953,4,0.0875,1,200133,13,82,3036909,1,['3Y7RZ31TRPVadSFVy1o8os']
0,0.167,Panic! At The Disco,2018-04-07,0.491,0.867,0.0,189186,0.458,-2.313,0,Say Amen (Saturday Night),68,2018-06-22,76vMKwFtdDDCLcM6zXybjB,0.103,1.0,167.965,4,0.602,77,189186,9,85,10070776,1,['20JZFwl6HVl6yg8a4H3ZqK']
1,0.121,Famous Dex,2018-04-07,0.733,0.678,0.0,142000,0.344,-7.771,1,JAPAN,72,2018-04-06,5PTG6rrL6EPFD9E2QMI2pl,0.438,1.0,175.985,4,0.841,1,142000,6,70,2031546,1,['0WOxhx4hikIsyF3CRPLC8W']
2,0.00738,Darius Rucker,2018-04-07,0.547,0.804,0.0,197053,0.0308,-5.268,1,For The First Time,61,2017-10-20,0LG2cFomCi8Fb664Lvr3Nu,0.0361,1.0,142.016,4,0.666,183,197053,10,71,1715507,1,['7FY5V3XMwlNBPitEjXowHQ']
3,0.264,Alice Merton,2018-04-07,0.863,0.657,0.00619,235813,0.0713,-7.295,1,No Roots,56,2017-08-04,4CdfFYzaAJ0y0beKzmgJSn,0.105,1.0,115.958,4,0.829,1,235813,8,62,259549,1,['7f0OLhGgBMX9fUjm1dcPip']
0,0.556,XXXTENTACION,2018-03-31,0.921,0.537,0.00404,135090,0.102,-5.723,0,Moonlight,85,2018-03-16,0JP9xo3adEtGSdUEISiszL,0.0804,1.0,128.009,4,0.711,44,135090,8,93,22762909,1,['15UsOTVnJzReFVN1VCnxy4']
1,0.779,XXXTENTACION,2018-03-31,0.699,0.304,0.000993,160184,0.137,-11.192,1,the remedy for a broken heart (why am I so in love),83,2018-03-16,4UKCKdYiLN6IMA5ZESUTL7,0.0993,1.0,119.705,4,0.271,44,160184,8,93,22762909,1,['15UsOTVnJzReFVN1VCnxy4']
2,0.0573,Shawn Mendes,2018-03-31,0.622,0.712,0.0,211360,0.13,-7.321,1,In My Blood,78,2018-05-25,2QZ7WLBE8h2y1Y5Fb8RYbH,0.066,1.0,140.025,4,0.487,163,211360,12,90,29629435,1,['7n2wHs1TKAczGzO7Dd2rGr']
3,0.1,XXXTENTACION,2018-03-31,0.414,0.416,0.179,186267,0.131,-8.024,0,NUMB,75,2018-03-16,01TnVDiet1DFTsyWKUKovl,0.0251,1.0,159.91,4,0.196,44,186267,9,93,22762909,1,['15UsOTVnJzReFVN1VCnxy4']
4,0.00585,Luke Combs,2018-03-31,0.544,0.781,0.0,221800,0.191,-6.16,0,One Number Away,72,2017-06-02,4gB7HrYHbJVJ5RFOjxmoq4,0.0311,1.0,144.075,4,0.527,43,221800,7,88,3703385,1,['718COspgdWOnwOFpJHRZHS']
5,0.117,Foster The People,2018-03-31,0.638,0.738,0.000384,243146,0.689,-4.976,0,Sit Next to Me,73,2017-07-21,4BdGO1CaObRD4La9l5Zanz,0.0292,1.0,97.021,4,0.657,41,243146,7,78,3018983,1,['7gP3bB2nilZXLfPHJhMdvc']
6,0.0216,XXXTENTACION,2018-03-31,0.873,0.663,0.000356,115194,0.0867,-4.086,1,going down!,67,2018-03-16,7CkbRn6S0itJqcqn88AtSV,0.15,1.0,135.499,4,0.525,44,115194,5,93,22762909,1,['15UsOTVnJzReFVN1VCnxy4']
7,0.00703,The Chainsmokers,2018-03-31,0.475,0.752,0.0,223466,0.406,-6.596,0,Everybody Hates Me,63,2018-12-14,6ufrOaf4v6Qady6GiIpQ0s,0.0467,1.0,154.957,4,0.515,41,223466,13,87,16897528,1,['69GGBxA162lTqCwzJG5jLp']
0,0.00756,Bad Wolves,2018-03-24,0.448,0.826,0.0,254805,0.117,-3.244,0,Zombie,71,2018-01-19,1vNoA9F5ASnlBISFekDmg3,0.0319,1.0,77.093,4,0.19,1,254805,8,69,441155,1,['0eI3X5rAzHRZVe5FPk4MN1']
1,0.104,Logic,2018-03-24,0.804,0.823,0.0,217146,0.2,-5.837,1,Contra,57,2018-03-09,7u90MSvVyEjL0c8icaE7jl,0.0488,1.0,126.007,4,0.616,6,217146,9,85,4990132,1,['4xRYI6VqpkE3UwrDrAZL8L']
