track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,artist_popularity,artist_followers
Good Morning Heartache,Scott Hamilton,spotify:track:14aFuIi1l2arBrZfBv9fBP,0.526,0.17,9,-13.089,0,0.0411,0.823,0.777,0.114,0.18,117.414,322133,4,29.4822,14,0,58,27501
Pärt: Spiegel im Spiegel (Excerpt),Arvo Pärt,spotify:track:2KMr9cGZCqmc7CArKuqnK6,0.209,0.015,5,-31.367,1,0.0426,0.991,0.193,0.059,0.0828,76.21,244907,3,55.05862,16,0,58,175941
Anchor,Novo Amor,spotify:track:7qH9Z4dJEN0l9bidizW7fq,0.457,0.408,9,-11.474,1,0.0307,0.803,0.884,0.126,0.128,117.052,257533,4,84.01312,7,0,71,355447
Whispered Relaxing Haircut Pt. 2,Gibi ASMR,spotify:track:0N4PyikAFhX78iDgsHMme5,0.515,0.0356,1,-41.568,1,0.111,0.000943,0.000107,0.0786,0.119,101.757,356832,3,66.71799,18,0,56,123558
Rock and Scissors,Michael Schulte,spotify:track:6DB8BnvvZ6I3J4Va7xd2gD,0.393,0.558,7,-5.872,0,0.045,0.433,0,0.123,0.236,181.735,201818,3,28.42415,8,0,70,169537
Black Light,Black Metal Raccoons,spotify:track:7JLBcfIgMJgF6ZLFuiKbso,0.311,0.702,4,-10.027,0,0.0906,0.129,2.52e-05,0.111,0.0901,150.297,206000,4,49.20656,9,0,4,258
For Those About to Rock,Godflesh,spotify:track:0TmYaQjCLzD6IWa2ajoJd2,0.269,0.412,3,-10.768,0,0.0544,0.0347,0.902,0.127,0.188,109.806,329867,4,34.34836,8,0,39,47405
Tones For Joan's Bones (Remastered),Blue Mitchell,spotify:track:6DwsN6BHMBmy8ZCpmmirGI,0.479,0.265,2,-13.305,1,0.0287,0.87,0.674,0.148,0.224,140.607,397933,4,23.99747,19,0,36,24536
Je te veux,Erik Satie,spotify:track:2qZePoxz5PZ07LiUr8ofWw,0.406,0.0376,0,-24.348,1,0.0387,0.996,0.934,0.105,0.203,95.835,335280,3,37.25067,15,0,70,494868
"Cello Suite No. 5 in C Minor, BWV 1011: III. Courante",Johann Sebastian Bach,spotify:track:30TemGOt7P9bwpDbbkKgvl,0.491,0.0211,0,-27.538,0,0.064,0.92,0.886,0.109,0.599,64.878,141067,3,41.20611,5,0,81,2936233
Playing Games,Summer Walker,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,0.726,0.408,11,-6.606,0,0.0614,0.603,0,0.225,0.459,115.918,143227,4,24.71805,8,1,85,6124339
Diplomatic Immunity,Drake,spotify:track:4haJoBPbPj9QFKNpp9e8kx,0.654,0.839,9,-5.076,0,0.443,0.00531,0,0.308,0.549,74.886,255867,4,41.08412,12,1,100,50356964
Een Meisje Van Zestien,Boudewijn de Groot,spotify:track:3ntrvzOEzYbh24qdUqCLAK,0.568,0.488,2,-11.07,0,0.0453,0.0178,0,0.166,0.733,140.445,178733,4,27.32628,10,0,54,116195
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,spotify:track:2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,28.69559,6,1,79,3775619
Light in the Sky,We Banjo 3,spotify:track:6PK2nlGa2DXUHqvqoJ8uRW,0.632,0.775,7,-4.648,1,0.078,0.434,0,0.266,0.331,125.002,227600,4,31.91137,10,0,42,16408
Creepin',Eric Church,spotify:track:2krJlC7MXXpOdPipgc0TaS,0.464,0.889,5,-5.042,1,0.0497,0.0389,0.0272,0.31,0.539,87.858,232720,4,90.35559,6,1,77,2731732
We're On the Run,Gold Motel,spotify:track:1bi16bLASWL1HZFyPLkDjL,0.635,0.878,2,-5.82,1,0.0597,0.0699,0,0.0389,0.935,143.039,178260,4,66.21689,5,0,33,7581
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,spotify:track:4e34Qq2lkp92egwgjacVcT,0.79,0.629,9,-7.172,1,0.138,0.179,0,0.356,0.833,124.063,127742,4,30.53178,8,1,95,10901002
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,spotify:track:17jeLyQcEUmKv3MXeEo79k,0.874,0.727,8,-7.689,1,0.0777,0.09,5.83e-06,0.0759,0.427,98.97,214160,4,39.34395,7,1,86,6652346
Johnny Doesn't Want to Go To Heaven,The Killjoys,spotify:track:5f48RP5pkFIvaUiTaTvadp,0.266,0.848,9,-5.965,1,0.0855,0.000139,5.29e-05,0.0803,0.715,97.113,162627,4,69.00818,6,0,20,1955
Why Do We Fall?,Hans Zimmer,spotify:track:0Mbd5y1ZlWzSUR2jNQAJXY,0.248,0.419,2,-14.917,0,0.0397,0.458,0.649,0.284,0.0349,103.209,122870,4,28.56658,5,0,80,2254145
HP,Maluma,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,50.2676,5,1,94,21413265
Sanctuary Demon,Doomshine,spotify:track:5bD6CW3bkQr1JIMN83CjZk,0.312,0.507,9,-6.477,1,0.0346,5.45e-06,0.186,0.0959,0.0571,105.895,524320,4,35.26564,21,0,3,1217
Right Now,Rihanna Featuring David Guetta,spotify:track:28OX5qT45GZBuu8CNKBOj6,0.668,0.64,3,-5.208,0,0.0888,0.049,0,0.0675,0.259,130.004,181627,4,31.07414,9,1,92,61195927
Listen Before I Go,Billie Eilish,spotify:track:0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3,59.813,9,1,93,34201175
Lose My Mind,Brett Eldredge,spotify:track:1qC0pi9ZH47XDjvaNbg8ch,0.68,0.755,6,-5.509,0,0.029,0.0206,0,0.21,0.824,101.048,155440,4,29.76075,8,1,69,1193223
Variation 15,Benjamin Wallfisch,spotify:track:281vn54pOBz6pI6Rzt8Men,0.121,0.186,3,-17.361,1,0.0427,0.675,0.942,0.102,0.0321,96.161,351640,3,15.80429,22,0,63,130567
God Hates Rock N' Roll Live,The Profane,spotify:track:3R6jxw1WPyuk2HJNz895IQ,0.376,0.987,5,-5.656,0,0.105,0.000274,0.0134,0.941,0.119,92.068,184227,4,80.9683,5,0,4,189
Friedrich,Alexandre Desplat,spotify:track:3sE4adHw0IVl0QqIzCzIpL,0.438,0.227,10,-20.179,0,0.0361,0.901,0.357,0.112,0.0744,104.125,92600,4,37.50934,4,0,71,230927
Primal Life Code,Winterwolf,spotify:track:2tb90FMgE1j39knuNV6jQX,0.0989,0.932,1,-9.917,1,0.0976,4.6e-06,0.922,0.308,0.195,196.411,226543,3,44.45941,10,0,6,1295
Close Enough For Jazz,Jan Garbarek,spotify:track:7M7ettDPxvRLps85IxxYmo,0.162,0.0349,11,-24.354,1,0.0498,0.957,0.964,0.0912,0.0348,131.439,119333,4,48.59233,6,0,56,76517
I Hold On,Dierks Bentley,spotify:track:01e8dGbulrphX8j3fZDQYk,0.614,0.715,0,-6.451,1,0.0445,0.0849,0.000316,0.102,0.231,117.956,279533,4,23.8841,12,1,72,2335244
All That Matters,Justin Bieber,spotify:track:70XP39KE8vTgxtRXcwfxJA,0.696,0.513,6,-5.567,0,0.0424,0.00508,0,0.0682,0.144,129.859,191173,4,61.00735,9,1,96,38856468
Almost Punk Enough,Slapstick,spotify:track:4XEStvpPaCHuPxtm87vMwx,0.427,0.891,2,-7.341,1,0.107,1.31e-05,1.72e-05,0.271,0.505,144.933,112410,4,53.04736,6,0,23,5853
1970,The Stooges,spotify:track:4I34YXrGiAyNKrCRPg6HR5,0.366,0.965,0,-3.478,1,0.0373,0.000257,0.00137,0.654,0.664,112.288,314547,4,35.0742,14,0,58,406905
Black Metal Is Alive IV,Abrasion,spotify:track:158EnWozqunJNOuhko7KoS,0.157,0.394,9,-17.733,1,0.0492,0.935,0.993,0.11,0.0716,132.476,347402,4,41.51813,12,0,0,41
"Sick, Sick, Sick",Bayside,spotify:track:0p3YVGafB1214KOw5AokGv,0.388,0.891,6,-3.338,0,0.0816,0.000552,0.0246,0.336,0.533,172.065,214107,4,48.07048,7,0,56,163288
Hi Sonna Pothum,Hiphop Tamizha,spotify:track:2YRVd8cvSqT2Zta5TGTPRF,0.482,0.696,0,-6.646,0,0.089,0.285,2.03e-06,0.115,0.655,183.932,230431,4,32.10163,13,0,65,1354650
"Naturally Born (feat. Big Noyd, Large Professor & Kool G Rap) - Instrumental",Ayatollah,spotify:track:6sBSs6kP10ucrVjvPIaVFb,0.488,0.865,7,-7.54,1,0.1,0.000197,0.0286,0.361,0.551,178.2,259336,4,60.59152,11,0,51,247480
Feel My M.F. Bass,Paul Johnson,spotify:track:4Zumf6o6stiBItrJLzOawU,0.872,0.857,11,-7.027,1,0.0632,4.08e-05,0.801,0.0759,0.511,134.032,273931,4,105.2963,8,0,43,11457
Filthy,Justin Timberlake,spotify:track:1L3NV7VrCiuE8C5QlhdeQL,0.745,0.579,1,-5.771,1,0.138,0.0354,0.0118,0.246,0.645,97.002,293947,4,104.98383,8,1,84,9801887
Streets Is Callin' (feat. Diamond D & Jaysaun),Edo. G,spotify:track:1UaiqvFyXn8UEZwh6DdwB0,0.569,0.594,8,-7.591,0,0.503,0.316,9.41e-06,0.0729,0.485,85.007,283200,4,44.77504,12,0,61,269621
Otherside,Post Malone,spotify:track:4qWCFTuNnmGNdY4egtb4ZY,0.652,0.643,9,-5.667,0,0.0353,0.318,2.87e-06,0.208,0.109,104.932,228227,4,37.74381,13,1,95,28929026
Dream A Little Dream Of Me,Diana Krall,spotify:track:744DamQba12yNGk0M5eSTz,0.471,0.115,10,-16.018,1,0.035,0.948,0,0.112,0.253,106.061,277413,3,25.34552,13,0,70,785267
Walk Me Home,P!nk,spotify:track:7DHApOHsIFo7EyfieArYGE,0.652,0.453,1,-6.119,1,0.0445,0.0519,0,0.179,0.432,88.038,177391,3,28.11944,9,1,84,9543622
Ay Jona,The Bahama Soul Club,spotify:track:6tWRv0ZZidjTuIIhp31tq6,0.673,0.629,11,-7.788,0,0.0436,0.113,0.852,0.155,0.926,149.041,292550,4,26.09869,13,0,48,22716
Reverse Culture Music,Steve Hauschildt,spotify:track:1H5F2CscHZSaiLMzZWWDSh,0.47,0.333,5,-19.166,0,0.0344,0.945,0.926,0.134,0.725,183.327,369254,3,37.90066,17,0,41,18989
I Wanna Be Sedated (feat. The Defects),The Mahones,spotify:track:44AAqDBj6JyxBj61JYrGsU,0.412,0.981,4,-4.647,1,0.0691,0.037,2.51e-06,0.36,0.61,182.038,171130,4,32.29631,12,0,39,29125
"Fragment, Pt. 1",Daigo Hanada,spotify:track:7tiXaPmrIYPy2x8pYw5n2m,0.354,0.0106,9,-29.524,0,0.039,0.993,0.968,0.106,0.106,75.606,128042,3,31.29576,7,0,46,6654
"The Haunting - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:6eCWLUq20g1A1jALj2hqqL,0.264,0.984,8,-8.77,1,0.137,6.77e-06,0.876,0.479,0.184,94.842,285960,4,25.09146,12,0,58,627300
You Look Good,Lady Antebellum,spotify:track:1dFLowBW25EaL2OC7eKEa2,0.656,0.917,0,-4.652,1,0.0495,0.045,0.000732,0.0878,0.961,152.067,181000,4,26.70869,8,1,74,3082061
"Chromatic Fantasy & Fugue, BWV 903",Johann Sebastian Bach,spotify:track:7Apmu24RNcZn626SkmhV5i,0.309,0.161,9,-19.658,0,0.0343,0.967,0.31,0.12,0.228,100.09,311307,3,59.86804,10,0,81,2936217
We Were Us,Keith Urban And Miranda Lambert,spotify:track:5Net7uzpcqkJtOwR22onye,0.578,0.937,2,-5.685,1,0.0481,0.0294,0,0.122,0.479,102.98,191747,4,47.39989,5,1,78,6407626
Am I Wrong,Nico & Vinz,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939,247520,4,31.75658,9,1,66,441366
Riverside Lullaby (Instrumental Version),Matt Carlson,spotify:track:5YYX6CGfCw0T3qjnore8Q2,0.833,0.143,5,-16.724,1,0.128,0.994,0.931,0.129,0.672,106.061,156792,4,44.7032,8,0,54,62686
Hey Yo Check It Out - Slowpop Mix,Slowpop,spotify:track:0U3ZyY141XcfFF47lLq6MF,0.843,0.795,7,-6.592,1,0.102,0.00304,0.0325,0.0731,0.066,115.997,372414,4,91.82664,11,0,0,0
Artificial World (A Manmade Catastrophe),Boreal Massif,spotify:track:0nkd94lNiU5ELnMNIBRLof,0.546,0.475,11,-12.679,1,0.0316,1.5e-05,0.903,0.0696,0.0325,102.01,212004,4,57.7679,9,0,10,875
When I Was Your Man,Chris Jamison,spotify:track:2KxZrZ6vNQpcmPccx9zAyk,0.367,0.443,10,-7.286,1,0.0303,0.807,0,0.0796,0.637,72.837,185501,3,38.99773,9,1,36,7041
Love Me Anyway,P!nk Featuring Chris Stapleton,spotify:track:0pwdJLLVxlJa1lnR9UeMZY,0.368,0.321,3,-5.904,1,0.0272,0.769,0,0.135,0.0673,139.001,188120,4,37.99126,11,1,84,12218933
Time > Breathe Reprise >,Greensky Bluegrass,spotify:track:30sRAEKuzybaAvhjEBmppp,0.405,0.756,6,-6.361,0,0.0307,0.142,4.03e-05,0.638,0.606,133.379,338240,4,29.67882,15,0,57,139666
You And I,Lady Gaga,spotify:track:6rkAY9rk1NTFB94QxG3LJR,0.518,0.709,2,-5.234,1,0.0476,0.075,0,0.0935,0.514,127.083,307347,4,22.36687,15,1,91,14243370
Cinnamon Girl - Sun Dub Edit,[dunkelbunt],spotify:track:5nT35ED3QmCiSzzMl78BaT,0.885,0.658,1,-8.877,1,0.0927,0.124,0.827,0.693,0.795,106.646,336178,4,36.95005,13,0,44,19837
Hidden Gate - Lizards Clop Remix,Cabaret Nocturne,spotify:track:4Y40X2mPr1hzXxJ1RmC9w7,0.692,0.468,10,-11.754,0,0.0926,0.0448,0.741,0.238,0.41,99.99,369600,4,32.42268,12,0,43,35411
100,The Game Featuring Drake,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,0.559,0.716,11,-3.964,0,0.39,0.737,0,0.252,0.504,176.618,275227,4,22.0471,14,1,100,50356964
All Through the Night,Sleeping At Last,spotify:track:4m8QRApdIvxMERrlgigXj4,0.309,0.204,3,-10.867,1,0.0397,0.949,0,0.127,0.289,185.309,197804,4,36.39185,10,0,76,942017
Life feat Gift of Gab & Syreneiscreamy - Crazy Daylight Remix,Crazy Daylight,spotify:track:5e8exDfZ4XxefnM2zF8Zux,0.582,0.827,0,-4.57,0,0.183,0.0377,0.000193,0.0515,0.881,94.997,192000,4,53.77439,6,0,51,81812
Insanity - Live at Graspop,King Diamond,spotify:track:7t18ggQ0btVHbOUU200hPa,0.162,0.627,11,-17.283,0,0.0437,0.401,0.893,0.957,0.49,143.658,184933,4,34.56966,9,0,52,307408
Sugarcane,Ana Olgica,spotify:track:6uWjjaiquXsjuQuks2mZME,0.361,0.0165,0,-27.874,1,0.0615,0.995,0.967,0.0834,0.452,114.346,144500,3,98.1223,4,0,60,6371
Lose My Mind,Young Jeezy Featuring Plies,spotify:track:0Ft6hwGWdCdujdK6TOfBV7,0.705,0.75,1,-4.558,1,0.0522,0.0632,0,0.146,0.392,77.817,241947,4,51.08788,11,1,75,2856565
Ball,T.I. Featuring Lil Wayne,spotify:track:4XVfNwP88Hn9kSkXVnxj2S,0.772,0.885,1,-4.736,1,0.0847,0.193,9.48e-06,0.0953,0.512,94.98,205360,4,42.06009,10,1,92,13153797
All Over,Tiwa Savage,spotify:track:23nv9GP4iBcQsCyN1bj2nF,0.831,0.844,1,-4.589,1,0.0585,0.217,0,0.115,0.768,112.048,211292,4,38.86894,7,0,64,161074
Mirror,Lil Wayne Featuring Bruno Mars,spotify:track:05pdoheuKPSotkjMgIVX6I,0.331,0.622,5,-7.291,0,0.092,0.858,0,0.104,0.388,64.468,228093,3,27.74623,10,1,92,36869603
Fade Away,Dayne S,spotify:track:5RU1bt1s3hNyTTR0LatuFr,0.788,0.592,6,-9.654,0,0.0466,0.00738,0.277,0.109,0.663,121.999,379074,4,47.70647,17,0,49,4162
Clear the Mind,Yolta,spotify:track:4gSye7eNz3gCmNL6B7L4B0,0.198,0.293,2,-12.173,1,0.0408,0.605,0.993,0.114,0.109,59.302,147269,3,26.73023,7,0,50,1035
Naima - Take 2,John Coltrane,spotify:track:4miJZzKG6m82PsjkHZU5dS,0.305,0.42,8,-9.924,1,0.049,0.878,0.0809,0.469,0.252,180.11,248840,3,46.15987,10,0,68,1184862
Heart Attack,Toxik,spotify:track:2pUm2OYrTi7oBOdkZct0nZ,0.19,0.971,9,-5.581,1,0.224,0.000152,0.845,0.0548,0.115,96.523,228587,4,23.60708,7,0,28,34121
One Thing,One Direction,spotify:track:5G2c6FsfTzgYUzageCmfXY,0.713,0.718,2,-3.806,1,0.0278,0.00233,0,0.0838,0.656,126.999,197600,4,49.44186,8,1,91,18259054
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",spotify:track:0B3FovCVaGKS5w1FTidEUP,0.603,0.602,6,-7.083,1,0.23,0.049,0,0.279,0.595,119.703,248472,5,96.12728,9,1,89,25820087
Adorn,Miguel,spotify:track:25cUhiAod71TIQSNicOaW3,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,4,28.8348,8,1,81,3046673
Beat Of The Music,Brett Eldredge,spotify:track:3un2KQUaQ2brEpd8dK93wI,0.629,0.808,9,-4.125,1,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001,179293,4,44.43642,7,1,69,1193223
Expositions,The Sura Quintet,spotify:track:4fvixGESOFr2i0c3jS3oPF,0.816,0.811,7,-11.183,1,0.0775,0.0515,0.872,0.107,0.77,122.991,343415,4,31.94427,11,0,34,2089
I Love You Like An Alcoholic,The Taxpayers,spotify:track:7u63zva845rv8tRFi9FG8a,0.61,0.424,4,-6.489,0,0.0311,0.384,0.000148,0.11,0.207,108.416,215933,4,19.23937,10,0,48,36972
Don't Stop The Party,Pitbull Featuring TJR,spotify:track:3Tu7uWBecS6GsLsL8UONKn,0.722,0.958,4,-3.617,1,0.0912,0.00726,0,0.375,0.952,127.008,206120,4,34.52823,8,1,86,7979669
Neon Lights,Demi Lovato,spotify:track:34MJ07N9Bhu6iKPaxSVnCT,0.631,0.819,9,-4.24,1,0.122,0.0767,0,0.1,0.733,125.928,233173,4,34.21275,10,1,87,18271651
KMT,Drake Featuring Giggs,spotify:track:2jTujnt0y344ai1rNOywgr,0.875,0.6,1,-6.818,1,0.0435,0.0189,0.0143,0.132,0.0906,119.987,162638,4,64.97581,6,1,100,50702007
Feblu,Flughand,spotify:track:0BD9XqvXSSxlHsdBlLKhqA,0.769,0.277,10,-8.375,1,0.095,0.897,0.862,0.118,0.641,80.951,93635,4,0.0,2,0,61,25298
"Mary, Did You Know?",Pentatonix,spotify:track:4z8sz6E4YyFuEkv5o7IJni,0.497,0.312,11,-9.088,0,0.0269,0.302,0,0.0968,0.177,105.036,203373,4,58.95527,9,1,75,2777014
Don't Let Me Down,The Chainsmokers Featuring Daya,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4,60.60075,9,1,87,18027215
Gold,Kiiara,spotify:track:6ZSO7kPn8IMJFymyticbJO,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,225882,5,31.08028,11,1,70,705398
Beachball - Vocal Radio Edit,Nalin & Kane,spotify:track:2jUTOFB3ZQbiK0Y9F5AZOg,0.781,0.779,0,-8.143,1,0.0455,0.0178,0.139,0.386,0.612,134.007,234160,4,24.36284,10,0,46,10490
Snitches Ain't...,"YG Featuring Tyga, Snoop Dogg & Nipsey Hussle",spotify:track:4WlJWg84XpItmf5Jov9BEj,0.657,0.626,9,-6.933,1,0.543,0.00221,0.00299,0.131,0.762,92.015,220493,4,53.32746,10,1,89,16332303
Call It What You Want,Taylor Swift,spotify:track:1GwMQaZz6Au3QLDbjbMdme,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,203507,4,31.7196,11,1,95,33209760
Good Feeling,Hella,spotify:track:3zXxmyhz9qiPHLUcKymyVD,0.694,0.888,1,-4.884,0,0.0678,0.0601,2.6e-06,0.0507,0.733,128.001,247593,4,23.69249,10,0,37,43706
My Baby's Guns N' Roses,Brantley Gilbert,spotify:track:0pqXmjMhNVD9oq00BpB2tm,0.492,0.888,5,-4.112,1,0.0672,0.0244,2.54e-06,0.412,0.671,141.049,212733,4,36.02581,8,1,72,2099036
Negative Energy,Trippie Redd Featuring Kodie Shane,spotify:track:0ZPCxNK4DIrF8KqrN3DxfA,0.659,0.672,9,-7.442,1,0.264,0.413,0,0.125,0.452,139.868,178286,4,66.88976,8,1,90,5518184
A Girl Like You,Easton Corbin,spotify:track:3AsNVBJ7LHsltdu9490ZiS,0.735,0.768,5,-4.481,1,0.0353,0.0197,0,0.0643,0.83,104.991,217840,4,30.67826,8,1,62,703446
Colibri,Incognito,spotify:track:50oStzEn3Kak7SUvVdH9EA,0.689,0.904,7,-9.154,1,0.0337,0.0133,0.746,0.0452,0.847,108.031,360133,4,54.68052,13,0,53,119978
Heavy Metal Rules,Steel Panther,spotify:track:5IQgYA3zYctY5dpbrZA1uZ,0.55,0.927,10,-3.814,0,0.0621,0.00427,0,0.0676,0.334,133.97,227280,4,36.6854,9,0,58,369282
Youssef,Mon Cote Punk,spotify:track:1kCMLwAej7hc3ORkS2J5tg,0.679,0.891,7,-4.659,0,0.107,0.686,0,0.0799,0.941,99.56,283387,4,17.90914,12,0,24,9328
Run This Town,"Jay-Z, Rihanna & Kanye West",spotify:track:7LR85XLWw2yXqKBSI5brbG,0.632,0.924,1,-1.802,1,0.29,0.281,0,0.263,0.441,86.844,267520,4,65.98124,11,1,92,57892866
Reverence Ballet Class Music,クラシックバレエ クラブ,spotify:track:2Tx9gF3vwWehYuLcSNg3yn,0.585,0.21,0,-14.386,1,0.0725,0.993,0.907,0.128,0.752,117.211,74195,3,30.56751,5,0,27,1114
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,spotify:track:0PgNhIg5n0UAOBVn43b8b6,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,282400,4,20.73766,10,1,86,14544362
Heavy Metal Payback,Frank White,spotify:track:5KOw4QBqgeyicKwAzmU4tP,0.613,0.877,6,-4.718,0,0.444,0.319,0,0.0456,0.644,191.484,269920,4,135.32669,8,0,46,18151
"Out To Lunch (End Titles) - From ""Sing"" Original Motion Picture Soundtrack",Joby Talbot,spotify:track:0ZS9d5ROUP1LjGIMBad2Lr,0.411,0.409,7,-9.297,1,0.0422,0.545,0.371,0.0762,0.128,128.037,264893,4,32.43367,14,0,36,3553
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,spotify:track:2TR7A4ulH9R1PNwMyd8o8U,0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132.085,220907,4,34.58039,9,1,82,9793508
Baby I'm Yours - feat. Irfane,Breakbot,spotify:track:0tZkVZ9DeAa0MNK2gY5NtV,0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,215507,4,78.34781,6,0,64,354615
Abremalin,From The Dark,spotify:track:7bD0cx6k0TY1BKKgqpySwj,0.127,0.832,0,-8.16,1,0.0676,5.38e-05,0.887,0.0466,0.088,164.005,281520,4,35.23405,13,0,1,424
Unsteady,X Ambassadors,spotify:track:7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4,74.96407,5,1,78,2251688
On The Floor,Jennifer Lopez Featuring Pitbull,spotify:track:0Oe49j06Bjrxs8PltuVeaW,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,4,44.79147,13,1,86,16795195
The Gold,Manchester Orchestra,spotify:track:3EytfC22ikoXM921cJbejn,0.394,0.689,9,-6.648,1,0.0385,0.00119,0.0131,0.176,0.457,180.111,273067,3,56.23979,11,0,62,336694
I Need Your Love,Calvin Harris Featuring Ellie Goulding,spotify:track:05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989,234507,4,23.6944,13,1,88,29324153
Animal,Shining,spotify:track:5wVrAYHsF47zYX7ezyJaNN,0.414,0.987,10,-1.691,0,0.0922,1.6e-05,1.65e-06,0.361,0.255,157.924,212933,4,28.12341,13,0,41,18157
Bounce It,Juicy J Featuring Wale & Trey Songz,spotify:track:3N5oiETJEStSB71TjTFkWV,0.785,0.572,11,-9.383,1,0.0859,0.00811,0,0.111,0.477,140.032,260560,4,27.07503,13,1,80,10523893
Billionaire,Travie McCoy Featuring Bruno Mars,spotify:track:2M9ULmQwTaTGmAdXaXpfz5,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,211160,4,47.55186,9,1,90,27484299
Good Girls,5 Seconds Of Summer,spotify:track:5XwIdRXvHTtxH5BmBOSCCM,0.528,0.911,4,-5.203,1,0.0792,0.0152,0,0.121,0.576,141.064,206424,4,37.55265,9,1,85,6694255
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,spotify:track:4YMqbFcDIFiCBd02PzUBcM,0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,235613,4,20.89974,13,1,82,2532820
Tujhe Kitna Chahein Aur (Film Version),Jubin Nautiyal,spotify:track:0mHU8dcIvGrGDazLMmQpSg,0.36,0.25,11,-9.506,1,0.0341,0.603,0,0.0915,0.293,145.045,276245,4,47.9613,13,0,73,506175
Dust,Eli Young Band,spotify:track:5J6IvCB3hhdBVFfKI75fjp,0.586,0.925,0,-3.744,1,0.039,0.0262,0.00327,0.138,0.495,130.958,198933,4,43.50584,8,1,66,601659
Get Her Back,Robin Thicke,spotify:track:231O3DltLcwtgIKoNbMkrt,0.579,0.287,4,-13.642,0,0.0828,0.915,0,0.0969,0.735,187.797,213173,4,17.10822,12,1,69,1633537
Applause,Lady Gaga,spotify:track:4iuiI5y4bHi64BoJWb8ENA,0.666,0.769,7,-4.316,0,0.0511,0.0282,1.71e-06,0.0747,0.718,139.919,213587,4,29.64765,12,1,91,14243370
Down To The Honkytonk,Jake Owen,spotify:track:5g0XcG0apQTlO3X8r38vGf,0.634,0.808,3,-4.12,1,0.0516,0.19,0,0.0898,0.937,82.021,186867,4,36.07471,6,1,70,1465381
Mall Full Of Drugs - EDA Parking Garage Paranoia Mix,Nmesh,spotify:track:7B0D1nuq3wEcwaJUktuBa3,0.442,0.137,5,-21.072,0,0.0896,0.823,0.847,0.116,0.113,110.09,225800,4,39.61268,11,0,39,11430
ATM,J. Cole,spotify:track:2UciqgwVDwro0fev3MFbxJ,0.719,0.497,8,-7.661,1,0.681,0.115,0,0.0898,0.345,81.651,216727,4,36.33591,9,1,88,11902179
For You,Keith Urban,spotify:track:64bWFjtzBRVSllQz9H2RAY,0.416,0.747,11,-7.753,0,0.0519,0.0116,0.000124,0.0625,0.304,170.107,289560,4,69.44249,11,1,78,3926167
You Say,Lauren Daigle,spotify:track:6Up545NUflOiXo8cEraH49,0.486,0.632,5,-6.89,1,0.0344,0.682,0,0.0869,0.0791,147.892,274693,4,34.907,12,1,74,1451184
Be Silent,Le Prince Miiaou,spotify:track:1zcQ3YwgDuzCBOaurzp4md,0.55,0.818,1,-7.403,0,0.044,0.00248,2.18e-05,0.135,0.457,109.976,198227,4,44.54911,7,0,12,2307
