artist,artist_id,song_ids,song_names,length,weeksdates
Bryce Vine,1ShZZUjkbXCjhwrb18BA8I,"['4oM9DGUTrRaXJDypxxHztZ', '0OgGn1ofaj55l2PcihQQGV']","['Drew Barrymore', 'La La Land (feat. YG)']",2,"['2019-06-15|14', '2018-08-25|0']"
Regard,4ofCBoyEiGSePFAG500xev,['2tnVG71enUj33Ic2nFN6kZ'],['Ride It'],1,['2020-04-25|0']
DJ Snake,540vIaP2JwjQb9dm3aArA4,"['0g5EKLgdKvNlln7TNqBByK', '67awxiNHNyjMXhVgsHuIrs', '6osaMSJh9NguagEDQcZaKx', '57kR5SniQIbsbVoIjjOUDa', '0lYBSQXN6rCTvUZvg9S0lU', '4w8niZpiMy6qz1mntFA5uM']","['Taki Taki (with Selena Gomez, Ozuna & Cardi B)', 'You Know You Like It', 'Turn Down for What', 'Loco Contigo (feat. J. Balvin & Tyga)', 'Let Me Love You', 'Middle']",6,"['2016-02-06|58', '2019-10-05|138', '2014-01-11|0', '2016-08-27|79', '2015-04-11|37', '2018-10-13|112']"
Yella Beezy,7kwCkEJ384PWm0UQW3hxjS,"['4nrg60oftaZJqgKvGd9eaB', '4m8J8neN8ol8iiqi5m1LA3']","[""That's On Me"", 'Bacc At It Again']",2,"['2018-08-11|0', '2019-06-08|20']"
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,"['3oiMJQAWVaxSubJ7b2VUtX', '7MQREx2p9bXdqm8WTGVkGI', '7pNC5ZIKtwUK0ReSpM3P9f', '3MPZOtMvBoxAIRUkgux87d', '1bPoQ1zaUWZmiYrckwfulU', '2bocAPQcUTLUXx8lAOTiK3', '3yx6eryOZgO54bt3B671cn']","['Trouble', 'Work', 'Beg For It', 'Team', 'Fancy', 'Black Widow', 'Sally Walker']",7,"['2014-05-17|8', '2014-07-19|26', '2014-11-08|69', '2019-03-30|118', '2016-04-09|110', '2015-04-11|105', '2014-03-22|0']"
Baby Keem,5SXuuuRpukkTvsLuUknva1,['5FkoSXiJPKTNyYgALRJFhD'],['ORANGE SODA'],1,['2020-01-18|0']
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['0tgVpDi06FyKpA1z0VMD4v', '2pJZ1v8HezrAoZ0Fhzby92', '6K8qKeWo5MsFED7wCR6Kop', '1VdZ0vKfR5jneCmWIUAMxK', '2dfHh7ECGxfNqZTQno09Vk', '5ug4vqGZ3eisGhY1IsziNX', '2RttW7RAu5nOAfq6YFvApB', '6PJ8FF6UR8FZXfEvpHkIVN', '6PCUP3dWmTjcTtXY02oFdT', '543bCW2ruMPmxUBWirQ3MR', '1DhRbox3xkceP64k3JeYfW', '0afhq8XCExXpqazXczTSve', '0AtP8EkGPn6SwxKDaUuXec', '4evmHXcjt3bTUHD1cvny97', '4VuS959DSpr82t3qBqCrWG', '12B0Twa9kRz45Xw2PgXHJm', '3HVWdVOQ0ZA45FuZGSfvns', '5HDPtsnyb3maFmPL8LLUTG', '1HNkqx9Ahdgi1Ixy2xkKkL', '34gCuhDGsG4bRPIf9bb02f', '5ubHAQtKuFfiG4FXfLP804', '3Lfiu5sZ4M4B6JaKMBc0FU', '7oolFzHipTMg2nL7shhdz2', '6EbduYTr62sSzvl36wWiFM', '5puU24G3lHVsUXPAWW2ZpV', '51ChrwmUPDJvedPQnIU8Ls', '4vUmTMuQqjdnvlZmAH61Qk', '7qiZfU4dY1lWllzX7mPBI3']","['Eraser', 'BLOW (with Chris Stapleton & Bruno Mars)', 'Antisocial (with Travis Scott)', 'Photograph', 'Sing', 'What Do I Know?', ""Hearts Don't Break Around Here"", 'Dive', 'The A Team', 'Afire Love', 'Best Part of Me (feat. YEBBA)', 'How Would You Feel (Paean)', ""I Don't Care (with Justin Bieber)"", 'Thinking out Loud', 'Barcelona', 'Remember The Name (feat. Eminem & 50 Cent)', 'Galway Girl', 'Make It Rain', 'Happier', 'Cross Me (feat. Chance the Rapper & PnB Rock)', 'Shape of You', 'New Man', 'Lego House', 'Beautiful People (feat. Khalid)', 'Supermarket Flowers', 'South of the Border (feat. Camila Cabello & Cardi B)', 'Castle on the Hill', 'Perfect']",28,"['2015-05-30|104', '2017-01-28|161', '2017-03-25|176', '2017-03-11|172', '2014-04-26|49', '2012-07-28|0', '2014-10-25|71', '2019-05-25|314', '2014-12-20|79', '2013-04-13|33', '2019-07-20|328', '2014-07-05|60', '2019-07-13|326', '2019-07-27|332', '2019-06-08|316']"
Dreamville,1iNqsUDUraNWrj00bqssQG,"['5WnfnSpuNEGXyEt78PBA6d', '36J0iaPDGbYGsHvYpaYs3k', '6MF4tRr5lU8qok8IKaFOBE']","['Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)', 'Under The Sun (with J. Cole & Lute feat. DaBaby)', 'Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)']",3,"['2019-07-20|1', '2019-06-29|0']"
Y2K,6USMTwO0MNDnKte5a5h0xx,['51Fjme0JiitpyXKuyQiCDo'],['Lalala'],1,['2019-07-13|0']
Chris Lane,68abRTdO4meYReMWHvBYb0,"['6gXuwld0PRtinePSXV2Vn1', '19yTqpHTUrw7mOcRDvXYzn', '0N9uZRrJQ3lO5TmInEjLxc', '3yOs8FffuG6hPbzQG9lIqV', '7yNJCsUH3tXlpQiHSsAc5l']","[""I Don't Know About You"", 'For Her', 'Take Back Home Girl (feat. Tori Kelly)', 'Big, Big Plans', 'Fix']",5,"['2016-06-18|1', '2017-08-19|13', '2020-10-10|49', '2019-07-20|29', '2018-04-14|17']"
Mustard,0YinUQ50QDB7ZxSCLyQ40k,"['3QzAOrNlsabgbMwlZt7TAY', '3j84U36KvLeXNDPv4t5pI8']","[""Ballin' (with Roddy Ricch)"", 'Pure Water (with Migos)']",2,"['2019-02-02|0', '2019-08-03|25']"
Runaway June,7yPbJOX7olhT3ynAyuj3Zl,['3WBY2lhKzkxaG5bNscQrOG'],['Buy My Own Drinks'],1,['2019-08-24|0']
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,"['0xMd5bcWTbyXS7wPrBtZA6', '6Wytqpe4mfmyeT8s1xbczG', '5a7NdkF09AfD0H607eiOkX', '6kls8cSlUyHW2BUOkDJIZE', '74ShSWUO9MyQ12K5b9ToCf', '3zHq9ouUJQFQRf3cm1rRLu', '1a0BdV0rApAOX1nGOCxeSa', '7C7yqFTM0ncyJ04GIKrxdV', '7gUpO6td4OOnu0Lf9vhcIV']","['Explosions', 'Beating Heart', 'Anything Could Happen', 'On My Mind', 'Something In The Way You Move', 'Lights - Single Version', 'Hate Me (with Juice WRLD)', 'Love Me Like You Do - From ""Fifty Shades Of Grey""', 'Burn']",9,"['2015-10-10|151', '2019-08-03|183', '2012-10-27|42', '2011-08-20|0', '2016-02-13|169', '2014-04-05|106', '2013-08-10|77', '2015-01-24|117', '2014-03-01|100']"
Ant Saunders,4jpsw9CQS439N0B7SecMgf,['2W4yABdLc4Jnds67Poi5Nl'],['Yellow Hearts'],1,['2019-11-23|0']
Avicii,1vCWHaC5f2uS3yhpwWbIA6,"['5UqCQaDshqbIk3pkhy4Pjg', '2x0RZdkZcD8QRI53XT4GI5', '0ct6r3EGTcMLPtrXHDvVjc', '0nrRP2bk19rLc0orkWPQk2', '0vrmHPfoBadXVr2n0m1aqZ', '52RK8UVEDgUAgpecOpTQM3', '4lhqb6JvbHId48OUJGwymk']","['Heaven', 'You Make Me', 'Levels - Radio Edit', 'The Nights', 'SOS (feat. Aloe Blacc)', 'Wake Me Up', 'Hey Brother']",7,"['2019-06-22|103', '2019-04-27|99', '2013-07-13|20', '2013-10-05|32', '2011-12-03|0', '2014-10-25|97', '2013-12-21|44']"
DaniLeigh,0XIKGBo9PnK1ApI5tZA60d,['4CMrdHWqic0usIZfTrKoI3'],['Easy - Remix'],1,['2019-11-16|0']
YG,0A0FS04o6zMoto8OKPsDwY,"['1uDjaezEbalGyGnuH80zDK', '39hnH8WdPmNT3Q3yzwC9Rg', '3AqcBOSlJF7xMgvLpQoa3c', '50wkDxcIfamIajKwmgp0iB', '4WlJWg84XpItmf5Jov9BEj', '1kK6DwzyXJSp58u5HYWwuD', '5G47DlluL671zo0k3OhoSm', '0ZNrc4kNeQYD9koZ3KvCsy']","['Toot It And Boot It', 'BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)', 'Why You Always Hatin?', ""Snitches Ain't..."", 'Go Loko (feat. Tyga, Jon Z)', 'Who Do You Love?', 'HANDGUN (feat. A$AP Rocky)', 'My Hitta']",8,"['2018-06-09|78', '2014-03-29|35', '2013-10-19|12', '2012-02-25|11', '2019-05-18|104', '2010-09-11|0', '2016-07-09|60', '2018-08-11|86']"
Jhay Cortez,0EFisYRi20PTADoJrifHrz,['4R8BJggjosTswLxtkw8V7P'],['No Me Conoce - Remix'],1,['2019-07-20|0']
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,"['1nXZnTALNXiPlvXotqHm66', '5hVghJ4KaYES3BFUATCYn0', '0wEC0GNF74lAqrEFZJMl1m', '4f8Mh5wuWHOsfXtzjrJB3t', '6bOkaEXc5CopinGazSLokx', '51RN0kzWd7xeR4th5HsEtW', '74ZovzRxHBvCq5yIwe8boh', '0fv2KH6hac06J86hBUTcSf', '21yRtB6B8EMounImAfHRCP', '5QvBXUm5MglLJ3iBfTX2Wo']","[""WHAT'S GOOD"", 'I THINK', 'Who Dat Boy (feat. A$AP Rocky)', 'NEW MAGIC WAND', 'EARFQUAKE', 'PUPPET', 'RUNNING OUT OF TIME', ""IGOR'S THEME"", 'OKRA', 'A BOY IS A GUN*']",10,"['2018-04-14|0', '2017-07-22|0', '2019-06-01|0']"
John Rich,51THHWH97iA2ISvNxUn6Gs,"['2E2KWu51sMGFJRA2iGL7OF', '6nEcGnpDVVkUlCSeVSAUry']","['Shut up About Politics', ""Shuttin' Detroit Down""]",2,"['2019-06-15|8', '2009-03-14|0']"
Lunay,47MpMsUfWtgyIIBEFOr4FE,['1c0hsvHLELX6y8qymnpLKL'],['Soltera - Remix'],1,['2019-05-25|0']
Ambjaay,3BbPRvYQ0M9SFmhkHXozLm,['3AEgic4yp82NxMWUjHtxnO'],['Uno'],1,['2019-08-17|0']
PnB Rock,21WS9wngs9AqFckK7yYJPM,['4AEzAEnbm9uRgbmTdeI63K'],['MIDDLE CHILD'],1,['2019-05-18|19']
ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,"['2yJ9GVCLMmzBBfQAnfzlwr', '5SsR3wtCOafDmZgvIdRhSm', '29gsi1zZrZxdStACmTQB0Z', '4NN6N5TxBO5k9uqu0W4gfQ', '6tByydPskASjm9jTPkNQq0']","['Floating (feat. 21 Savage)', 'Numb Numb Juice', 'THat Part', 'Studio', 'Man Of The Year']",5,"['2014-02-08|6', '2014-06-21|20', '2019-03-30|65', '2019-05-11|66', '2016-06-04|40']"
P!nk,1KCSPY1glIKqW2TotWuXOR,"['0Qh38w01QRXK6KHIv0e3hb', '6VD5vEK2wVfTG7q84pJ6EO', '0oagwWkGlBoACUuKvTmqZV', '2DlIwu1iDTILEMXA7MUotn', '2oBays3WwAHXspT84n5Lhg', '2gnZad0pb6QtUqMLTj2AjI', '02jcEwywffn3Tsb48fXmlW', '635PqgECfFbL0MNLogX7Yv', '2hns6Dv29Yrg68AVTJiAyA', '1M6dQ8MZQnYxjH8yZzswQt', '0qrGSKtrEj7PJAGVBFE9vG', '1BpV8IGf4XsRRJf4Xuui9q', '1uexV2mYuZmLhVz4G5LUZv', '1gv4xPanImH17bKZ9rOveR', '0JiY190vktuhSGN6aqJdrt', '0pwdJLLVxlJa1lnR9UeMZY', '7K5dzhGda2vRTaAWYI3hrb', '7DHApOHsIFo7EyfieArYGE', '4k80K0b6KZ2QjAYkXON7q6', '1QNqrsNQ1JVLEwncov3lEY', '1jF7IL57ayN4Ity3jQqGu0', '3MGJF1CDFGfjXESL2Heva0', '1mKXFLRA179hdOWQBwUk9e', '733ncRLzZQT5UtSPg1QmPc', '1iOJQhxKSJ7dg3Dk03yPnl', '6dJ2mSRaKE9ctYw9qWNGWQ', '1Ab6RxeKl3e07zP7Get7CX', '1icygp76kVbs429RikF0jJ']","[""F**kin' Perfect"", 'Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")', 'Funhouse', 'Blow Me (One Last Kiss)', 'Feel Good Time (feat. William Orbit)', ""Please Don't Leave Me"", 'Just Like a Pill', 'Walk Me Home', 'Just Give Me a Reason (feat. Nate Ruess)', 'Stupid Girls', 'U + Ur Hand', 'A Million Dreams', 'Trouble', 'Most Girls', 'Love Me Anyway (feat. Chris Stapleton)', 'Get the Party Started', 'True Love (feat. Lily Allen)', 'There You Go', 'So What', 'You Make Me Sick - Radio Mix', 'Who Knew', 'What About Us', 'Beautiful Trauma', 'Family Portrait', 'Glitter In the Air', 'Try', 'Raise Your Glass', 'Sober']",28,"['2007-01-13|168', '2012-07-21|410', '2010-10-23|350', '2018-11-10|574', '2019-05-11|583', '2010-02-20|332', '2000-08-12|23', '2017-12-09|552', '2013-08-17|485', '2017-08-26|537', '2007-04-07|180', '2009-10-10|316', '2003-06-28|143', '2016-05-07|511', '2009-05-02|288', '2002-07-06|103', '2008-09-06|237', '2001-01-06|53', '2011-01-01|360', '2013-03-02|453', '2008-12-13|251', '2006-02-25|152', '2003-10-18|148', '2012-10-06|421', '2001-10-27|78', '2019-03-09|575', '2000-03-04|0', '2002-11-16|122']"
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,"['3nc420PXjTdBV5TN0gCFkS', '23L5CiUhw2jV1OIMwthR3S', '3ebXMykcMXOcLeJ9xZ17XH', '7Feaw9WAEREY0DUOSXJLOM', '6jA8HL9i4QGzsj6fjoxp8Y', '1TWfkGrhF7ob0nwB2M6knb']","['Ocean (feat. Khalid)', 'Scared to Be Lonely', 'Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)', 'Animals', 'In the Name of Love', 'There for You']",6,"['2013-10-05|0', '2017-02-18|57', '2018-06-30|72', '2019-07-06|77', '2016-09-03|34', '2017-06-17|69']"
Lizzo,56oDRnqbIiwx4mymNEv7dS,"['3HWzoMvoF3TQfYg4UPszDq', '6KgBpzTuTRPebChN0VTyzV', '0k664IuFwVP557Gnx7RhIl']","['Good as Hell', 'Juice', 'Truth Hurts']",3,"['2019-05-25|1', '2019-09-07|18', '2019-05-18|0']"
Lil Dicky,1tqhsYv8yBBdwANFNzHtcr,"['2S1LebN6AXXQqJolBxlWgO', '10Igtw8bSDyyFs7KIsKngZ', '1TkWsnheqK0gBtvh07BtNX']","['Freaky Friday (feat. Chris Brown)', '$ave Dat Money (feat. Fetty Wap & Rich Homie Quan)', 'Earth']",3,"['2018-03-31|19', '2015-10-10|0', '2019-05-04|39']"
Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,"['0JHREzo9WzIP4vyybhSKPa', '7DyCmfT0WNViykLTHGT3yO']","['Under and Over It', 'Blue on Black']",2,"['2019-04-27|1', '2011-08-20|0']"
Romeo Santos,1qto4hHid1P71emI6Fd8xi,"['2swZ0X1njeU32SNJeBKIfW', '6r46lnXFbE9fr2d3KNaGbe', '0ERbK7qVqveCaBWIiYCrl3', '6BdAwMv1YorLfkBWlE493X', '1iLv1ieT9BZ3qsti9yTCnG']","['Imitadora', 'Inmortal', 'Bella y Sensual', 'Héroe Favorito', 'Odio (feat. Drake)']",5,"['2014-02-15|17', '2017-12-23|30', '2017-03-04|28', '2017-08-12|29', '2019-04-20|31']"
Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,"['3obQ7Qx6YZt8r1KvTv7uk3', '7oizkVPKiJYU5CyTjrcVp0', '31JID2STTlLuFqXFWHyM8e', '3ts6xK5GzfMAAriT9AIBmP', '2Xdatbm43IXEVi0wmKeJve', '5bQ8psGbXl0heZAiwG9jW6', '5NUvj4WX2tAQGxOF4CWJ7I', '0XjXQDJpajDzCdpazp1562', '5g0XcG0apQTlO3X8r38vGf', '32C5of1pAeU7IeEbGiLWAo', '5dNGORzxFb5z3v7vSAFkTU', '5ETe7SElBIgm2NAZY3SpX4', '0O1x2tRm8ZpfDbcpOWZp7z', '2yWtLaPCOUDyi7f1lOXCn5']","[""What We Ain't Got"", 'The One That Got Away', 'American Country Love Song', 'Barefoot Blue Jean Night', 'Yee Haw', ""Startin' With Me"", 'Anywhere With You', 'Real Life', 'Days of Gold', ""Beachin'"", 'Down To The Honkytonk', 'Alone With You', 'Eight Second Ride', 'Homemade']",14,"['2015-07-11|153', '2014-04-12|122', '2009-11-21|16', '2013-10-26|113', '2011-12-24|53', '2007-06-16|7', '2016-03-26|166', '2013-04-06|93', '2019-01-12|194', '2020-02-08|207', '2015-01-17|142', '2011-04-30|29', '2006-07-15|0', '2012-08-25|73']"
LOCASH,5IcGbIAgdns0R5EJKHMjCQ,"['28uL97M3whSL1UWqr7hsNh', '6pyshZbArprWRBXLbYVPO9']","['I Know Somebody', 'One Big Country Song']",2,"['2020-06-13|29', '2016-09-17|18']"
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,"['2EgB4n6XyBsuNUbuarr4eG', '1ZAyjvIk9YiD76yYy0TEG6', '3KLo7ByvjCNyBrfz5DZ2mO']","['Splashin', 'Plug Walk', 'New Freezer (feat. Kendrick Lamar)']",3,"['2018-02-10|0', '2018-02-24|2', '2019-01-26|39']"
Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,['2vXKRlJBXyOcvZYTdNeckS'],['Lost in the Fire (feat. The Weeknd)'],1,['2019-01-26|0']
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,"['7zOoHxDt1duHL8czY7o7ab', '4H0vNUFcHPz5lytcLjwqkr', '09iyGiljLWRYXdRazFkdtJ', '7yFhA2fUsL2oIMWlw5DaHQ', '0pGXe7umwkcCm01Ipoxp0U']","['GIRL', 'Dear Hate (feat. Vince Gill)', 'The Bones', 'Rich', 'I Could Use a Love Song']",5,"['2018-10-06|55', '2017-10-28|40', '2019-02-02|63', '2019-09-14|84', '2017-09-02|33']"
2 Chainz,17lzZA2AlOHwCwFALHttmp,"['07RXBKfyCYIYRMLCvlGWXU', '5qkWTBmDmZjogwIvbKtJQv', '1R6VwZ8TuHRzxZUxe88n4I', '22DKsoYFV5npPXmnPpXL7i', '365wwIjijQdlRJEjUWTidq', '6Z4rmc0uujCpl8yXe3yjgI', '39pS70eeDvyCAF3t8NAlVV', '1gpSrGUfU3F9TOzPlEyLxH', '7jKUnzzOGhAlPjr7LkIUlE', '6j9iyrrmqWlQZ5SD1hSTaq', '1nX9KhK3Fff27SnrIor2Yb', '6H0AwSQ20mo62jGlPGB8S6', '0332p5aiaQ6vyomilcGSy4']","['Yuck!', ""It's A Vibe"", 'Rule The World (feat. Ariana Grande)', 'Momma I Hit A Lick (feat. Kendrick Lamar)', 'Good Drank', 'Gotta Lotta', 'Watch Out', 'PROUD', 'Birthday Song', 'Feds Watching', 'Whip (feat. Travis Scott)', '4 AM', 'No Lie']",13,"['2012-08-11|11', '2012-09-01|15', '2017-07-01|91', '2012-05-26|0', '2016-03-26|76', '2017-02-11|78', '2013-07-20|52', '2016-01-16|66', '2017-06-24|90', '2019-03-16|127', '2018-04-14|125']"
Lil Skies,7d3WFRME3vBY2cgoP38RDo,"['7oJrVhiTPZGBXWPwhxjy9S', '2u7mxWSeoqTXndK5e08jMp', '5Cg98kiDYtCEHmjcKD0CJD', '3ZhTT6yjZwpPph5MIJ53XY', '4ZT9FnbFu1PaBfV3itxiqT']","['Red Roses (feat. Landon Cube)', 'I', 'Nowadays (feat. Landon Cube)', 'I Know You (feat. Yung Pinch)', 'Lust']",5,"['2018-05-26|30', '2018-06-23|36', '2018-01-20|0', '2019-03-16|39']"
benny blanco,5CiGnKThu5ctn9pBxv7DGa,"['1WSGTYKLEpKfNQYYW5Oymt', '0d2iYfpKoM0QCKvcLCkBao', '1KVczjazCcCCgM3gXXUl47']","['I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)', 'Roses (with Juice WRLD feat. Brendon Urie)', 'Eastside (with Halsey & Khalid)']",3,"['2018-07-28|0', '2019-01-12|24', '2019-03-16|39']"
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['32iPykTXUNZ9oGyACGUybq', '59ywHNwwchG4nZJMLyxSzd', '4TWflhgevIGo448fWc6mQq', '7pMRoGLEJuFM2wl5pt0R99', '4W9XGjEUVG9junR70FOLii']","['How Did I Get Here (feat. J. Cole)', 'Lick', 'Clout (feat. Cardi B)', 'Red Room', 'Legacy (feat. Travis Scott & 21 Savage)']",5,"['2019-03-02|32', '2019-03-09|33']"
John Mayer,0hEurMDQu99nJRq8pTxO14,"['5FPnjikbwlDMULCCCa6ZCJ', '5FDh0G5oQ2UD9JxWiDCT1x', '0QTCTu0CXv4X1JEE4gNpGv', '6Vecwo7AHst9V2CE3kmwr0', '1HNywa8Bk0TmzRwQrzhtPo', '7hR5toSPEgwFZ78jfHdANM', '7cpCU3Denug5NGZsSpQl8v', '4gs07VlJST4bdxGbBsXVue', '7keXdrB4mz57u4b8YkCwag', '4LloVtxNZpeh7q7xdi1DQc', '5imShWWzwqfAJ9gXFpGAQh', '3SktMqZmo3M9zbB7oKMIF7', '0HLWvLKQWpFdPhgk6ym58n', '3RgR3cFZ6xh7MlB9DURK6e', '0Jh9EBGN205Yc7JN2zZ2f1', '7IByJvSqRFltGyiiIiL4wn', '7vFv0yFGMJW3qVXbAd9BK9']","['Wildfire', 'Who Says', 'Your Body Is a Wonderland', 'XO', 'Heartbreak Warfare', 'Dreaming with a Broken Heart', 'Bigger Than My Body', 'No Such Thing', 'Waiting On the World to Change', 'Gravity', 'Shadow Days', 'Paper Doll', 'I Guess I Just Feel Like', 'Who You Love (feat. Katy Perry)', 'Daughters', 'Half of My Heart', ""Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007""]",17,"['2004-11-06|74', '2013-08-03|231', '2007-03-03|128', '2002-11-02|23', '2006-07-29|97', '2008-07-19|168', '2013-07-06|230', '2019-03-09|239', '2009-12-05|186', '2002-06-01|0', '2007-11-10|141', '2012-03-24|227', '2013-12-21|234', '2009-10-31|181', '2014-06-14|236', '2003-08-30|54']"
Lil Pump,3wyVrVrFCkukjdVIdirGVY,"['43ZyHQITOjhciSUUNPVRHc', '4NdXQlDTzxbOMkzJGWFtz3', '6flur5o18COKeafnjLHRiJ', '6tpHfEM8eaETzlPOARYWfZ', '44KKhCyI0BGS6LvVyDqJtH']","['Butterfly Doors', 'Esskeetit', 'Be Like Me (feat. Lil Wayne)', 'Gucci Gang', 'Drug Addicts']",5,"['2017-09-30|0', '2018-04-28|24', '2019-03-09|39', '2019-01-19|37', '2018-07-21|36']"
Nipsey Hussle,0EeQBlQJFiAfJeVN2vT9s0,"['4iVD0fTHGxV9JWloujsL3s', '6ya8ejoKgw906Y8LWclqrp', '39xWBHPM4E9MwzEy5gbM7p', '6hkQ6OQ6nhe7QCckH91aGa', '6fIjnWrv46njJHLDAY2JdC']","['Double Up (feat. Belly and Dom Kennedy)', 'Dedication (feat. Kendrick Lamar)', ""Last Time That I Checc'd (feat. YG)"", 'Racks in the Middle (feat. Roddy Ricch and Hit-Boy)', 'Victory Lap (feat. Stacy Barthe)']",5,"['2019-04-13|0', '2019-04-20|1']"
Ashe,6P5NO5hzJbuOqSdyPB7SJM,['2nC3QhMI9reBIOWutbU3Tj'],['Moral of the Story'],1,['2020-03-07|0']
Zedd,2qxJFvFYMEDqd7ui6kSAcq,"['2QtJA4gbwe1AcanB2p21aP', '60wwxj6Dd9NJlirf84wr2c', '09IStsImFySgyp0pIQdqAc', '71qR03VPn762lG8esdRmkR', '2syQ0f4SAQdzvlAewPl1DJ', '2XWjPtKdi5sucFYtVav07d', '4keoy2fqgwGnbWlm3ZVZFa', '1JDIArrcepzWDTAWXdGYmP', '6uBhi9gBXWjanegOb2Phh0', '2ISSQPb9LHHiV6ng2NXosL']","['Happy Now', 'I Want You To Know', 'Beautiful Now', 'Stay', 'True Colors', 'The Middle', 'Clarity', 'Stay The Night - Featuring Hayley Williams Of Paramore', '365', 'Get Low (with Liam Payne)']",10,"['2015-06-06|67', '2018-09-08|148', '2016-05-21|85', '2017-07-29|105', '2019-03-02|159', '2013-09-28|25', '2015-03-14|55', '2018-02-10|118', '2017-03-18|86', '2013-04-06|0']"
Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,"['6jDMlQsmDnKtusidx4P4p8', '3ndumr5hw721OmT5opZ5Zl', '6PRh0ilIMEP1xlUHqalnkD', '1psC5iHzQxaTMZ5dWGfM6I', '7mhk9WyqZZzvTTCQKfh2iV', '7yz6wjkAV0ZByLrlcrMkAx', '6N9wsG0HYEpGEr0Ihgbz5r', '4knL4iPxPOZjQzTUlELGSY']","['Act Right (feat. Jeezy & YG)', 'Women Lie, Men Lie', 'Rake It Up (feat. Nicki Minaj)', 'Errrbody', 'Juice', 'Law (feat. E-40)', '5 Star Remix', 'Put a Date On It (feat. Lil Baby)']",8,"['2014-10-25|10', '2017-07-22|41', '2009-11-28|0', '2019-02-09|69', '2016-04-30|30', '2013-09-21|9', '2017-12-23|63', '2010-03-13|2']"
Daddy Yankee,4VMYDCV2IEDYJArk749S6m,"['4jjPvqzUHNYuNEtSJnklwJ', '3S2wsVP6VihPaMdxrRELmA', '5w9c2J52mkdntKOmRLeM2m']","['Impacto', 'Like You', 'Con Calma']",3,"['2005-06-18|20', '2007-05-26|55', '2019-02-09|85']"
YNW Melly,1cNDP5yjU5vjeR8qMf4grg,"['6vWEAOUSxohKxhp0K1BsxL', '7eBqSVxrzQZtK2mmgRG6lC']","['Murder On My Mind', 'Mixed Personalities (feat. Kanye West)']",2,['2019-02-02|0']
Travis Denning,6CegFHnUqJcOBipgphZ2CJ,['1z6wl2rwKatfmza6usanWw'],['After A Few'],1,['2020-04-11|0']
Hikaru Utada,7lbSsjYACZHn1MSDXPxNF2,['0CALOqrkXAE7WB2nyIATLk'],['Face My Fears (English Version)'],1,['2019-02-02|0']
Cody Johnson,6zLBxLdl60ekBLpawtT63I,['3OjNkFFZavF89xvRqWCXmU'],['On My Way to You'],1,['2019-02-02|0']
Surfaces,4ETSs924pXMzjIeD6E9b4u,['1Cv1YLb4q0RzL6pybtaMLo'],['Sunday Best'],1,['2020-03-14|0']
Chris Young,4BYxqVkZyFjtik7crYLg5Q,"['6CyJlVAEFlNdpggOLanytL', '28Sc21lrWcZD9Ov4rRkPJq', '6waqLPcT6ruMhmd36OhmFO', '1qjl8UJtWTHrk4SFpwftSN', '5pemEFax3jfocz4FGHa3UC', '53Dj5PCDhb22qWqmre3YQs', '2j79NtwxoWDmkiH4MGwdLq', '1MwhjvmxOhPTgs4BuHFP8t', '5zMRkxgFscsPItPsMy4ItS', '4elsQHzndSMtjrsbcwnZgf', '575wNG8uXiF5jjaSdWqdxZ', '6voi5xnLs9JKmWG2oLmgDU', '4u7KjVIQPdzGCcAwg4W5Kl', '081t95JRuDUrQYSS3h8iKk']","[""Gettin' You Home"", 'Think of You (Duet with Cassadee Pope) - Story Behind the Song', ""Hangin' On"", 'Who I Am With You', 'Raised on Country', 'Losing Sleep', 'The Man I Want to Be', 'Tomorrow', 'I Can Take It From There', 'Neon', 'Sober Saturday Night (feat. Vince Gill)', 'Voices', 'Aw Naw', 'Lonely Eyes']",14,"['2013-08-03|117', '2016-03-05|174', '2011-03-05|55', '2012-08-11|101', '2018-09-15|205', '2017-01-21|174', '2014-05-10|137', '2019-06-15|218', '2011-11-05|81', '2017-10-14|185', '2010-03-20|20', '2013-02-23|105', '2010-11-20|40', '2015-01-03|156']"
