name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name
Santa Baby,Ariana Grande,6YJdPrH3i2POzu7hdHIRrb,0.748,0.778,-5.752,1,0.137,0.0501,0.0,0.284,0.777,95.989,170933,4,5,0,,73,2013-01-01,0,100,53074694,2,"['66CXWjxzNUsdJxJ2JdwvnR', '7pLntWGInZPQxc4kXxzzjB']",0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
successful,Ariana Grande,5YeHLHDdQ4nKHk81XFWhCU,0.847,0.603,-4.607,0,0.0397,0.107,7.4e-06,0.106,0.735,114.045,227386,4,13,0,,69,2018-08-17,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Greedy,Ariana Grande,2tpIAmAq9orm1Owh5pja1w,0.619,0.705,-5.335,1,0.099,0.0323,0.0,0.0919,0.844,109.975,214906,4,7,0,,69,2016-05-20,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
better off,Ariana Grande,3NbTQ8ZbHU6MSEVUFAVCJ9,0.597,0.524,-7.247,1,0.0537,0.216,0.0,0.112,0.0549,92.568,171333,4,7,0,,67,2018-08-17,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],11,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
raindrops (an angel cried),Ariana Grande,0v2LUO8oTHnkjQ8MmKuXyk,0.336,0.231,-6.217,1,0.0497,0.942,0.0,0.188,0.429,168.685,37640,5,2,0,,67,2018-08-17,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Moonlight,Ariana Grande,4TZdeM7zelZGz6JPrXSEZ1,0.633,0.412,-7.339,1,0.0284,0.42,3.57e-06,0.048,0.214,102.215,202360,3,12,0,,67,2016-05-20,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],9,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Winter Things,Ariana Grande,1jhljxXlHw8K9rezXKrnow,0.639,0.219,-10.204,1,0.0717,0.93,0.0,0.227,0.797,74.739,158720,4,6,0,,65,2015-12-18,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
get well soon,Ariana Grande,7u6DMPznGbpziuEgCE0JGQ,0.604,0.449,-6.564,0,0.0353,0.657,0.0,0.0932,0.528,100.355,322026,4,10,0,,66,2018-08-17,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],9,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Just A Little Bit Of Your Heart,Ariana Grande,5lvnGiTAH9BVlJLHc0DXZz,0.439,0.322,-5.959,1,0.028,0.692,0.0,0.103,0.16,77.963,232586,4,10,0,,68,2014-08-25,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],9,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
December,Ariana Grande,7zrhy9OhtcO7MdIvbbJiOa,0.71,0.396,-11.247,0,0.0843,0.492,0.0,0.221,0.63,89.941,116266,4,7,0,,64,2015-12-18,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],11,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Honeymoon Avenue,Ariana Grande,2ofOe2OaXFpZF5ETbsc7Qu,0.692,0.608,-5.233,0,0.041,0.218,0.0,0.348,0.449,125.012,339733,4,11,0,,60,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],8,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Tattooed Heart,Ariana Grande,5yxghrFKJbU7pcaUFEv1Sg,0.536,0.521,-4.128,1,0.0274,0.41,0.0,0.142,0.314,72.06,194706,4,7,0,,59,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Thinking Bout You,Ariana Grande,6iOhd5wNnvvwGDEuNILvM5,0.507,0.696,-6.027,1,0.0621,0.0152,0.000821,0.121,0.406,102.983,200400,4,10,0,,63,2016-05-20,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],11,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Knew Better / Forever Boy,Ariana Grande,2SUQGI9ztmp0PQd1J8SVHx,0.484,0.381,-6.705,1,0.0711,0.235,3.6e-06,0.0998,0.372,106.65,299213,4,13,0,,64,2016-05-20,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Snow In California,Ariana Grande,6Uc4EHr3ktYmLfLDY7LifJ,0.631,0.533,-5.965,1,0.0518,0.257,0.0,0.351,0.428,135.002,206373,4,12,0,,63,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Touch It,Ariana Grande,7MGRcJy1saXKiphwqJBnRb,0.536,0.694,-4.369,0,0.0332,0.0303,0.0,0.183,0.291,100.906,260000,4,17,0,,63,2016-05-20,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Bad To You (with Normani & Nicki Minaj),Various Artists,7vJS1DPc3FzBtqBs8n3mW5,0.727,0.583,-7.385,0,0.0718,0.065,0.0,0.106,0.629,147.983,171840,4,12,0,,65,2019-11-01,0,100,73344266,3,"['66CXWjxzNUsdJxJ2JdwvnR', '2cWZOOzeOm4WmBJRnD5R7I', '0hCNtLu0JehylgoiP8L4Gh']",7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Why Try,Ariana Grande,40fHWRL8bKcl5J4t4OKUiW,0.443,0.663,-5.946,0,0.0432,0.0494,0.0,0.153,0.331,159.856,211880,4,10,0,,64,2014-08-25,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],8,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Wit It This Christmas,Ariana Grande,2ZFX853E9oi99D6WaPYUg8,0.648,0.319,-8.314,1,0.0352,0.124,0.0,0.376,0.398,128.041,161280,4,9,0,,60,2015-12-18,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],5,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
True Love,Ariana Grande,4NRF1B6kriUmtXflcVmed7,0.561,0.368,-7.351,1,0.0338,0.0763,1.99e-06,0.1,0.237,101.978,166253,4,9,0,,60,2015-12-18,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],8,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
They Don't Know,Trolls,1w1kzejjmiMhdWAOecgo4l,0.671,0.71,-6.749,1,0.276,0.00388,1.58e-06,0.14,0.711,98.074,197253,4,9,0,,61,2016-09-23,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
borderline (feat. Missy Elliott),Ariana Grande,4b7mLZQWsy0rLnrMtPA9fQ,0.761,0.818,-5.238,0,0.0978,0.058,0.0,0.11,0.348,110.99,177533,4,9,0,,61,2018-08-17,0,100,54539805,2,"['66CXWjxzNUsdJxJ2JdwvnR', '2wIVse2owClT7go1WT98tk']",6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
My Everything,Ariana Grande,4eumFsTnduH3zRfaASoAPs,0.54,0.265,-5.307,1,0.0297,0.88,0.0,0.131,0.423,61.975,168520,4,5,0,,67,2014-08-25,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],11,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Leave Me Lonely,Ariana Grande,0zXXqCxifU2u8jfW2r4POb,0.445,0.446,-7.468,0,0.0312,0.599,2.21e-05,0.339,0.389,90.927,229680,3,8,0,,60,2016-05-20,0,100,53536747,2,"['66CXWjxzNUsdJxJ2JdwvnR', '4ylR3zwA0zaapAu94fktwa']",8,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Not Just On Christmas,Ariana Grande,6JJ4W13A4Q5yeK4g6OROmg,0.434,0.281,-7.828,1,0.0294,0.18,1.01e-05,0.142,0.318,128.973,122760,4,6,0,,58,2015-12-18,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],9,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Sometimes,Ariana Grande,1FlYPPzFJUNh3KRE36pYbe,0.397,0.666,-5.383,0,0.248,0.0907,0.0,0.344,0.568,77.915,226666,4,8,0,,59,2016-05-20,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Bad Decisions,Ariana Grande,1j0Rb762xxT0eccglHKsRv,0.698,0.645,-5.368,0,0.0416,0.0146,0.0,0.269,0.788,131.948,226426,4,8,0,,59,2016-05-20,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],4,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Piano,Ariana Grande,1FSfCzJd8aSQ0nqTSbN4PO,0.738,0.804,-4.286,0,0.0815,0.164,0.0,0.826,0.725,120.017,234426,4,8,0,,62,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Intro,Ariana Grande,6KfO5tEll4owFUX2vbFcVG,0.707,0.325,-11.774,0,0.0458,0.000462,0.0,0.119,0.313,118.975,65693,4,4,0,,58,2015-12-18,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],2,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
blazed (feat. Pharrell Williams),Ariana Grande,4mLkiFppf8Xvem6BSY34qw,0.795,0.759,-6.348,1,0.0528,0.0793,0.0,0.0805,0.855,110.021,196360,4,10,0,,59,2018-08-17,0,100,56394635,2,"['66CXWjxzNUsdJxJ2JdwvnR', '2RdwBSPQiwcmiDo9kixcl8']",6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Break Your Heart Right Back,Ariana Grande,0HGcQDbRen8luCnwH53sNl,0.726,0.605,-5.673,1,0.0628,0.0113,0.0,0.0639,0.588,93.93,253386,4,10,0,,59,2014-08-25,0,100,60181433,2,"['66CXWjxzNUsdJxJ2JdwvnR', '73sIBHcqh3Z3NyqHKZ7FOL']",6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Be My Baby,Ariana Grande,0fonaf88IEDQM309zmU80L,0.622,0.586,-6.241,0,0.0356,0.0735,7.41e-06,0.0803,0.434,145.08,217053,4,8,0,,59,2014-08-25,0,100,53367487,2,"['66CXWjxzNUsdJxJ2JdwvnR', '2LZDXcxJWgsJfKXZv9a5eG']",3,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
How I Look On You,Various Artists,4mDLApzbhjNSutiW2EOakg,0.407,0.52,-7.331,0,0.201,0.2,0.000199,0.0878,0.412,169.777,174426,4,9,0,,60,2019-11-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],4,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Only 1,Ariana Grande,6LQzYkmd8ADbKOOEVDnlG4,0.656,0.842,-5.714,1,0.24,0.5,0.0,0.0787,0.384,101.364,193986,4,9,0,,58,2014-08-25,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Love Is Everything,Ariana Grande,25tkPPlBrYCXkSIAASibtL,0.563,0.931,-3.468,1,0.0909,0.0904,0.0,0.258,0.81,180.035,212786,4,10,0,,56,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],11,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
I Don't Care,Ariana Grande,6j4w8O8gEseBUZTOo8vYMK,0.591,0.403,-8.284,1,0.0431,0.728,1.37e-06,0.153,0.288,111.934,178026,4,11,0,,55,2016-05-20,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Daydreamin',Ariana Grande,7c86ULTZD9eNdAbJDQLRaC,0.675,0.643,-6.004,1,0.0315,0.233,0.0,0.561,0.325,114.051,211293,3,9,0,,50,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
You Don't Know Me,Ariana Grande,3hgl7EQwTutSm6PESsB7gZ,0.381,0.631,-5.886,1,0.262,0.0453,0.0,0.129,0.37,170.187,233720,4,12,0,,55,2014-08-25,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
You’ll Never Know,Ariana Grande,4PqIj0WOfPAq4QAvisjgpd,0.764,0.842,-3.835,1,0.059,0.0546,0.0,0.0351,0.869,105.018,214280,4,10,0,,48,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Hands On Me,Ariana Grande,1rNop31kdDmSj3Ds6xhIeS,0.662,0.766,-5.694,1,0.0377,0.214,0.0,0.324,0.376,97.959,192226,4,12,0,,54,2014-08-25,0,100,55778664,2,"['66CXWjxzNUsdJxJ2JdwvnR', '5dHt1vcEm9qb8fCyLcB3HL']",7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Got Her Own (with Victoria Monét),Various Artists,3UBE9swDF71ARoV42g6Fcx,0.555,0.47,-8.496,1,0.18,0.0227,0.00842,0.107,0.241,115.011,161573,4,8,0,,54,2019-11-01,0,100,53314805,2,"['66CXWjxzNUsdJxJ2JdwvnR', '63XBtGSEZINSyXylZxEUbv']",5,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
"Zero To Hero - From ""Hercules""",Various Artists,685FssvXssY1hyIZWDb7WX,0.514,0.774,-5.569,1,0.279,0.343,0.0,0.28,0.604,116.037,159533,4,8,0,,50,2015-10-30,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Lovin' It,Ariana Grande,7EpKfPAURnG9OCVer0S30N,0.624,0.821,-3.844,0,0.0422,0.112,0.0,0.276,0.449,93.984,180693,4,7,0,,46,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Jason's Song (Gave It Away),Ariana Grande,3We8H9cfhS7x4hdwBn9vXW,0.655,0.662,-4.336,0,0.0554,0.451,2.72e-05,0.0773,0.581,106.0,264613,4,9,0,,51,2016-09-16,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Better Left Unsaid,Ariana Grande,5Pnny78GESkBSLnxFmhRYZ,0.585,0.831,-4.024,1,0.0334,0.0391,0.000144,0.104,0.28,130.059,211226,4,10,0,,44,2013-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],9,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Put Your Hearts Up,Ariana Grande,1Rp8zCRpkHyEDqaUczfMZA,0.597,0.815,-4.802,1,0.0457,0.1,0.0,0.112,0.581,162.039,210200,4,10,0,,51,2011-01-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],9,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Nobody (with Chaka Khan),Various Artists,3Z63jbwlq0u9IefkvpEj1T,0.331,0.772,-4.405,1,0.0907,0.0406,0.0,0.0847,0.738,207.75,180280,4,9,0,,51,2019-11-01,0,100,54085209,2,"['66CXWjxzNUsdJxJ2JdwvnR', '6mQfAAqZGBzIfrmlZCeaYT']",10,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Side to Side (feat. Nicki Minaj),Various Artists,7dgh0zpQhFVNTTmvtmTTWe,0.643,0.725,-5.822,0,0.184,0.0433,0.0,0.351,0.681,159.159,222320,4,15,0,,32,2017-01-27,0,100,72319920,2,"['66CXWjxzNUsdJxJ2JdwvnR', '0hCNtLu0JehylgoiP8L4Gh']",6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
raindrops (an angel cried),Ariana Grande,1rNNOKF4kiaNmdkpIKNsvd,0.336,0.231,-6.217,1,0.0493,0.943,0.0,0.183,0.431,168.724,37640,5,2,0,,33,2018-08-17,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
borderline (feat. Missy Elliott),Ariana Grande,3bcNXYA4kZYCNNNnLkAgKU,0.761,0.818,-5.24,0,0.106,0.0575,0.0,0.11,0.346,110.98,177533,4,8,0,,31,2018-08-17,0,100,54539805,2,"['66CXWjxzNUsdJxJ2JdwvnR', '2wIVse2owClT7go1WT98tk']",6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Almost Is Never Enough - Soundtrack Version,Various Artists,6YbDAwAzXrijLm3AQ9nBrv,0.414,0.285,-8.644,1,0.0372,0.835,0.0,0.0798,0.395,82.544,210200,4,8,0,,29,2013-01-01,0,100,53534897,2,"['66CXWjxzNUsdJxJ2JdwvnR', '2Rf4X6m0oayCJhaJ5K63GQ']",2,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
blazed (feat. Pharrell Williams),Ariana Grande,5xSDN95vD3KB25jBwuEZV3,0.794,0.759,-6.347,1,0.0534,0.0793,0.0,0.0804,0.854,110.024,196360,4,10,0,,30,2018-08-17,0,100,56394635,2,"['66CXWjxzNUsdJxJ2JdwvnR', '2RdwBSPQiwcmiDo9kixcl8']",6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Brand New You (feat. Brynn Williams & Caitlin Gann),Ariana Grande,1magKwGDsyU3RGjpo0BfPe,0.615,0.902,-3.394,1,0.184,0.499,0.00169,0.0396,0.594,131.057,188093,4,7,0,,33,2014-11-20,0,100,53062694,3,"['66CXWjxzNUsdJxJ2JdwvnR', '1hnnj2WandO6I4kQCqS3ct', '5Wy5gqWzDpWspwIYLokJY5']",10,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Breathin,Various Artists,49KJ1TX9Zbz0VeJShpAWY4,0.377,0.612,-6.239,1,0.067,0.0229,1.6e-05,0.13,0.445,100.042,193386,4,6,0,,23,2019-02-01,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],8,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
The Way - Spanglish Version,Various Artists,1jQi0IyQL0ZsUinjty43nk,0.712,0.889,-2.433,0,0.123,0.405,0.0,0.0864,0.857,82.51,226560,4,14,0,,28,2018-03-16,0,100,77066466,2,"['66CXWjxzNUsdJxJ2JdwvnR', '1vyhD5VmyZ7KMfW5gqLgo5']",5,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
A Little More Homework (feat. Graham Phillips) - Single Version,Ariana Grande,5RNKIGhRllNHGjroVDPXat,0.46,0.435,-6.0,1,0.0868,0.837,0.0,0.11,0.231,184.049,302733,4,14,0,,29,2014-11-20,0,100,53062873,2,"['66CXWjxzNUsdJxJ2JdwvnR', '7cx3SW07K49VaNuC71o4vj']",10,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Jason's Song (Gave It Away),Ariana Grande,6UuVgBFfHB6fFsJGfALzdU,0.661,0.672,-4.286,0,0.061,0.463,1.34e-05,0.0828,0.563,105.936,264613,4,9,0,,20,2016-09-16,0,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
Stuck With U,Various Artists,6mMcus2fJ5kuLpHMfIJoZ7,0.597,0.449,-6.625,1,0.0424,0.229,0.0,0.382,0.529,178.747,225413,3,11,0,,13,2020-08-07,0,100,92634006,2,"['66CXWjxzNUsdJxJ2JdwvnR', '1uNFoZAHBGtllmzznpCI3s']",8,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
La Santa,Bad Bunny,69vlMrzHwATKzupwNcUPyK,0.744,0.868,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4,8,0,,84,2020-02-28,0,99,47468083,2,"['4q3ewBCX7sLwd24euuV69X', '4VMYDCV2IEDYJArk749S6m']",1,4q3ewBCX7sLwd24euuV69X,Bad Bunny
Si Estuviésemos Juntos,Bad Bunny,35wvL50xvKpCHEJPxLOLPI,0.672,0.594,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169247,4,8,0,,83,2018-12-23,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],1,4q3ewBCX7sLwd24euuV69X,Bad Bunny
A Tu Merced,Bad Bunny,4r9jkMEnArtWGH2rL2FZl0,0.86,0.791,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4,10,0,,82,2020-02-28,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],0,4q3ewBCX7sLwd24euuV69X,Bad Bunny
Una Vez,Bad Bunny,5J7teKIJGtqVypgYI6sqXj,0.55,0.598,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496,4,9,0,,80,2020-02-28,0,99,26698147,2,"['4q3ewBCX7sLwd24euuV69X', '0Q8NcsJwoCbZOHHW63su5S']",11,4q3ewBCX7sLwd24euuV69X,Bad Bunny
BYE ME FUI,Bad Bunny,0FktnzDqjClqU6iqOZVEs2,0.712,0.599,-6.342,0,0.112,0.412,2.15e-05,0.103,0.588,179.788,178000,4,10,0,,79,2020-05-10,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],5,4q3ewBCX7sLwd24euuV69X,Bad Bunny
NI BIEN NI MAL,Bad Bunny,278kSqsZIiYp8p3QjYAqa8,0.826,0.449,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236215,4,12,0,,76,2018-12-23,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],5,4q3ewBCX7sLwd24euuV69X,Bad Bunny
Otra Noche en Miami,Bad Bunny,4vCAzANUWDE24URV6wQ4ra,0.514,0.646,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,9,0,,77,2018-12-23,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],1,4q3ewBCX7sLwd24euuV69X,Bad Bunny
La Romana,Bad Bunny,1khmgu0pveJbkbpbkyvcQv,0.655,0.725,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4,12,0,,74,2018-12-23,0,99,27944656,2,"['4q3ewBCX7sLwd24euuV69X', '2oQX8QiMXOyuqbcZEFsZfm']",0,4q3ewBCX7sLwd24euuV69X,Bad Bunny
PA' ROMPERLA,Bad Bunny,5XqCz18k96K8tx6DAYM97i,0.772,0.83,-5.019,1,0.0599,0.016,0.0,0.0843,0.697,94.011,194200,4,14,0,,78,2020-05-10,0,99,31298608,2,"['4q3ewBCX7sLwd24euuV69X', '33ScadVnbm2X8kkUqOkC6Z']",7,4q3ewBCX7sLwd24euuV69X,Bad Bunny
Amorfoda,Bad Bunny,68QcquxCS39cQGTsRrJWIR,0.749,0.418,-7.925,0,0.0587,0.985,0.000126,0.0832,0.307,147.887,153887,3,6,0,,76,2018-02-15,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],9,4q3ewBCX7sLwd24euuV69X,Bad Bunny
BAD CON NICKY,Bad Bunny,5bmSver2b3ZXyuyLKtgnFI,0.59,0.729,-4.95,0,0.0893,0.321,0.0,0.659,0.712,93.094,202240,4,10,0,,77,2020-05-10,0,99,39822672,2,"['4q3ewBCX7sLwd24euuV69X', '1SupJlEpv7RS2tPNRaHViT']",7,4q3ewBCX7sLwd24euuV69X,Bad Bunny
25/8,Bad Bunny,4NqQaovM14WR2hNPMFxgjb,0.761,0.732,-5.469,0,0.0549,0.092,0.0,0.0716,0.542,151.982,243275,4,11,0,,75,2020-02-28,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],4,4q3ewBCX7sLwd24euuV69X,Bad Bunny
Soy Peor,Bad Bunny,1JxhrUWZjuI8AOjDJ1JpMN,0.808,0.611,-3.221,0,0.0663,0.683,0.00638,0.114,0.172,116.011,257384,4,8,0,,74,2016-12-08,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],0,4q3ewBCX7sLwd24euuV69X,Bad Bunny
Estamos Bien,Bad Bunny,2OWVCFTolecLiGZPquvWvT,0.759,0.536,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208079,4,11,0,,74,2018-12-23,0,99,26638905,1,['4q3ewBCX7sLwd24euuV69X'],9,4q3ewBCX7sLwd24euuV69X,Bad Bunny
Excitement,Trippie Redd,3WnTQDd9A3bpBfzCziElU9,0.474,0.681,-3.473,0,0.038,0.0263,4.27e-05,0.0972,0.0384,121.96,283270,4,10,0,,79,2020-05-15,0,91,8181126,2,"['6Xgp2XMz1fhVYe7i6yNAax', '2HPaUgqeutzr3jx5a9WyDV']",4,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd
Sleepy Hollow,Trippie Redd,3v84EI4rMdsqJ95MxwIjQa,0.735,0.662,-7.862,1,0.05,0.0104,0.0,0.153,0.124,87.999,101353,4,5,0,,77,2020-10-07,0,91,5545490,1,['6Xgp2XMz1fhVYe7i6yNAax'],1,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd
It Takes Time,Trippie Redd,7022xokeCJFSeZxw2npVkn,0.845,0.304,-16.441,1,0.195,0.371,0.0,0.112,0.413,90.01,282666,4,11,0,,70,2017-05-14,0,91,5545490,1,['6Xgp2XMz1fhVYe7i6yNAax'],10,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd
Never Change (feat. Future),Trippie Redd,6BfdcIPOdGPMxlLKhgDW4f,0.345,0.749,-6.065,0,0.163,0.121,0.0,0.187,0.613,154.984,173846,4,7,0,,72,2020-10-30,0,93,15056299,2,"['6Xgp2XMz1fhVYe7i6yNAax', '1RyvyyTE3xzB2ZywiAwp0i']",5,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd
Kid That Kidd (feat. Future and Doe Boy),Trippie Redd,6EudabsFkMkxL9ZDVDqn0W,0.618,0.4,-9.776,1,0.0734,0.000235,0.0,0.738,0.133,75.047,217586,4,7,0,,69,2020-10-30,0,93,15138166,3,"['6Xgp2XMz1fhVYe7i6yNAax', '1RyvyyTE3xzB2ZywiAwp0i', '6aLoJJxz7MV2iZ423S8tJC']",1,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd
Leray,Trippie Redd,6GivWRmlYtefJr28jev6e0,0.774,0.195,-12.233,1,0.087,0.789,0.00103,0.109,0.369,132.847,122706,4,8,0,,68,2019-11-22,0,91,5545490,1,['6Xgp2XMz1fhVYe7i6yNAax'],4,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd
Personal Favorite (feat. Rich The Kid),Trippie Redd,5WqQhk76AHhb1u0Q6xg3li,0.679,0.57,-6.079,1,0.0949,0.08,0.0,0.578,0.369,150.112,155154,4,8,0,,68,2020-10-30,0,91,7927426,2,"['6Xgp2XMz1fhVYe7i6yNAax', '1pPmIToKXyGdsCF6LmqLmI']",2,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd
