name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year
Dior - Bonus,Pop Smoke,6PnTgx9lyvLGIcPnroCvc2,0.6759999999999999,0.746,-7.837000000000001,1,0.344,0.0893,0.00157,0.41200000000000003,0.675,142.035,216243,4,8,0,,69,2020-07-03,26,96,2602526,1,['0eDvMgVFoNV3TpwtrVCoTj'],7,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,2020
Broken Up,Mitchell Tenpenny,1Jn0osXy1WcDyniHgs67jT,0.578,0.8690000000000001,-4.4830000000000005,1,0.0355,0.0149,0.0,0.34600000000000003,0.6990000000000001,160.072,185023,4,11,0,,73,2020-07-03,0,70,181295,1,['1p6CdzJRoicjRcSdWoB9Qc'],2,1p6CdzJRoicjRcSdWoB9Qc,Mitchell Tenpenny,2020
Whoppa (feat. Sofia Reyes and Farina),Tinie Tempah,55BKv7jjl2JKL85vbBRnIS,0.7659999999999999,0.899,-4.548,1,0.125,0.0203,0.0,0.0783,0.7440000000000001,129.989,217315,4,13,0,,68,2020-07-03,0,74,2591302,3,"['0Tob4H0FLtEONHU1MjpUEp', '0haZhu4fFKt0Ag94kZDiz2', '7cYik4OyfBXYV5Z2TI7p90']",2,0Tob4H0FLtEONHU1MjpUEp,Tinie Tempah,2020
Seaside,Billy Currington,6uLhIbdIXQ4DGeOA8qFesw,0.599,0.8320000000000001,-5.631,0,0.0348,0.00698,0.0,0.0514,0.509,99.98100000000001,180598,4,8,0,,71,2020-07-03,209,71,1887229,1,['1By9QBFnjZAoI83BZppHlt'],6,1By9QBFnjZAoI83BZppHlt,Billy Currington,2020
Coño,Jason Derulo,5DV4ZSCqbFv74ui3ZhimXo,0.899,0.528,-5.442,1,0.18100000000000002,0.000554,0.0101,0.105,0.456,100.037,111852,4,7,0,,79,2020-07-03,306,90,8473967,3,"['07YZf4WDAMNwqr4jfgOZ8y', '3ADyFy1orEwODaiHmRRMQp', '3aAX2y0amckZ7WcWoz2f2o']",9,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,2020
Pretty Bitch Freestyle,Saweetie,7Hhtz9zeiTz03DSIcXjV4V,0.7170000000000001,0.66,-5.8870000000000005,0,0.467,0.0259,0.0,0.38799999999999996,0.596,200.011,129379,4,7,0,,62,2020-07-02,21,80,808147,1,['6cK3NBO6uP7hh0oyuVELFl'],6,6cK3NBO6uP7hh0oyuVELFl,Saweetie,2020
Recession Proof,Yo Gotti,3ddAAWOPybU28SZW8Vzd3V,0.727,0.7709999999999999,-7.292999999999999,0,0.142,0.00206,0.0,0.354,0.33299999999999996,131.917,211882,4,10,0,,58,2020-07-02,69,77,3081235,1,['6Ha4aES39QiVjR0L2lwuwq'],10,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,2020
Flood My Wrist (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,5Tj4faD9lGyMw8ZatUYR6G,0.904,0.672,-6.544,1,0.19699999999999998,0.0038200000000000005,3e-06,0.138,0.39799999999999996,139.984,180935,4,9,0,,71,2020-07-01,97,93,15473282,3,"['31W5EY0aAly4Qieq6OFu6I', '5TM9R6dNoJSMq23yZQD6Ee', '4O15NlyKLIASxsJ0PrXPfz']",1,31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,2020
Slow Grenade,Ellie Goulding,5z8uLrYMcUVvzTV28twt44,0.758,0.562,-6.3020000000000005,1,0.0771,0.0996,0.0,0.0996,0.581,142.035,217493,4,11,0,,72,2020-06-30,183,88,12279235,2,"['0X2BH1fck6amBIoJhDVmmJ', '5JZ7CnR6gTvEMKX4g70Amv']",9,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,2020
When We Shoot,Lil Durk,3ELLCuwPrhznALIu2UAwVB,0.9079999999999999,0.331,-12.706,1,0.722,0.0259,0.0,0.0718,0.429,139.995,178285,4,9,0,,64,2020-06-26,1,88,1930318,1,['3hcs9uc56yIGFCSy9leWe7'],10,3hcs9uc56yIGFCSy9leWe7,Lil Durk,2020
Back At It (feat. Lil Baby),Lil Mosey,07twUUK8jWUCVsrSoEgbLW,0.741,0.6779999999999999,-5.835,1,0.355,0.0204,0.0,0.0782,0.718,165.106,156532,4,9,0,,68,2020-06-26,15,94,8444672,2,"['5zctI4wO9XSKS8XwcnqEHk', '5f7VJjfbwm532GiveGC0ZK']",1,5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,2020
In The Mirror,Various Artists,3xSZvJ43lKSrQIp2FaGfQp,0.5720000000000001,0.616,-4.377,0,0.0262,0.0446,0.0,0.11,0.171,106.03299999999999,168679,4,6,0,,55,2020-06-26,262,87,18412343,1,['6S2OmqARrzebs0tKUEyXyp'],0,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,2020
I Cry,Usher,3rDZ6pStaJhzk1mXjDyOfR,0.46399999999999997,0.703,-5.263999999999999,1,0.21899999999999997,0.23,0.0,0.129,0.25,160.128,218687,4,12,0,,55,2020-06-26,548,85,8198161,1,['23zg3TcAtWQy7J6upgbUnj'],1,23zg3TcAtWQy7J6upgbUnj,Usher,2020
Watch Yo Homie,Lil Durk,0z745VvMjQZnLjnZon4OHu,0.72,0.45899999999999996,-10.786,0,0.252,0.125,0.0,0.15,0.314,95.521,151022,4,7,0,,64,2020-06-26,1,88,1930318,1,['3hcs9uc56yIGFCSy9leWe7'],7,3hcs9uc56yIGFCSy9leWe7,Lil Durk,2020
Reds Turn Blue,David Cook,7tT4wa9AFCefUCeEFvpPao,0.544,0.7809999999999999,-5.472,0,0.0466,0.0009220000000000001,0.000669,0.368,0.457,87.49799999999999,206704,3,9,0,,36,2020-06-26,39,49,227205,1,['4SQxI8xg6LcSWL3KuGVHLa'],11,4SQxI8xg6LcSWL3KuGVHLa,David Cook,2020
Let Me Go,Cassadee Pope,3Hnl4FQXdkdPrRhDbd39VH,0.738,0.311,-9.074,1,0.0345,0.774,0.0,0.107,0.5379999999999999,128.03,206729,4,8,0,,39,2020-06-26,4,63,200739,1,['7ahuvq1mbb4idwG1iJbSFG'],7,7ahuvq1mbb4idwG1iJbSFG,Cassadee Pope,2020
All Capp,Chingy,4NVttjhPBR2cAEJwvmH5AT,0.772,0.7759999999999999,-5.729,1,0.0473,0.106,9.65e-06,0.257,0.514,140.00799999999998,195709,4,9,0,,27,2020-06-26,121,63,586118,1,['3s2wTjWxK8NOX09dmsvVOh'],2,3s2wTjWxK8NOX09dmsvVOh,Chingy,2020
Together In This - From The Jungle Beat Motion Picture,Natasha Bedingfield,0x9p2PjS0t9DbwqK4vgtWR,0.65,0.72,-6.207000000000001,0,0.0525,0.0246,0.0,0.134,0.431,103.01100000000001,177333,4,10,0,,40,2020-06-26,133,70,1117303,1,['7o95ZoZt5ZYn31e9z1Hc0a'],10,7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,2020
Trust Nobody,DJ Snake,08bDGEzsYd9ebCc7p23X4j,0.45,0.912,-2.659,1,0.0485,0.00774,8.48e-05,0.574,0.32799999999999996,150.026,211200,4,7,0,,60,2020-06-24,138,83,7118817,1,['540vIaP2JwjQb9dm3aArA4'],1,540vIaP2JwjQb9dm3aArA4,DJ Snake,2020
Girlfriend,Charlie Puth,1UNs8AlFM8c0uAkSyjIW3P,0.758,0.583,-6.361000000000001,1,0.0421,0.18,5.12e-05,0.107,0.797,97.537,177438,4,6,0,,73,2020-06-23,143,84,11782528,1,['6VuMaDnrHyPL1p4EHjYLi7'],1,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,2020
Pussy Talk,City Girls,5EzL7hGT9g2Tvqsy158Lu9,0.943,0.6409999999999999,-5.598,1,0.191,0.0016,0.0,0.21100000000000002,0.242,99.09899999999999,218332,4,9,0,,78,2020-06-20,0,89,5247811,2,"['37hAfseJWi0G3Scife12Il', '5cj0lLjcoR7YOSnhnX0Po5']",1,37hAfseJWi0G3Scife12Il,City Girls,2020
MOVIN' DIFFERENT (feat. McClenney),Wale,4KyCV8JfbknCNM9MqiuKMv,0.897,0.716,-3.549,0,0.161,0.435,0.0,0.0676,0.812,110.052,182181,4,8,0,,54,2020-06-19,129,79,2878551,2,"['67nwj3Y5sZQLl72VNUHEYE', '44drVL4jbdo6T6llD5cMgx']",3,67nwj3Y5sZQLl72VNUHEYE,Wale,2020
Jobs,City Girls,22IWDKdWDgx2cAx5RuDgty,0.884,0.5920000000000001,-6.06,0,0.3,0.000938,0.00011,0.0812,0.664,160.007,121386,4,6,0,,66,2020-06-19,0,80,1015224,1,['37hAfseJWi0G3Scife12Il'],10,37hAfseJWi0G3Scife12Il,City Girls,2020
Bésame,Play-N-Skillz,3SDvcxPcU7BlV1dAne4dWM,0.67,0.865,-2.469,1,0.035,0.0164,7.400000000000001e-06,0.12,0.6709999999999999,97.008,212840,4,11,0,,70,2020-06-19,0,93,25645735,3,"['7MP4jhYmFEgb0AtiOkw55s', '4VMYDCV2IEDYJArk749S6m', '21451j1KhjAiaYKflxBjr1']",0,7MP4jhYmFEgb0AtiOkw55s,Play-N-Skillz,2020
Secrets,A Boogie Wit da Hoodie,2xB46Bj9HZ4cr058yN4Pla,0.539,0.648,-6.007999999999999,1,0.0619,0.11800000000000001,0.0,0.36200000000000004,0.40299999999999997,91.066,133331,4,9,0,,62,2020-06-19,97,88,5218966,1,['31W5EY0aAly4Qieq6OFu6I'],4,31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,2020
It's Crazy (feat. Melody),A Boogie Wit da Hoodie,43KDvvVHjDBtx8qD5hs5qH,0.505,0.515,-7.096,0,0.0354,0.846,0.000298,0.32899999999999996,0.608,110.307,135017,3,9,0,,61,2020-06-19,97,88,5219186,2,"['31W5EY0aAly4Qieq6OFu6I', '6RTLnOk36W68I78qjRi0XB']",1,31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,2020
BYGPW (Colors),Wale,2vhwfg6YqfWJNNsx7m9oWX,0.917,0.84,-4.328,0,0.203,0.107,0.0,0.0803,0.8420000000000001,107.029,142058,4,6,0,,55,2020-06-19,129,79,2840201,1,['67nwj3Y5sZQLl72VNUHEYE'],9,67nwj3Y5sZQLl72VNUHEYE,Wale,2020
Wild (feat. Gary Clark Jr.),John Legend,4rVW6XqAsSaf5vOwc8FREW,0.557,0.585,-6.2010000000000005,1,0.0431,0.036000000000000004,0.0,0.17600000000000002,0.305,63.391999999999996,196906,4,7,0,,77,2020-06-19,158,85,6026484,2,"['5y2Xq6xcjJb2jVM54GHK3t', '01aC2ikO4Xgb2LUpf9JfKp']",8,5y2Xq6xcjJb2jVM54GHK3t,John Legend,2020
"U Move, I Move (feat. Jhene Aiko)",John Legend,7wfDCDfhVe2tFxIkQEJp35,0.379,0.249,-9.53,1,0.0761,0.84,0.0,0.107,0.264,83.258,223933,4,8,0,,69,2020-06-19,158,85,9154043,2,"['5y2Xq6xcjJb2jVM54GHK3t', '5ZS223C6JyBfXasXxrRqOk']",11,5y2Xq6xcjJb2jVM54GHK3t,John Legend,2020
VACATION,Tyga,6q2uIyLqASSpv2SIv2ehWK,0.821,0.61,-6.22,1,0.0959,0.0247,0.0,0.185,0.47,110.973,192935,4,10,0,,61,2020-06-19,112,89,5998068,1,['5LHRHt1k9lMyONurDHEdrp'],1,5LHRHt1k9lMyONurDHEdrp,Tyga,2020
Never Break,John Legend,5wWMdkPkZbtUgrkaDINRrt,0.447,0.45299999999999996,-7.54,1,0.0375,0.762,0.0,0.09300000000000001,0.325,124.59899999999999,253240,3,9,0,,61,2020-06-19,158,85,5304602,1,['5y2Xq6xcjJb2jVM54GHK3t'],4,5y2Xq6xcjJb2jVM54GHK3t,John Legend,2020
The Good Ones,Gabby Barrett,3hLuHKzG1cmlRpq53ZVWd8,0.519,0.552,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.95700000000001,215140,4,8,0,,72,2020-06-19,1,72,102601,1,['6Iz3eq2aQGFf7TbGT2iahL'],2,6Iz3eq2aQGFf7TbGT2iahL,Gabby Barrett,2020
Ooh Laa,John Legend,0ulSIUvy5rSdkTEgUbJzm2,0.542,0.826,-3.944,1,0.0588,0.21600000000000003,0.000195,0.34,0.395,129.88,179426,4,8,0,,58,2020-06-19,158,85,5304602,1,['5y2Xq6xcjJb2jVM54GHK3t'],2,5y2Xq6xcjJb2jVM54GHK3t,John Legend,2020
Bigger Love,John Legend,4kcJsfPTr7RCrLQRvW7cyj,0.67,0.831,-3.6319999999999997,1,0.0556,0.0349,0.000328,0.188,0.526,102.02600000000001,170026,4,10,0,,57,2020-06-19,158,85,5304602,1,['5y2Xq6xcjJb2jVM54GHK3t'],7,5y2Xq6xcjJb2jVM54GHK3t,John Legend,2020
Country State Of Mind,Josh Turner,1vVbMOgQbT7kp3Ri0gI9KR,0.594,0.833,-5.559,1,0.0337,0.0119,0.0,0.315,0.5920000000000001,118.512,242022,4,12,0,,47,2020-06-17,147,69,2097779,2,"['7vCtweS8UVAXTyau2j0rDT', '60gmlHZmT16wiO9GiXKYK9']",1,7vCtweS8UVAXTyau2j0rDT,Josh Turner,2020
California (from Songland) (feat. Tyga),Usher,0TLnTwqXslKsovat4bz0jp,0.804,0.852,-4.079,0,0.0575,0.0219,1.3300000000000001e-05,0.282,0.752,120.906,175179,4,8,0,,58,2020-06-16,548,89,14196229,2,"['23zg3TcAtWQy7J6upgbUnj', '5LHRHt1k9lMyONurDHEdrp']",3,23zg3TcAtWQy7J6upgbUnj,Usher,2020
Build Me A Daddy,Luke Bryan,3udcshOhVkIlkFpqys8H6X,0.5429999999999999,0.409,-9.344,1,0.0327,0.6659999999999999,0.0,0.11699999999999999,0.312,147.879,189880,4,8,0,,51,2020-06-12,503,80,5851277,1,['0BvkDsjIUla7X0k6CSWh1I'],2,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2020
Forgive Me,Chloe x Halle,0qU3XhIH9xczYPUWV6OopS,0.7070000000000001,0.6509999999999999,-3.156,0,0.0669,0.0406,5.95e-06,0.449,0.562,137.017,157866,4,8,0,,68,2020-06-12,0,72,729138,1,['0AsThoR4KZSVktALiNcQwW'],4,0AsThoR4KZSVktALiNcQwW,Chloe x Halle,2020
Alien,Dennis Lloyd,1Tqshmc0rnQPaIGJfRp2Da,0.71,0.768,-4.772,1,0.0457,0.00813,3.66e-05,0.0791,0.419,118.085,138638,4,9,0,,80,2020-06-12,0,76,491257,1,['3EOEK57CV77D4ovYVcmiyt'],0,3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,2020
Get Up,T-Pain,7F9zSVVD38CDt8ZMpe6fFg,0.722,0.43799999999999994,-8.386000000000001,1,0.0593,0.0844,0.00011200000000000001,0.10400000000000001,0.132,102.979,152640,4,9,0,,53,2020-06-12,136,82,2951152,1,['3aQeKQSyrW4qWr35idm0cy'],2,3aQeKQSyrW4qWr35idm0cy,T-Pain,2020
Home,Josh Gracin,6B0tALbMET0Eyhn4sdA79h,0.466,0.774,-3.9589999999999996,1,0.0535,0.0133,0.0,0.113,0.252,137.975,212000,4,8,0,,31,2020-06-11,50,50,176426,1,['1456WwI15Lm9CktCzkLZvm'],4,1456WwI15Lm9CktCzkLZvm,Josh Gracin,2020
Molly (feat. Sheff G),Sleepy Hallow,3m49rgJQUz5GU07RWjf5SH,0.812,0.385,-9.676,0,0.41600000000000004,0.787,0.0,0.10300000000000001,0.742,133.993,164562,4,8,0,,69,2020-06-05,0,75,381117,2,"['6EPlBSH2RSiettczlz7ihV', '1tG7s7S4sq2eFFW0QZyLbm']",10,6EPlBSH2RSiettczlz7ihV,Sleepy Hallow,2020
Colder Than You,Canaan Smith,2blxo5iZckUK1UraX8B1nq,0.37799999999999995,0.81,-4.0360000000000005,1,0.0468,0.11699999999999999,6.52e-06,0.262,0.643,176.773,201618,3,10,0,,53,2020-06-05,0,56,249556,1,['0q2lY1ZzFckzciuoMtUvck'],3,0q2lY1ZzFckzciuoMtUvck,Canaan Smith,2020
Knock Me Down,Tommy Lee,1qwZ43K1PM1B9rHjpt3hXK,0.509,0.8809999999999999,-7.223,0,0.0623,5.56e-05,0.00914,0.6990000000000001,0.502,170.105,151487,4,6,0,,43,2020-06-05,0,52,16795,2,"['4b9L0p4cMof32XvjwT9YrX', '06cney6NeBMfbrB6l4qAwJ']",10,4b9L0p4cMof32XvjwT9YrX,Tommy Lee,2020
I Wanna Fuck You,Various Artists,2yGk5A4oipC4jvDLIVlQIJ,0.8640000000000001,0.47100000000000003,-8.429,1,0.0563,0.0398,0.0,0.348,0.27899999999999997,99.956,178893,4,7,0,,52,2020-06-05,203,87,8858140,2,"['7hJcb9fa4alzcOq3EaNPoG', '0z4gvV4rjIZ9wHck67ucSV']",7,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,2020
Soundtrack to a Small Town Sundown,Tyler Farr,3PC2spBvaHmQzlQF2uw95N,0.435,0.765,-4.699,1,0.0388,0.00611,0.0,0.10300000000000001,0.342,149.944,180133,4,6,0,,57,2020-06-05,38,60,555436,1,['3vHV92ecrylnUHDM4d2MtC'],8,3vHV92ecrylnUHDM4d2MtC,Tyler Farr,2020
Good To You,The Swon Brothers,7uFzLI8d1grEKdSpZ8NktW,0.47700000000000004,0.818,-5.053999999999999,1,0.055999999999999994,0.0576,0.0,0.23800000000000002,0.662,171.959,194162,4,7,0,,44,2020-06-05,3,45,39210,1,['1nf0nRF0W4ybnJdda00pKY'],0,1nf0nRF0W4ybnJdda00pKY,The Swon Brothers,2020
Riot,XXXTENTACION,4aOOExMBUyxKnEYb39SrTg,0.509,0.542,-8.027000000000001,0,0.442,0.019,0.00639,0.23,0.151,97.76700000000001,78680,4,3,0,,75,2020-06-01,159,93,23121091,1,['15UsOTVnJzReFVN1VCnxy4'],3,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,2020
Que Mal Te Fue,Natti Natasha,2btKz4s1XrMn5VHe7xZJpi,0.782,0.706,-4.337,0,0.19,0.0941,0.00020800000000000001,0.115,0.855,173.899,212906,4,11,0,,72,2020-06-01,0,85,5014686,1,['1GDbiv3spRmZ1XdM1jQbT7'],7,1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,2020
Wild World,Kip Moore,69w3Njwg4aul2tq4Hb1xWl,0.64,0.445,-9.087,1,0.048,0.073,0.0,0.11900000000000001,0.261,150.06799999999998,220666,4,10,0,,53,2020-05-29,72,69,956032,1,['2hJPr4lk7Q8SSvCVBl9fWM'],7,2hJPr4lk7Q8SSvCVBl9fWM,Kip Moore,2020
Shimmy (with Doja Cat),Lil Wayne,2z4eJOcmzeopzffNpor4vt,0.902,0.706,-4.643,0,0.204,0.0459,2.5e-06,0.0682,0.955,98.03399999999999,168202,4,6,0,,57,2020-05-29,477,91,13988192,2,"['55Aa2cqylxrFIXC767Z865', '5cj0lLjcoR7YOSnhnX0Po5']",8,55Aa2cqylxrFIXC767Z865,Lil Wayne,2020
Jangueo,Anuel AA,7KKh0ujp8agIiCrkiJhf81,0.863,0.728,-2.9539999999999997,1,0.0586,0.396,9.14e-06,0.0902,0.649,93.035,231745,4,12,0,,78,2020-05-29,50,94,17074876,2,"['2R21vXR83lH98kGeO99Y66', '3SUT1jjM5hzZj9TLfLZGIP']",7,2R21vXR83lH98kGeO99Y66,Anuel AA,2020
Chromatica I,Lady Gaga,3CGZ7wfk4skmuyQgua1C1K,0.231,0.457,-10.773,0,0.0318,0.0126,0.875,0.327,0.0588,65.827,60400,3,5,0,,64,2020-05-29,455,91,14616394,1,['1HY2Jd0NmPuamShAr6KMms'],6,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2020
Big Fish,Ace Hood,1LkLhiaErdTSExrUE8Igr9,0.8240000000000001,0.445,-9.414,1,0.245,0.47100000000000003,1.4499999999999998e-05,0.114,0.687,119.899,171861,5,10,0,,53,2020-05-29,30,66,1285396,1,['31HjiqargV4NAw4GZqUale'],1,31HjiqargV4NAw4GZqUale,Ace Hood,2020
12 O'Clock (feat. Jacquees),Ace Hood,0tF18XTXKXjYHeN7hNcgIp,0.8440000000000001,0.414,-9.642999999999999,0,0.0839,0.069,1.17e-06,0.174,0.493,133.036,234019,4,10,0,,54,2020-05-29,30,75,3054425,2,"['31HjiqargV4NAw4GZqUale', '4tMm1dU6Gn04VAZ9ClHcIZ']",5,31HjiqargV4NAw4GZqUale,Ace Hood,2020
Así Soy Yo,Anuel AA,6NfC2FKfsfzuLIF4lThw0A,0.732,0.807,-3.424,0,0.11599999999999999,0.445,0.0015199999999999999,0.0975,0.7240000000000001,176.02599999999998,226378,4,13,0,,75,2020-05-29,50,99,41672846,2,"['2R21vXR83lH98kGeO99Y66', '4q3ewBCX7sLwd24euuV69X']",10,2R21vXR83lH98kGeO99Y66,Anuel AA,2020
Range Rover Sports Truck (Lil Yachty & Lil Keed),Lil Yachty,03Aji6nA2bOepJewgLQUUa,0.851,0.494,-5.641,1,0.366,0.0747,0.0,0.33399999999999996,0.508,163.063,172656,4,8,0,,54,2020-05-29,35,84,7233687,2,"['6icQOAFXDZKsumw3YXyusw', '3uJx5SnOM59Li7lCxA3b29']",1,6icQOAFXDZKsumw3YXyusw,Lil Yachty,2020
We Ball,Ace Hood,5dv4YSgkpflUQ31vIW9qXg,0.752,0.525,-9.033999999999999,0,0.248,0.252,0.0,0.115,0.151,154.961,200655,4,7,0,,68,2020-05-29,30,66,1285396,1,['31HjiqargV4NAw4GZqUale'],10,31HjiqargV4NAw4GZqUale,Ace Hood,2020
"Wine, Beer, Whiskey - Radio Edit",Little Big Town,2q4ooWQ4KvVhN2oX44m2D4,0.743,0.9259999999999999,-5.572,1,0.0591,0.62,0.0,0.914,0.888,105.978,184266,4,6,0,,50,2020-05-29,163,70,1943750,1,['3CygdxquGHurS7f9LjNLkv'],7,3CygdxquGHurS7f9LjNLkv,Little Big Town,2020
Demon Time (Lil Yachty feat. Draft Day),Lil Yachty,0U4bETGvA2xw24gyTloxIJ,0.9329999999999999,0.475,-4.907,1,0.23399999999999999,0.009340000000000001,0.0,0.163,0.7290000000000001,129.933,148110,4,6,0,,57,2020-05-29,35,84,6675081,2,"['6icQOAFXDZKsumw3YXyusw', '4AICNSyoGIBBcRhuZsPX5L']",1,6icQOAFXDZKsumw3YXyusw,Lil Yachty,2020
Down at the Lah De Dah,Jimmy Buffett,5IVduIm2vfqyVwt46H4TMQ,0.639,0.9009999999999999,-5.236000000000001,1,0.0344,0.43,5.62e-06,0.307,0.9620000000000001,129.994,199433,4,12,0,,44,2020-05-29,0,70,424938,1,['28AyklUmMECPwdfo8NEsV0'],2,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,2020
Help (with Tory Lanez),Lil Wayne,4BtVYDiUSuOuOsupYAJJuk,0.687,0.6920000000000001,-6.676,0,0.051,0.0296,0.0,0.125,0.428,170.042,142205,3,7,0,,51,2020-05-29,477,91,13087063,2,"['55Aa2cqylxrFIXC767Z865', '2jku7tDXc6XoB6MO2hFuqg']",10,55Aa2cqylxrFIXC767Z865,Lil Wayne,2020
Red White Blue Jean American Dream,Kip Moore,08Es1HNCgqYvW2QezStQ7l,0.564,0.754,-5.974,1,0.0329,0.00375,7.35e-05,0.248,0.59,160.119,180346,4,9,0,,53,2020-05-29,72,69,956032,1,['2hJPr4lk7Q8SSvCVBl9fWM'],0,2hJPr4lk7Q8SSvCVBl9fWM,Kip Moore,2020
Split/Whole Time,Lil Yachty,62hpoPrA3rtfeX1aWONig5,0.667,0.489,-8.772,0,0.42200000000000004,0.19699999999999998,0.0,0.159,0.392,145.048,239314,4,10,0,,62,2020-05-29,35,84,6673888,1,['6icQOAFXDZKsumw3YXyusw'],9,6icQOAFXDZKsumw3YXyusw,Lil Yachty,2020
Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),Lil Yachty,1sxGIhaxY8eF52e1TlShSP,0.887,0.597,-6.66,0,0.281,0.0704,0.0,0.17800000000000002,0.47700000000000004,129.976,178900,4,8,0,,65,2020-05-29,35,93,17320897,3,"['6icQOAFXDZKsumw3YXyusw', '1RyvyyTE3xzB2ZywiAwp0i', '0NWbwDZY1VkRqFafuQm6wk']",6,6icQOAFXDZKsumw3YXyusw,Lil Yachty,2020
Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,0LEFmgIj8ABU7CelzGh5Bs,0.83,0.625,-3.678,1,0.0573,0.226,0.0,0.302,0.884,138.046,205635,4,9,0,,69,2020-05-29,35,99,62418880,3,"['6icQOAFXDZKsumw3YXyusw', '4r63FhuTkUYltbVAg5TQnk', '3TVXtAsR1Inumwj472S9r4']",5,6icQOAFXDZKsumw3YXyusw,Lil Yachty,2020
Lemons,Ashley Tisdale,0Wes7TZVfPo4M1TK5c3F8Y,0.867,0.5660000000000001,-5.91,1,0.0427,0.369,0.00185,0.275,0.82,119.98700000000001,159000,4,10,0,,46,2020-05-29,12,60,916127,1,['2ddxtfC0oS8LoktXUHE7YL'],5,2ddxtfC0oS8LoktXUHE7YL,Ashley Tisdale,2020
Narcos,Anuel AA,7mcdgAXmb35dakBnfDIv3q,0.614,0.746,-3.5269999999999997,0,0.196,0.34700000000000003,1.4300000000000002e-05,0.0874,0.601,168.072,259250,4,10,0,,78,2020-05-29,50,94,15033941,1,['2R21vXR83lH98kGeO99Y66'],10,2R21vXR83lH98kGeO99Y66,Anuel AA,2020
1000 Doves,Lady Gaga,62hTXlVQacy3pjBW4ntRPl,0.6679999999999999,0.826,-4.466,1,0.0383,0.0236,1.07e-05,0.474,0.38799999999999996,122.973,215480,4,12,0,,66,2020-05-29,455,91,14616394,1,['1HY2Jd0NmPuamShAr6KMms'],9,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2020
She's Mine,Kip Moore,6NCbMyR7A8MjbX0UhaEgbd,0.621,0.858,-5.864,1,0.0353,7.2e-05,5.63e-06,0.11599999999999999,0.608,123.00399999999999,229493,4,7,0,,66,2020-05-29,72,69,956032,1,['2hJPr4lk7Q8SSvCVBl9fWM'],7,2hJPr4lk7Q8SSvCVBl9fWM,Kip Moore,2020
Chromatica II,Lady Gaga,0oQc0F6KUE7QY7k5TU6bic,0.184,0.297,-14.534,1,0.0359,0.473,0.893,0.527,0.113,75.824,41866,5,3,0,,68,2020-05-29,455,91,14616394,1,['1HY2Jd0NmPuamShAr6KMms'],2,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2020
Reggaetonera,Anuel AA,6yVkakCN460KOVol9ZazjH,0.6940000000000001,0.7959999999999999,-4.164,1,0.0565,0.48,0.000384,0.10800000000000001,0.515,93.064,212312,4,10,0,,84,2020-05-29,50,94,15033941,1,['2R21vXR83lH98kGeO99Y66'],6,2R21vXR83lH98kGeO99Y66,Anuel AA,2020
Plastic Doll,Lady Gaga,3CidPLqWXqgesJlwYVJZdy,0.743,0.853,-4.842,1,0.04,0.0019,3.4899999999999995e-05,0.0872,0.42200000000000004,121.02799999999999,221666,4,8,0,,67,2020-05-29,455,91,14616394,1,['1HY2Jd0NmPuamShAr6KMms'],0,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2020
Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,2hDe0Ls5mVqs1XJqv7sbcM,0.735,0.9159999999999999,-2.082,1,0.11699999999999999,0.397,2.91e-06,0.0918,0.691,167.99400000000003,221428,4,11,0,,78,2020-05-29,50,94,24726961,2,"['2R21vXR83lH98kGeO99Y66', '7qG3b048QCHVRO5Pv1T5lw']",2,2R21vXR83lH98kGeO99Y66,Anuel AA,2020
