name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year,chart_year
Wasting All These Tears,Cassadee Pope,25zXRQGuwYZdIp88fVZOPC,0.465,0.772,-3.932,0,0.0378,0.0959,1.04e-05,0.16699999999999998,0.257,155.83,215640,4,11,1,2013-06-22,68,2013-01-01,4,63,199868,1,['7ahuvq1mbb4idwG1iJbSFG'],5,7ahuvq1mbb4idwG1iJbSFG,Cassadee Pope,2013,2013
V.S.O.P.,K. Michelle,5hZUqVitmzZQcTtpkybSj6,0.27699999999999997,0.8059999999999999,-4.715,1,0.0577,0.0478,0.0,0.0525,0.617,74.098,209106,1,7,1,2013-10-26,44,2013-08-05,0,56,1167203,1,['2retT7MFwHDVTeGKDdybEx'],6,2retT7MFwHDVTeGKDdybEx,K. Michelle,2013,2013
Danny’s Song - The Voice Performance,The Swon Brothers,2QDx0OJsKHrrjkHbfyP3pv,0.519,0.555,-5.9170000000000025,1,0.0305,0.128,0.0,0.133,0.36,139.796,205640,4,8,1,2013-06-29,23,2013-01-01,0,45,38349,1,['1nf0nRF0W4ybnJdda00pKY'],1,1nf0nRF0W4ybnJdda00pKY,The Swon Brothers,2013,2013
Carolina,Parmalee,7JKUEuxOW5NNieEjoW59sH,0.434,0.75,-3.53,1,0.0293,0.0107,0.0,0.106,0.488,159.82399999999996,201346,4,10,1,2013-10-05,59,2013-12-10,0,65,135415,1,['4TshyQDihSYXSWqvclXl3I'],10,4TshyQDihSYXSWqvclXl3I,Parmalee,2013,2013
Baby I,Ariana Grande,6NmCCgnQcxKHPOAKgd9Nth,0.7240000000000001,0.7959999999999999,-3.6860000000000004,1,0.0328,0.0152,0.0,0.354,0.542,101.975,197600,4,11,1,2013-08-10,64,2013-01-01,31,99,52530274,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013,2013
The Fox (What Does the Fox Say?),Ylvis,5HOpkTTVcmZHnthgyxrIL8,0.703,0.867,-4.292,1,0.0453,0.107,0.0,0.11900000000000001,0.546,128.00799999999998,213708,4,12,1,2013-09-21,64,2013-09-02,0,54,138588,1,['2lEOFtf3cCyzomQcMHJGfZ'],6,2lEOFtf3cCyzomQcMHJGfZ,Ylvis,2013,2013
Sure Be Cool If You Did,Blake Shelton,5yIiXdLRE85OBiQmCaUenq,0.5760000000000001,0.726,-4.625,1,0.035,0.255,0.0,0.10800000000000001,0.5820000000000001,136.80200000000002,215720,4,9,1,2013-01-26,58,2013-03-26,268,78,5380125,1,['1UTPBmNbXNTittyMJrNkvw'],11,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,2013,2013
"She Don't Put It Down / Remix (feat. Fabolous, Twista, Tank)",Joe Budden,5sdhqXSfvyDgU6fiDJTP4f,0.48700000000000004,0.863,-3.4589999999999996,0,0.13699999999999998,0.0179,0.0,0.111,0.5670000000000001,102.626,255586,5,13,1,2013-03-02,34,2013-02-05,19,74,2662882,4,"['1SAugjIcuwNPKS4urSB7A6', '0YWxKQj2Go9CGHCp77UOyy', '6vbY3hOaCAhC7VjucswgdS', '3T3McKIMvtAX5KdEAHl9a0']",11,1SAugjIcuwNPKS4urSB7A6,Joe Budden,2013,2013
Levitate,Hadouken!,4jCJDQiiLMTh3ix6dXqfvo,0.5479999999999999,0.8320000000000001,-3.72,0,0.0655,0.00628,0.0,0.261,0.192,133.031,285266,4,10,1,2013-03-16,35,2013-12-10,0,43,58934,1,['1369EOxSlL69yV9Yp1nVaR'],4,1369EOxSlL69yV9Yp1nVaR,Hadouken!,2013,2013
Bounce It (feat. Wale & Trey Songz),Juicy J,3N5oiETJEStSB71TjTFkWV,0.785,0.5720000000000001,-9.383,1,0.0859,0.00811,0.0,0.111,0.47700000000000004,140.032,260560,4,13,1,2013-09-14,59,2013-08-23,28,80,10571509,3,"['5gCRApTajqwbnHHPbr2Fpi', '67nwj3Y5sZQLl72VNUHEYE', '2iojnBLj0qIMiKPvVhLnsH']",11,5gCRApTajqwbnHHPbr2Fpi,Juicy J,2013,2013
Perfume,Britney Spears,0DOgMeHlNponAEqczZoxX0,0.39,0.557,-6.343999999999999,1,0.0521,0.452,0.0,0.125,0.317,79.34,239973,4,6,1,2013-11-23,50,2013-11-30,399,83,7970337,1,['26dSoYclwsYLMAKD3tpOr4'],3,26dSoYclwsYLMAKD3tpOr4,Britney Spears,2013,2013
Keep Them Kisses Comin',Craig Campbell,1ugf7FcFQ0s95CTB0btuzz,0.7040000000000001,0.767,-5.7079999999999975,1,0.0398,0.0524,0.000469,0.361,0.889,120.035,159826,4,8,1,2014-05-17,47,2013-05-07,21,54,248128,1,['7tkwiWhGKSuQV8LwPWceWN'],6,7tkwiWhGKSuQV8LwPWceWN,Craig Campbell,2013,2014
Why - The Voice Performance,Michelle Chamuel,0eRdvRqJTPGZmdFftzF6Sx,0.517,0.5720000000000001,-5.329,1,0.0263,0.0118,0.0,0.0733,0.08,93.969,196586,4,7,1,2013-07-06,6,2013-01-01,1,20,6396,1,['6AXr7aXrJYFI3XjslAWDPY'],0,6AXr7aXrJYFI3XjslAWDPY,Michelle Chamuel,2013,2013
Turn Down for What,DJ Snake,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4,7,1,2014-01-11,72,2013-12-18,0,83,8153739,2,"['540vIaP2JwjQb9dm3aArA4', '7sfl4Xt5KmfyDs2T3SVSMK']",1,540vIaP2JwjQb9dm3aArA4,DJ Snake,2013,2014
Too Much,Drake,6UgxOrbHWJeqHvh0ost7Aa,0.6809999999999999,0.569,-5.859,1,0.546,0.17300000000000001,0.0,0.18,0.147,140.532,261853,4,8,1,2013-10-12,59,2013-01-01,326,100,51041385,2,"['3TVXtAsR1Inumwj472S9r4', '2WoVwexZuODvclzULjPQtm']",6,3TVXtAsR1Inumwj472S9r4,Drake,2013,2013
Beat It (feat. Chris Brown & Wiz Khalifa),Sean Kingston,3bwCMbwDZVtvJDnUTQIdCX,0.47700000000000004,0.637,-5.386,1,0.109,0.00487,0.0,0.284,0.555,198.12,253453,4,14,1,2013-05-04,67,2013-09-10,141,92,23880576,3,"['6S0dmVVn4udvppDhZIWxCr', '7bXgB6jMjp9ATFy66eO08Z', '137W8MRPWKqSmrBGDBFSop']",1,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,2013,2013
I See You,Luke Bryan,3Z3D2hnbZnveVhTuOifJyt,0.657,0.821,-3.388,1,0.0352,0.0838,0.0,0.0457,0.7140000000000001,130.002,185986,4,9,1,2014-12-13,56,2013-01-01,271,80,5820013,1,['0BvkDsjIUla7X0k6CSWh1I'],6,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2013,2014
Hey Porsche,Nelly,6QoxM9xgqazNPGF026CjpS,0.7290000000000001,0.7929999999999999,-4.716,1,0.0293,0.151,0.0,0.6509999999999999,0.945,115.988,209146,4,11,1,2013-03-09,45,2013-09-30,382,79,1630416,1,['2gBjLmx6zQnFGQJCAQpRgw'],9,2gBjLmx6zQnFGQJCAQpRgw,Nelly,2013,2013
Crown,JAY-Z,2tcatycPdcN1gMxA1V4heS,0.414,0.45399999999999996,-9.33,1,0.0589,0.0141,0.0462,0.4,0.07,117.147,274053,4,10,1,2013-07-27,41,2013-07-04,212,87,5711077,1,['3nFkdlSjzX9mRTtwJOzDYB'],4,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,2013,2013
When I See This Bar,Kenny Chesney,61w5i6NlAZXBa5FTTbDL0r,0.7120000000000001,0.726,-7.346,1,0.0248,0.0284,4.48e-05,0.10400000000000001,0.5579999999999999,111.069,362813,4,16,1,2013-08-10,45,2013-04-30,621,77,3194829,1,['3grHWM9bx2E9vwJCdlRv9O'],7,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,2013,2013
A Little Party Never Killed Nobody (All We Got),Various Artists,1mz9ZrRYu3EPVg9ZHFtjjf,0.763,0.653,-5.05,0,0.149,0.008759999999999999,5.46e-06,0.0854,0.47700000000000004,130.025,240906,4,13,1,2013-06-01,57,2013-01-01,1,74,4495853,3,"['3r17AfJCCUqC9Lf0OAc73G', '3ZotbHeyVQKxQCPDJuQ4SU', '53sIBaVjXQhfH89Vu6nEGh']",5,3r17AfJCCUqC9Lf0OAc73G,Fergie,2013,2013
Holy Grail,JAY-Z,37jTPJgwCCmIGMPB45jrPV,0.6759999999999999,0.534,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,338413,4,13,1,2013-07-27,63,2013-07-04,212,87,15556870,2,"['3nFkdlSjzX9mRTtwJOzDYB', '31TPClRtHm23RisEBtV3X7']",2,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,2013,2013
Drunk Last Night,Eli Young Band,4hnK8P3v7kE7T4PMBYwRhu,0.528,0.856,-4.605,1,0.0351,0.052000000000000005,0.0,0.0988,0.5720000000000001,87.01899999999998,219213,4,7,1,2013-07-13,56,2013-01-01,67,66,603334,1,['6eKWqnckwdIlSnjaYgIyxv'],7,6eKWqnckwdIlSnjaYgIyxv,Eli Young Band,2013,2013
Goodbye Town,Lady A,1qDahv56bbyCytqvnvY2Yp,0.6779999999999999,0.72,-6.034,1,0.027000000000000003,0.165,5.73e-06,0.114,0.5379999999999999,95.027,288800,4,8,1,2013-07-13,40,2013-01-01,1,75,3090515,1,['32WkQRZEVKSzVAAYqukAEA'],4,32WkQRZEVKSzVAAYqukAEA,Lady A,2013,2013
Blood On The Leaves,Kanye West,42GcjriRK6srwHkfbkBqVl,0.397,0.69,-4.1080000000000005,0,0.195,0.395,0.0,0.10099999999999999,0.36,172.07299999999995,359800,4,16,1,2013-07-06,66,2013-06-18,402,92,12686431,1,['5K4W6rqBFWDnAN6FQUkS6x'],2,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,2013,2013
We Are Tonight,Billy Currington,2EvddT8rcO99bKH0rDHAYG,0.5589999999999999,0.812,-5.347,1,0.0371,0.0323,0.0,0.195,0.47200000000000003,127.911,232106,4,7,1,2014-05-10,54,2013-01-01,190,71,1877817,1,['1By9QBFnjZAoI83BZppHlt'],11,1By9QBFnjZAoI83BZppHlt,Billy Currington,2013,2014
Underneath the Tree,Kelly Clarkson,3YZE5qDV7u1ZD1gZc47ZeR,0.509,0.812,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.6890000000000001,159.878,229640,4,9,1,2013-12-21,70,2013-10-29,447,80,6989014,1,['3BmGtnKgCSGYIUhmivXKWX'],8,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,2013,2013
Hey Brother,Avicii,4lhqb6JvbHId48OUJGwymk,0.545,0.78,-4.867,0,0.0436,0.0309,4.6399999999999996e-05,0.0828,0.45799999999999996,125.014,255093,4,13,1,2013-12-21,76,2013-01-01,44,86,18433864,1,['1vCWHaC5f2uS3yhpwWbIA6'],7,1vCWHaC5f2uS3yhpwWbIA6,Avicii,2013,2013
Paper Doll,John Mayer,5FDh0G5oQ2UD9JxWiDCT1x,0.6579999999999999,0.475,-11.703,1,0.0292,0.521,0.0067,0.17600000000000002,0.685,153.851,257386,4,13,1,2013-07-06,59,2013-08-20,230,84,4768889,1,['0hEurMDQu99nJRq8pTxO14'],7,0hEurMDQu99nJRq8pTxO14,John Mayer,2013,2013
Wake Me Up,Avicii,0nrRP2bk19rLc0orkWPQk2,0.532,0.7829999999999999,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247426,4,12,1,2013-07-13,83,2013-01-01,20,86,18433864,1,['1vCWHaC5f2uS3yhpwWbIA6'],2,1vCWHaC5f2uS3yhpwWbIA6,Avicii,2013,2013
Your Side Of The Bed,Little Big Town,7LwJG5mCWzQAz1tZr2FZ4D,0.61,0.38299999999999995,-7.5429999999999975,1,0.0322,0.6759999999999999,0.0,0.0949,0.16399999999999998,137.766,221680,4,10,1,2013-08-31,46,2013-01-01,98,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],5,3CygdxquGHurS7f9LjNLkv,Little Big Town,2013,2013
Story of My Life,One Direction,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.6629999999999999,-5.8020000000000005,1,0.0477,0.225,0.0,0.11900000000000001,0.28600000000000003,121.07,245493,4,12,1,2013-11-16,82,2013-11-25,122,91,18413102,1,['4AK6F7OLvEQ5QYCBNiQWHq'],3,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,2013,2013
Vivir Mi Vida,Marc Anthony,3QHMxEOAGD51PDlbFPHLyJ,0.6559999999999999,0.877,-3.2310000000000003,0,0.0342,0.345,0.0,0.349,0.894,105.01799999999999,252346,4,10,1,2013-08-10,75,2013-07-23,92,81,4663869,1,['4wLXwxDeWQ8mtUIRPxGiD6'],0,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,2013,2013
It's a Beautiful Day,Michael Bublé,0mvkwaZMP2gAy2ApQLtZRv,0.532,0.795,-3.9789999999999996,1,0.0358,0.0559,0.0,0.295,0.78,143.83700000000005,199266,4,8,1,2013-03-16,67,2013-04-11,0,83,4153874,1,['1GxkXlMwML1oSg5eLPiAz3'],1,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,2013,2013
New Slaves,Kanye West,4cAgkb0ifwn0FSHGXnr4F6,0.506,0.59,-4.322,1,0.076,0.165,1.09e-05,0.096,0.359,141.099,256093,4,9,1,2013-07-06,63,2013-06-18,402,92,12686431,1,['5K4W6rqBFWDnAN6FQUkS6x'],1,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,2013,2013
"Sweeter Than Fiction - From ""One Chance"" Soundtrack",Taylor Swift,0RFCHlNuTeUHIB36VuVbOL,0.71,0.614,-6.965,1,0.0366,0.00164,0.000154,0.0785,0.6729999999999999,135.012,237640,4,10,1,2013-11-09,48,2013-10-21,593,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],6,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2013,2013
Replay,Zendaya,7d1CFwrBmH34gmS0Hkbfbt,0.688,0.723,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,209186,4,9,1,2013-09-07,67,2013-01-01,0,76,2767225,1,['6sCbFbEjbYepqswM1vWjjs'],6,6sCbFbEjbYepqswM1vWjjs,Zendaya,2013,2013
Give It 2 U,Robin Thicke,5zDQlhcJ5KOoXeSMGwiuJY,0.672,0.8270000000000001,-3.8289999999999997,0,0.0693,0.10099999999999999,0.0,0.16,0.58,127.07600000000001,229666,4,9,1,2013-09-07,40,2013-01-01,79,90,17402509,2,"['0ZrpamOxcZybMHGg1AYtHP', '2YZyLoL8N0Wb9xBt1NhZWg']",6,0ZrpamOxcZybMHGg1AYtHP,Robin Thicke,2013,2013
F*ckwithmeyouknowigotit,JAY-Z,3PBC860LAeS4utDAqlqIe2,0.611,0.46399999999999997,-8.068,0,0.294,0.0171,0.214,0.0794,0.27399999999999997,127.766,243413,4,11,1,2013-07-27,57,2013-07-04,212,87,10062367,2,"['3nFkdlSjzX9mRTtwJOzDYB', '1sBkRIssrMs1AbVkOJbc7a']",10,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,2013,2013
Already Callin' You Mine,Parmalee,3jSyE8r8vgg8fmwojoMzql,0.59,0.887,-2.634,1,0.0353,0.0504,0.0,0.132,0.679,120.061,184386,4,10,1,2015-11-21,51,2013-12-10,35,65,135415,1,['4TshyQDihSYXSWqvclXl3I'],1,4TshyQDihSYXSWqvclXl3I,Parmalee,2013,2015
Get Me Some Of That,Thomas Rhett,4O1CExxinEpKZi3861NlTK,0.5489999999999999,0.866,-5.306,1,0.0476,0.0733,0.0,0.25,0.767,87.964,187400,4,9,1,2014-01-25,62,2013-01-01,26,80,3592977,1,['6x2LnllRG5uGarZMsD4iO8'],6,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,2013,2014
Let Me Go (feat. Chad Kroeger),Avril Lavigne,2o0V0AATmWmCmMOAFWDuEV,0.385,0.654,-6.635,1,0.0342,0.212,0.0,0.136,0.125,164.196,267973,3,12,1,2013-11-02,59,2013-11-01,218,80,6445725,2,"['0p4nmQO2msCgU4IF37Wi3j', '7fJYw1vK9yWb8o51I8qHin']",4,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,2013,2013
0 To 100 / The Catch Up,Drake,4jtyUzZm9WLc2AdaJ1dso7,0.5589999999999999,0.716,-3.964,0,0.39,0.737,0.0,0.252,0.504,176.618,275226,4,14,1,2014-08-09,71,2013-07-14,412,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],11,3TVXtAsR1Inumwj472S9r4,Drake,2013,2014
Miss Movin' On,Fifth Harmony,0gL0Xf8CN95HmgfEYYLRZV,0.466,0.8420000000000001,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,193733,4,9,1,2013-08-03,68,2013-07-16,0,76,11572560,1,['1l8Fu6IkuTP0U5QetQJ5Xt'],6,1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,2013,2013
Take Back the Night,Justin Timberlake,0a4ZGSRZOgspQy2HYzU82l,0.588,0.664,-5.18,1,0.159,0.043,4.3e-05,0.639,0.33299999999999996,106.50200000000001,353160,4,17,1,2013-07-27,53,2013-09-27,258,84,9845793,1,['31TPClRtHm23RisEBtV3X7'],7,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2013,2013
LoveHate Thing (feat. Sam Dew),Wale,6kx16R0LMAyoXDvGqddZFy,0.736,0.691,-6.117999999999999,1,0.16899999999999998,0.0771,0.0,0.0422,0.18,99.954,267400,4,14,1,2013-07-20,46,2013-06-25,74,79,2832705,2,"['67nwj3Y5sZQLl72VNUHEYE', '1SIw8nXWjvAKeb6Dhh85cz']",8,67nwj3Y5sZQLl72VNUHEYE,Wale,2013,2013
Feelin’ It,Scotty McCreery,0ABHhxQTaluB94ohp2RLSr,0.586,0.759,-5.337999999999999,1,0.0457,0.1,0.0,0.084,0.687,184.03099999999998,198226,4,12,1,2014-10-11,53,2013-01-01,51,65,656348,1,['6ZV6lGY0prbqpTD0Md8i29'],7,6ZV6lGY0prbqpTD0Md8i29,Scotty McCreery,2013,2014
Survival,Eminem,3stOygN0I7CIvkEB2LJGbv,0.45899999999999996,0.899,-2.978,1,0.21,0.0038,0.0,0.126,0.4370000000000001,176.38400000000001,272417,4,10,1,2013-10-26,66,2013-11-05,379,94,39054901,1,['7dGJo4pcD2V6oG8kP0tJRR'],2,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2013,2013
Come & Get It,Selena Gomez,6LoQHIo74tOzQ8EsLEkhgF,0.546,0.787,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231986,4,6,1,2013-04-27,69,2013-01-01,118,90,23277010,1,['0C8ZW7ezQVs4URX5aX7Kqx'],7,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,2013,2013
Burn,Ellie Goulding,0xMd5bcWTbyXS7wPrBtZA6,0.5589999999999999,0.777,-5.0310000000000015,1,0.0432,0.31,0.0,0.105,0.32899999999999996,87.016,231211,4,12,1,2013-08-10,66,2013-01-01,77,84,8600856,1,['0X2BH1fck6amBIoJhDVmmJ'],1,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,2013,2013
Helluva Night,Ludacris,0flKDWZq11997Fb2ptkQvu,0.736,0.522,-8.02,1,0.11599999999999999,0.0299,0.0,0.10800000000000001,0.369,97.54700000000001,200386,4,10,1,2013-09-07,32,2013-01-01,339,81,1944054,1,['3ipn9JLAPI5GUEo4y4jcoi'],2,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,2013,2013
The Way,Ariana Grande,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,227026,4,12,1,2013-04-13,69,2013-01-01,14,99,57540109,2,"['66CXWjxzNUsdJxJ2JdwvnR', '4LLpKhyESsyAXpc4laK94U']",5,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013,2013
Atlas - From “The Hunger Games: Catching Fire” Soundtrack,Coldplay,2DI0fZ4QZmLtapszYaoG6F,0.28,0.449,-7.7360000000000015,1,0.0292,0.638,0.701,0.105,0.10300000000000001,136.4,236093,4,12,1,2013-09-21,53,2013-01-01,204,90,27688711,1,['4gzpq5DPGxSnKTe4SA8HAU'],11,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2013,2013
"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Various Artists,3IPnBzGRMg6BfViFxxa0Gq,0.737,0.637,-6.308,0,0.0735,0.262,0.0,0.319,0.537,100.03299999999999,124733,4,7,1,2014-03-29,71,2013-01-01,1,71,63423,2,"['2kHxkdiKCSnHMkhIgFBZaI', '47NluEnhJda2gsnjuvcoob']",6,2kHxkdiKCSnHMkhIgFBZaI,Kristen Bell,2013,2014
Midnight Memories,One Direction,5wjmqUGN7vrAqFqDWrywlZ,0.4320000000000001,0.868,-2.01,0,0.0882,0.00725,0.0,0.233,0.5670000000000001,156.128,176320,4,7,1,2013-12-07,72,2013-11-25,127,91,18413102,1,['4AK6F7OLvEQ5QYCBNiQWHq'],6,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,2013,2013
Days of Gold,Jake Owen,5ETe7SElBIgm2NAZY3SpX4,0.47600000000000003,0.991,-3.458,1,0.052000000000000005,0.0446,0.0057399999999999994,0.128,0.45299999999999996,111.03,201373,4,7,1,2013-10-26,44,2013-12-02,113,70,1470387,1,['1n2pb9Tsfe4SwAjmUac6YT'],10,1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,2013,2013
Show Out (feat. Big Sean & Jeezy),Juicy J,5ML9t3cfvJuDTeOLcOH2Bl,0.8390000000000001,0.665,-5.72,1,0.23199999999999998,0.14400000000000002,0.0,0.132,0.583,130.046,269160,4,15,1,2013-03-23,51,2013-08-23,20,87,11850793,3,"['5gCRApTajqwbnHHPbr2Fpi', '0c173mlxpT3dSFRgMO8XPh', '4yBK75WVCQXej1p04GWqxH']",1,5gCRApTajqwbnHHPbr2Fpi,Juicy J,2013,2013
Sad - The Voice Performance,Amber Carrington,0CCznGZ23ARzsnbTu4QlzU,0.498,0.47,-4.3069999999999995,1,0.0301,0.768,0.0,0.162,0.377,114.015,189266,4,8,1,2013-06-29,14,2013-01-01,0,21,871,1,['6YdYhEJqzEypHPI4KA0KyF'],10,6YdYhEJqzEypHPI4KA0KyF,Amber Carrington,2013,2013
"I Dreamed A Dream - From ""Les Misérables""",Les Misérables Cast,7CNVenAoty0IomwFPaMaaH,0.256,0.0739,-17.227,1,0.0471,0.937,1.93e-05,0.0907,0.146,87.50200000000002,277533,4,11,1,2013-01-12,50,2013-01-01,0,53,35535,1,['0nIyPY7J7G68WgQEOLHn0x'],3,0nIyPY7J7G68WgQEOLHn0x,Les Misérables Cast,2013,2013
Dark Horse,Katy Perry,5jrdCoLpJSvHHorevXBATy,0.645,0.585,-6.122000000000001,1,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,4,10,1,2013-10-05,75,2013-10-18,332,88,18931667,2,"['6jJ0s89eD6GaHleKKya26X', '5gCRApTajqwbnHHPbr2Fpi']",6,6jJ0s89eD6GaHleKKya26X,Katy Perry,2013,2013
Downtown,Lady A,4kY7rYtE4OQkJNq22OIYRI,0.532,0.825,-5.287000000000001,1,0.0468,0.18,0.0,0.29600000000000004,0.96,169.96099999999996,195866,4,9,1,2013-02-23,67,2013-01-01,1,75,3090515,1,['32WkQRZEVKSzVAAYqukAEA'],9,32WkQRZEVKSzVAAYqukAEA,Lady A,2013,2013
Make It Rain,Ed Sheeran,5puU24G3lHVsUXPAWW2ZpV,0.618,0.239,-8.371,0,0.0274,0.7909999999999999,0.0,0.1,0.327,96.846,404480,3,18,1,2014-12-20,54,2013-01-01,79,93,71741230,1,['6eUKZXaKkcviH0Ku9w2n3V'],8,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2013,2014
Pirate Flag,Kenny Chesney,1RfPA6mxhOvc5dVK9MHReF,0.5589999999999999,0.795,-6.255,1,0.052000000000000005,0.0787,4.83e-06,0.102,0.5529999999999999,160.039,225426,4,11,1,2013-02-23,56,2013-04-30,603,77,3194829,1,['3grHWM9bx2E9vwJCdlRv9O'],7,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,2013,2013
Body Party,Ciara,0rFZaQ4crlGAzuCjWCQ2xu,0.5770000000000001,0.5760000000000001,-6.2989999999999995,1,0.0563,0.0143,0.0,0.602,0.12,133.97299999999998,234040,4,11,1,2013-05-11,64,2013-07-05,209,75,4603710,1,['2NdeV5rLm47xAvogXrYhJX'],2,2NdeV5rLm47xAvogXrYhJX,Ciara,2013,2013
Bad Blood,Bastille,2HHiH52OPxe8qyVO7N4uH7,0.6629999999999999,0.777,-5.496,0,0.0375,0.0157,0.00829,0.0755,0.94,143.003,212613,4,9,1,2014-04-26,49,2013-01-01,34,82,4521535,1,['7EQ0qTo7fWT7DPxmxtSYEc'],5,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,2013,2014
Do What U Want,Lady Gaga,5XKXMWPACPq51OiqzxenZo,0.778,0.8009999999999999,-4.65,1,0.086,0.345,1.18e-06,0.0881,0.534,97.47,216573,4,10,1,2013-11-09,54,2013-10-21,317,91,19981939,2,"['1HY2Jd0NmPuamShAr6KMms', '1l7ZsJRRS8wlW3WfJfPfNS']",9,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2013,2013
The Other Side,Jason Derulo,5FljCWR0cys07PQ9277GTz,0.561,0.836,-3.9389999999999996,1,0.1,0.0525,0.0,0.136,0.517,127.92299999999999,226986,4,10,1,2013-05-04,60,2013-09-10,120,91,8402478,1,['07YZf4WDAMNwqr4jfgOZ8y'],9,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,2013,2013
Pompeii,Bastille,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,-6.382999999999999,1,0.0407,0.0755,0.0,0.271,0.5710000000000001,127.435,214147,4,11,1,2013-08-31,71,2013-01-01,0,82,4521535,1,['7EQ0qTo7fWT7DPxmxtSYEc'],9,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,2013,2013
Doin' What She Likes,Blake Shelton,1MDogqDrStFSO9cdUTUFem,0.581,0.767,-6.28,1,0.0406,0.157,0.0,0.278,0.8320000000000001,152.011,222613,4,13,1,2014-02-01,53,2013-03-26,329,78,5380125,1,['1UTPBmNbXNTittyMJrNkvw'],10,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,2013,2014
Just Keep Breathing,We The Kings,4sOLr3sR4pbDzNdLQUiesp,0.635,0.731,-7.881,1,0.0367,0.0635,8.8e-05,0.165,0.32899999999999996,119.97399999999999,245511,4,12,1,2013-04-27,40,2013-01-01,0,69,1087645,1,['3ao3jf5d70Tf4fPh2bnXVl'],0,3ao3jf5d70Tf4fPh2bnXVl,We The Kings,2013,2013
She Knows (feat. Amber Coffman & Cults),J. Cole,0Fs9cdPDhptWEDJmiCbkEW,0.7659999999999999,0.74,-10.363,1,0.0807,0.0193,0.0784,0.22899999999999998,0.183,118.008,296520,4,10,1,2014-01-25,67,2013-06-18,96,89,12214691,3,"['6l3HvQ5sa6mXTsMTB19rO5', '4vpGVGgxSDcCTmqYbsOnsn', '3Oim8XBPbznAa8Jj8QzNc8']",1,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,2013,2014
