name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year,chart_year
Bad Day,Fuel,5z5ao3FAaVwHk1g7xuOBcB,0.29100000000000004,0.735,-4.767,1,0.0415,0.000374,4.53e-06,0.0808,0.19,175.97799999999995,195466,4,10,1,2001-07-28,48,2000-09-19,22,61,521251,1,['0EyuKHE1AeE9lWUF8mzKVp'],9,0EyuKHE1AeE9lWUF8mzKVp,Fuel,2000,2001
Loaded,Ricky Martin,1qj8Td79dgmLqCYafkhQ3G,0.506,0.951,-4.305,0,0.0796,0.0109,7.18e-05,0.0536,0.748,199.811,233173,4,13,1,2001-06-16,34,2000-01-01,98,79,5595153,1,['7slfeZO9LsJbWgpkIoXBUJ'],9,7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,2000,2001
Thank You In Advance,Boyz II Men,1qLDXxbJK1VLwS9jArwWnC,0.698,0.435,-6.876,1,0.0445,0.0897,0.0,0.275,0.208,119.988,251306,4,13,1,2000-12-30,40,2000-08-30,6,71,1927560,1,['6O74knDqdv3XaWtkII7Xjp'],1,6O74knDqdv3XaWtkII7Xjp,Boyz II Men,2000,2000
Stronger,Britney Spears,5QhBKPqsnX1uY9fZNaAtZg,0.7070000000000001,0.923,-3.957,1,0.0521,0.128,0.000437,0.273,0.8420000000000001,108.049,203000,4,9,1,2000-12-02,66,2000-05-16,109,83,7974170,1,['26dSoYclwsYLMAKD3tpOr4'],11,26dSoYclwsYLMAKD3tpOr4,Britney Spears,2000,2000
Give Me Just One Night (Una Noche),98º,1OvjOVieEsYqGiK1T3mUv9,0.5429999999999999,0.79,-6.145,1,0.0491,0.0513,3.55e-06,0.0981,0.655,123.631,205160,4,9,1,2000-08-19,43,2000-09-26,0,61,285844,1,['6V03b3Y36lolYP2orXn8mV'],0,6V03b3Y36lolYP2orXn8mV,98º,2000,2000
Absolutely (Story of a Girl) - Radio Mix,Nine Days,3mNecsYFb6LQg7822DPXCP,0.481,0.94,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493,189333,4,6,1,2000-05-06,67,2000-05-16,0,55,65320,1,['306JHpIRGVaQd6OltnOzUO'],7,306JHpIRGVaQd6OltnOzUO,Nine Days,2000,2000
My Everything,98º,0bz0nJ3SztnFRKfSwFbhC6,0.637,0.523,-7.802,1,0.0326,0.29600000000000004,0.0,0.101,0.238,125.979,231200,4,12,1,2000-12-09,50,2000-09-26,0,61,285844,1,['6V03b3Y36lolYP2orXn8mV'],4,6V03b3Y36lolYP2orXn8mV,98º,2000,2000
The Best Day,George Strait,5ApdBBa3MtTzpF0MbpB2NG,0.647,0.49,-5.044,1,0.0288,0.6759999999999999,0.0,0.231,0.298,132.336,204066,4,10,1,2000-01-29,45,2000-01-01,46,76,2215025,1,['5vngPClqofybhPERIqQMYd'],9,5vngPClqofybhPERIqQMYd,George Strait,2000,2000
Straight Up,Chanté Moore,74ZQQZAVOrd5sENv57jfCj,0.8640000000000001,0.8690000000000001,-3.602,1,0.129,0.255,0.000134,0.0469,0.93,100.011,220200,4,10,1,2000-10-28,45,2000-01-01,0,46,308479,1,['77OlE8SkEHDkJczfswzDFo'],1,77OlE8SkEHDkJczfswzDFo,Chanté Moore,2000,2000
Sleepwalker,The Wallflowers,5szl1EdOw3CuvItkpGuDHk,0.534,0.892,-5.04,0,0.028,0.000697,0.0,0.109,0.7490000000000001,128.834,211026,4,8,1,2000-10-28,42,2000-01-01,0,62,493854,1,['0jJNGWrpjGIHUdTTJiIYeB'],4,0jJNGWrpjGIHUdTTJiIYeB,The Wallflowers,2000,2000
Lay Low,Snoop Dogg,0YHI5hydPPth6J5UOzdLDX,0.87,0.653,-4.353,1,0.326,0.151,0.0,0.303,0.755,94.84,223000,4,8,1,2001-03-24,56,2000-01-01,25,87,8155327,5,"['7hJcb9fa4alzcOq3EaNPoG', '7zICaxnDB9ZprDSiFpvbbW', '1Oa0bMld0A3u5OTYfMzp5h', '3uISNNuONokIh21KiNharS', '51FyBBOW464toW099BsW8z']",0,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,2000,2001
Original Prankster,The Offspring,6gfDXAX85YWdVwxpbz0npv,0.664,0.877,-4.251,1,0.0334,0.000542,2.95e-05,0.284,0.961,146.804,220946,4,13,1,2000-11-25,61,2000-11-14,22,79,4535299,2,"['5LfGQac0EIXyAN8aUwmNAQ', '7xTKLpo7UCzXSnlH7fOIoM']",2,5LfGQac0EIXyAN8aUwmNAQ,The Offspring,2000,2000
Aaron's Party (Come Get It),Aaron Carter,4fF34Yf5KsfUbCORyLGpEj,0.944,0.8859999999999999,-4.121,1,0.135,0.0462,0.0,0.0429,0.912,117.03,204733,4,10,1,2000-08-26,43,2000-09-07,0,50,205131,1,['5338fdSzGNOFD4cxAxDTeq'],1,5338fdSzGNOFD4cxAxDTeq,Aaron Carter,2000,2000
Crawling,Linkin Park,57BrRMwf9LrcmuOsyGilwr,0.58,0.7020000000000001,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,208960,4,9,1,2001-08-11,73,2000-10-24,17,88,17132813,1,['6XyY86QOPPrYVGvF9ch6wz'],4,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2000,2001
911 (feat. Mary J. Blige),Wyclef Jean,28hgx2bWXcaBJeC9zVwrBq,0.747,0.6459999999999999,-9.185,1,0.191,0.273,3.7000000000000006e-06,0.0931,0.73,87.01100000000002,259333,4,10,1,2000-10-07,48,2000-08-14,0,75,2685911,2,"['7aBzpmFXB4WWpPl2F7RjBe', '1XkoF8ryArs86LZvFOkbyr']",7,7aBzpmFXB4WWpPl2F7RjBe,Wyclef Jean,2000,2000
Girls Dem Sugar,Beenie Man,3j8EEMm9kbPLqByuaHmUmQ,0.603,0.782,-4.832,1,0.162,0.118,0.0,0.363,0.731,124.303,257893,5,13,1,2000-10-21,57,2000-01-01,0,64,305818,2,"['4L3GTE04bW5N7azA9QPhjA', '3JoDRslbRb7yUqBktkRbrt']",2,4L3GTE04bW5N7azA9QPhjA,Beenie Man,2000,2000
Why They Call It Falling,Lee Ann Womack,5rJRKtJzm7qacwYEjsKav6,0.562,0.292,-10.377,1,0.0284,0.46,0.0,0.0926,0.235,128.701,215293,4,8,1,2001-07-21,25,2000-01-01,73,57,461975,1,['738OS3zrCO782uDiUN9pet'],4,738OS3zrCO782uDiUN9pet,Lee Ann Womack,2000,2001
Monica,Before Dark,6oF2p0mye6O6cexdEeRfDf,0.736,0.573,-7.404,0,0.0728,0.0374,0.0,0.0833,0.7020000000000001,87.992,244800,4,8,1,2000-05-20,13,2000-07-11,0,13,2088,1,['24oWuzi9YOuHwjX6WTTCob'],10,24oWuzi9YOuHwjX6WTTCob,Before Dark,2000,2000
Danger (Been So Long) featuring Nivea,Mystikal,0e42i89bY2NmPuVDtey8pg,0.92,0.861,-5.435,1,0.218,0.211,2.59e-05,0.0288,0.718,97.969,211400,4,11,1,2000-12-16,51,2000-09-26,18,61,361961,1,['3LIJJJkO7R5RasRwt7xIn5'],7,3LIJJJkO7R5RasRwt7xIn5,Mystikal,2000,2000
Shake Ya Ass,Mystikal,1jRzdY7oUBOhrylNtiMtBD,0.914,0.607,-5.658,1,0.32,0.0626,0.0,0.0515,0.6659999999999999,98.054,256973,4,11,1,2000-08-12,57,2000-09-26,0,61,361961,1,['3LIJJJkO7R5RasRwt7xIn5'],7,3LIJJJkO7R5RasRwt7xIn5,Mystikal,2000,2000
Bia' Bia',Lil Jon,1Un1dsZkA9cfZMLOXOyUBc,0.768,0.7,-8.021,1,0.305,0.00185,0.0,0.0901,0.659,79.99600000000002,302106,3,12,1,2001-08-25,45,2000-08-15,0,77,1083139,2,"['7sfl4Xt5KmfyDs2T3SVSMK', '79Pqjevn76nsm1KiEgWuyS']",1,7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,2000,2001
Best of Intentions,Travis Tritt,7v3BvPRQS4DcsDzYU0BiVd,0.659,0.468,-7.439,1,0.0232,0.363,0.0,0.0964,0.37,99.066,257399,4,15,1,2000-08-19,50,2000-10-01,0,69,817077,1,['2M4Yt7oKGoYd0wqU44k4i2'],8,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,2000,2000
That's What I'm Looking For,Da Brat,3hVNySmPHrzsrpwxL3j6vT,0.929,0.728,-5.524,1,0.102,0.344,0.0,0.055,0.961,130.076,221533,4,12,1,2000-02-26,32,2000-04-11,0,57,297798,1,['2I1bnmb9VQEQGKHxvr0gSf'],1,2I1bnmb9VQEQGKHxvr0gSf,Da Brat,2000,2000
"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",Various Artists,1msuiw6pnXYfxZ7Edyit9U,0.266,0.333,-9.876,1,0.031,0.59,0.0,0.121,0.0796,109.479,247040,4,11,1,2001-01-06,55,2000-01-01,0,69,1206033,1,['25NQNriVT2YbSW80ILRWJa'],10,25NQNriVT2YbSW80ILRWJa,Faith Hill,2000,2001
I Lost It,Kenny Chesney,2k6ahrUpg8CbeTjLocMQJ4,0.584,0.429,-9.289,1,0.028,0.23,0.0,0.0708,0.355,138.884,234160,4,11,1,2000-10-21,43,2000-09-25,69,77,3196265,1,['3grHWM9bx2E9vwJCdlRv9O'],3,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,2000,2000
Breathless,The Corrs,5OQGeJ1ceykovrykZsGhqL,0.607,0.82,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,207506,4,9,1,2001-01-27,69,2000-01-01,0,67,693779,1,['1VbWUxZTRNY2gw3qZ1tg9W'],11,1VbWUxZTRNY2gw3qZ1tg9W,The Corrs,2000,2001
Playas Gon' Play,3LW,3OWsm3HE35S9x3fgY8tbgh,0.6559999999999999,0.7240000000000001,-5.465,0,0.124,0.00395,4.98e-05,0.269,0.62,185.748,283533,4,14,1,2001-06-02,47,2000-11-06,25,49,379421,1,['2lFHVcUeJ9Gq6AZiU3ZAOa'],6,2lFHVcUeJ9Gq6AZiU3ZAOa,3LW,2000,2001
Shine,Lil Wayne,0lyYVubxulG0uUPOVCQj0Z,0.782,0.939,-4.51,1,0.1,0.146,0.00586,0.307,0.7490000000000001,96.02,304173,4,12,1,2001-09-22,38,2000-12-19,0,92,9723398,2,"['55Aa2cqylxrFIXC767Z865', '3zYfjygr9KAHu5Fw4JnzaM']",7,55Aa2cqylxrFIXC767Z865,Lil Wayne,2000,2001
It's A Great Day To Be Alive,Travis Tritt,3oW6SWwGqiZSPTiAp7ZQoH,0.595,0.653,-4.935,1,0.0265,0.246,0.0,0.264,0.542,128.93,241533,4,11,1,2001-03-03,70,2000-10-01,22,69,817077,1,['2M4Yt7oKGoYd0wqU44k4i2'],7,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,2000,2001
Wifey - Club Mix/Dirty Version,Next,1NNDZc9BHaWe9JqIsPRlNV,0.831,0.713,-6.9670000000000005,0,0.104,0.0678,0.0,0.0659,0.6829999999999999,99.584,243466,4,13,1,2000-05-27,58,2000-06-20,2,60,742990,1,['2MGT7CYlixSPxAnnkhLpaA'],7,2MGT7CYlixSPxAnnkhLpaA,Next,2000,2000
I Like It,Sammie,0IvTGWbNnCiUi9IOF7ye3F,0.826,0.6559999999999999,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,251040,4,7,1,2000-01-29,59,2000-01-01,0,66,416348,2,"['4p07QU02SrLsaORo25h2Lg', '1pJhCUTEZhR4nYeemYlkVz']",9,4p07QU02SrLsaORo25h2Lg,Sammie,2000,2000
Emotional,Carl Thomas,2qYIdNaktgtpaPHxDVMXbE,0.5479999999999999,0.542,-8.435,0,0.0409,0.544,0.0,0.14800000000000002,0.389,83.10600000000002,271867,4,10,1,2000-11-25,48,2000-04-18,29,54,427763,1,['6I6t21SFbxZ7RbQgD5dN7U'],1,6I6t21SFbxZ7RbQgD5dN7U,Carl Thomas,2000,2000
Badaboom (feat. Fabolous),B2K,2ZSp1BC7agz2TkgSATdi9U,0.812,0.626,-5.025,0,0.149,0.0238,0.000699,0.149,0.8109999999999999,96.006,221066,4,9,1,2003-12-20,47,2000-01-01,80,74,2184631,2,"['51d3rUlLuMh7EW09aMe7yj', '0YWxKQj2Go9CGHCp77UOyy']",4,51d3rUlLuMh7EW09aMe7yj,B2K,2000,2003
Modern Day Bonnie and Clyde,Travis Tritt,58rdbCe3SBJuJeWEJa8Htm,0.647,0.8740000000000001,-5.075,0,0.0337,0.101,1.7899999999999998e-05,0.277,0.918,89.727,284173,4,13,1,2002-03-30,60,2000-10-01,62,69,817077,1,['2M4Yt7oKGoYd0wqU44k4i2'],9,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,2000,2002
I Just Wanna Love U (Give It 2 Me),JAY-Z,0s46SltT4On0Z6kglK1I5c,0.8,0.922,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.8009999999999999,98.631,227866,4,9,1,2000-10-28,59,2000-10-31,37,87,5713670,1,['3nFkdlSjzX9mRTtwJOzDYB'],4,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,2000,2000
My First Love,Avant,1y2wM4Qxn27EOsQnhHYA3Q,0.643,0.368,-8.379,0,0.033,0.0237,1.35e-06,0.157,0.414,125.95,268515,4,15,1,2000-11-04,53,2000-05-09,20,60,1394062,2,"['0AunegKKH2ys98aLxq8G1A', '0KWcq2E8ejxp78jdfpCd4K']",11,0AunegKKH2ys98aLxq8G1A,Avant,2000,2000
"Someday Out Of The Blue (Theme From El Dorado) - From ""The Road To El Dorado"" Soundtrack",Elton John,1MtLyoONKfK41bQONcARsn,0.5710000000000001,0.83,-6.7570000000000014,1,0.046,0.265,0.0,0.0764,0.483,159.872,287933,4,12,1,2000-04-22,37,2000-01-01,10,86,6080115,1,['3PhoLpVuITZKcymswpck5b'],10,3PhoLpVuITZKcymswpck5b,Elton John,2000,2000
Oops!...I Did It Again,Britney Spears,6naxalmIoLFWR0siv8dnQQ,0.7509999999999999,0.8340000000000001,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4,10,1,2000-04-22,78,2000-05-16,71,83,7974170,1,['26dSoYclwsYLMAKD3tpOr4'],1,26dSoYclwsYLMAKD3tpOr4,Britney Spears,2000,2000
Good Morning Beautiful,Steve Holy,0eHT8N5YQglv8cYYizXvSw,0.565,0.5,-8.822000000000003,1,0.031,0.452,0.0,0.13699999999999998,0.242,70.984,210933,4,12,1,2001-12-01,54,2000-10-03,0,49,28087,1,['0iYwcf0XreyCAswJOJMOII'],7,0iYwcf0XreyCAswJOJMOII,Steve Holy,2000,2001
American Pie,Various Artists,1vo6TY0FyLRBTXohxvflhJ,0.631,0.7340000000000001,-7.48,0,0.036000000000000004,0.348,0.0,0.135,0.591,124.036,273533,4,12,1,2000-02-19,44,2000-01-01,0,81,4523105,1,['6tbjWDEIzxoDsBA1FuhfPW'],5,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2000,2000
Burn,Jo Dee Messina,1ALL0q76OjQeBvkLmD3Tbo,0.43,0.708,-6.8039999999999985,1,0.0351,0.133,0.0,0.238,0.35600000000000004,173.706,281426,4,11,1,2000-12-02,34,2000-08-01,65,60,464768,1,['3ltFy7g6KKQPPttsdOMlq3'],7,3ltFy7g6KKQPPttsdOMlq3,Jo Dee Messina,2000,2000
Here's to the Night,Eve 6,4tgeQrPu5xkrnwErym2JsJ,0.583,0.652,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.35200000000000004,97.469,249840,4,9,1,2001-06-09,57,2000-01-01,5,58,280738,1,['4Eqd24yS5YcxI8b6Xfuwr8'],7,4Eqd24yS5YcxI8b6Xfuwr8,Eve 6,2000,2001
Treat Her Like A Lady,Joe,2dw34jPD8ihGrP6z1LE6eQ,0.75,0.463,-6.99,0,0.0415,0.0581,0.0,0.0889,0.568,126.072,257773,4,12,1,2000-08-05,37,2000-04-18,31,69,1110451,1,['3zTOe1BtyTkwNvYZOxXktX'],5,3zTOe1BtyTkwNvYZOxXktX,Joe,2000,2000
There You Go,P!nk,6dJ2mSRaKE9ctYw9qWNGWQ,0.8220000000000001,0.847,-6.729,0,0.0916,0.0862,0.0,0.0452,0.667,107.906,202800,4,9,1,2000-03-04,56,2000-04-04,0,85,9614009,1,['1KCSPY1glIKqW2TotWuXOR'],10,1KCSPY1glIKqW2TotWuXOR,P!nk,2000,2000
No Me Dejes de Querer,Gloria Estefan,4sjOZ8ajmyXbKXkrriCAo9,0.703,0.889,-5.605,0,0.0974,0.313,0.0,0.534,0.8740000000000001,83.287,208426,4,7,1,2000-06-10,26,2000-05-12,0,69,459836,1,['5IFCkqu9J6xdWeYMk5I889'],10,5IFCkqu9J6xdWeYMk5I889,Gloria Estefan,2000,2000
If You're Gone,Matchbox Twenty,2f5N826udWfjT9iomeaBJt,0.544,0.659,-7.191,1,0.0298,0.4270000000000001,1.33e-06,0.126,0.361,109.933,274933,4,12,1,2000-10-21,66,2000-05-23,0,72,1693014,1,['3Ngh2zDBRPEriyxQDAMKd1'],9,3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,2000,2000
Back At One,Mark Wills,72MSivvHmzBcpSvcHRyf9b,0.627,0.451,-9.462,1,0.0275,0.174,0.0,0.0634,0.29100000000000004,129.872,246493,4,12,1,2000-01-15,41,2000-01-01,30,54,215975,1,['0dlwjJe4kg9TgOMN184bJF'],11,0dlwjJe4kg9TgOMN184bJF,Mark Wills,2000,2000
Turn Off The Light,Nelly Furtado,7sVvY1tEvk5VfitXX2PDOk,0.5870000000000001,0.679,-6.26,1,0.0927,0.0839,0.00031600000000000004,0.413,0.65,180.18400000000003,276106,4,11,1,2001-08-18,42,2000-01-01,0,78,2221744,1,['2jw70GZXlAI8QzWeY2bgRc'],2,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,2000,2001
Simple Kind Of Life,No Doubt,3CY7wjLc1CaAIrp9buEWhG,0.5760000000000001,0.8490000000000001,-5.199,1,0.0355,0.0678,0.0,0.278,0.482,119.999,256933,4,12,1,2000-07-01,47,2000-01-01,0,71,1751371,1,['0cQbJU1aAzvbEmTuljWLlF'],0,0cQbJU1aAzvbEmTuljWLlF,No Doubt,2000,2000
It's Gonna Be Me,*NSYNC,2AW37v0bDyuOzGP3XnmFuA,0.636,0.873,-4.672,0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,192426,4,9,1,2000-05-06,66,2000-03-21,0,73,1371493,1,['6Ff53KvcvAj5U7Z1vojB5o'],0,6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,2000,2000
That's When I Love You,Phil Vassar,1lhPhB8fdto7hvqCWljRm1,0.552,0.831,-4.819,1,0.0402,0.236,0.0,0.0907,0.604,111.061,208880,4,10,1,2002-02-23,36,2000-02-21,54,53,230471,1,['1XhhO2dTs2fKyhILj0aam6'],10,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,2000,2002
Most Girls,P!nk,635PqgECfFbL0MNLogX7Yv,0.742,0.732,-6.046,0,0.0311,0.0424,0.00444,0.101,0.695,97.923,298960,4,15,1,2000-08-12,54,2000-04-04,23,85,9614009,1,['1KCSPY1glIKqW2TotWuXOR'],2,1KCSPY1glIKqW2TotWuXOR,P!nk,2000,2000
Just Another Day In Paradise,Phil Vassar,4LlNoNZflek4hZyZigCxpW,0.596,0.706,-5.562,1,0.0262,0.35100000000000003,0.0,0.36,0.7040000000000001,146.088,233880,4,13,1,2000-09-30,61,2000-02-21,20,53,230471,1,['1XhhO2dTs2fKyhILj0aam6'],2,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,2000,2000
Be Like That,3 Doors Down,3PbHle8KhJp6GuO1jLdEmQ,0.487,0.7020000000000001,-6.0429999999999975,1,0.0238,0.00528,4.97e-06,0.129,0.306,95.982,265906,4,11,1,2001-07-28,60,2000-01-01,73,74,2935121,1,['2RTUTCvo6onsAnheUk3aL9'],7,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2000,2001
Everything's Not Lost - Includes Hidden Track 'Life Is For Living',Coldplay,1RNtm45kw0hPMBz7gKiIYu,0.374,0.456,-7.35,0,0.0368,0.10400000000000001,0.000176,0.19699999999999998,0.0763,135.643,436440,4,15,1,2008-07-05,57,2000-07-10,86,90,27688711,1,['4gzpq5DPGxSnKTe4SA8HAU'],6,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2000,2008
Guilty Until Proven Innocent,JAY-Z,2mipgXZMxEju9GLP7U1LOp,0.797,0.586,-4.9910000000000005,0,0.25,0.00398,0.0,0.0523,0.414,99.085,295960,4,16,1,2001-04-07,36,2000-10-31,58,87,7872685,2,"['3nFkdlSjzX9mRTtwJOzDYB', '2mxe0TnaNL039ysAj51xPQ']",1,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,2000,2001
There Is No Arizona,Jamie O'Neal,7Hgcw6qYU1ukRdRGvEkJk3,0.467,0.619,-6.046,0,0.0345,0.21600000000000005,0.0,0.0886,0.34600000000000003,167.907,236106,4,12,1,2000-12-23,44,2000-01-01,0,46,83486,1,['6sQVeggRv1AhrMzuCjhCZe'],8,6sQVeggRv1AhrMzuCjhCZe,Jamie O'Neal,2000,2000
American Child,Phil Vassar,3BcGTyGnofcaQlxEaHyuPD,0.397,0.685,-5.815,1,0.0277,0.252,0.0,0.157,0.44299999999999995,168.12099999999995,189373,3,10,1,2002-08-24,30,2000-01-01,75,53,230332,1,['1XhhO2dTs2fKyhILj0aam6'],2,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,2000,2002
In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.8640000000000001,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4,7,1,2001-11-03,84,2000-10-24,29,88,17132813,1,['6XyY86QOPPrYVGvF9ch6wz'],3,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2000,2001
I Wish,Carl Thomas,3lqT89gv8p3PYwXtr3ODjv,0.736,0.6659999999999999,-4.9289999999999985,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760,4,9,1,2000-03-25,53,2000-04-18,0,54,427763,1,['6I6t21SFbxZ7RbQgD5dN7U'],1,6I6t21SFbxZ7RbQgD5dN7U,Carl Thomas,2000,2000
Nothing As It Seems,Pearl Jam,1pNSYQkmeFSqsSOGwwxs5L,0.241,0.508,-9.791,1,0.0275,0.0362,0.599,0.16699999999999998,0.0445,140.627,321293,4,14,1,2000-05-13,43,2000-05-16,21,81,6150552,1,['1w5Kfo2jwwIPruYS2UWh56'],9,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,2000,2000
What I Need to Do,Kenny Chesney,203F5fqdu8WK880DM2cqVe,0.622,0.428,-10.146,1,0.0338,0.4320000000000001,1.2e-05,0.119,0.229,77.127,244293,4,13,1,2000-04-01,42,2000-09-25,52,77,3196265,1,['3grHWM9bx2E9vwJCdlRv9O'],8,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,2000,2000
Mr. Too Damn Good,Gerald Levert,0ayO9HLU8fRymoiFMVHqy3,0.804,0.322,-10.001,1,0.0344,0.354,0.0,0.151,0.31,115.17,271560,4,14,1,2000-03-18,42,2000-03-07,11,51,572526,1,['7BLOa6FxCbMnowidkQfLIA'],1,7BLOa6FxCbMnowidkQfLIA,Gerald Levert,2000,2000
Liar,Profyle,18jS43nfrzTvN68Q9tkjDh,0.6940000000000001,0.617,-3.559,0,0.049,0.226,0.0,0.247,0.305,114.064,297893,4,9,1,2000-09-16,33,2000-01-01,0,26,41596,1,['4WC2Edj7Ruq94JH2jkC5hB'],10,4WC2Edj7Ruq94JH2jkC5hB,Profyle,2000,2000
Walking Away,Craig David,3R7fjB38qajI6JR69y5k4e,0.596,0.6859999999999999,-6.371,0,0.0345,0.196,0.0,0.121,0.815,172.835,204866,4,9,1,2002-05-25,62,2000-08-21,47,74,619375,1,['2JyWXPbkqI5ZJa3gwqVa0c'],9,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,2000,2002
Southern Hospitality (Featuring Pharrell),Ludacris,4cNhx6OO1XpvwT6xZnb83B,0.623,0.8959999999999999,-4.7189999999999985,1,0.247,0.035,0.0,0.0941,0.613,95.158,300933,4,16,1,2001-01-20,54,2000-01-01,16,83,5265858,2,"['3ipn9JLAPI5GUEo4y4jcoi', '2RdwBSPQiwcmiDo9kixcl8']",0,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,2000,2001
Fill Me In,Craig David,0UzsDmdpw0Q14KU4hieQss,0.6829999999999999,0.748,-6.981,1,0.0366,0.373,0.00881,0.06,0.828,132.486,257200,4,11,1,2001-06-09,60,2000-08-21,0,74,619375,1,['2JyWXPbkqI5ZJa3gwqVa0c'],8,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,2000,2001
Free,Mýa,50ShPJPVADSc24TUQw3nRN,0.785,0.784,-6.2079999999999975,0,0.0578,0.0135,3.18e-05,0.07,0.653,108.013,318733,4,12,1,2001-02-03,32,2000-01-01,0,67,858387,1,['6lHL3ubAMgSasKjNqKb8HF'],11,6lHL3ubAMgSasKjNqKb8HF,Mýa,2000,2001
It Feels So Good,Sonique,4Y8q64VnhD0vFYy9g2WFpi,0.634,0.677,-7.278,0,0.0304,0.0117,0.00103,0.126,0.5579999999999999,135.012,240866,4,9,1,2000-01-22,62,2000-08-24,0,53,32154,1,['5xtqw2B8z8JGfDYi2eAZHI'],5,5xtqw2B8z8JGfDYi2eAZHI,Sonique,2000,2000
Wobble Wobble,504 Boyz,6frPth5B1zneT8EV71ZO0V,0.851,0.7020000000000001,-5.6179999999999986,1,0.28300000000000003,0.00296,0.0,0.36,0.331,170.014,214533,4,10,1,2000-04-15,43,2000-05-02,0,43,46423,1,['5ILgJERmX20rZuVVDQ7z5P'],7,5ILgJERmX20rZuVVDQ7z5P,504 Boyz,2000,2000
Hanging By A Moment,Lifehouse,0wqOReZDnrefefEsrIGeR4,0.541,0.8640000000000001,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,216066,4,9,1,2001-02-10,65,2000-01-01,0,70,1519680,1,['5PokPZn11xzZXyXSfnvIM3'],1,5PokPZn11xzZXyXSfnvIM3,Lifehouse,2000,2001
Follow Me,Uncle Kracker,4KoecuyOpZaNFZ0UqVsllc,0.8170000000000001,0.585,-4.688,1,0.0301,0.439,0.0,0.147,0.916,105.014,218439,4,10,1,2001-03-10,72,2000-06-13,0,68,437782,1,['2DnqqkzzDKm3vAoyHtn8So'],5,2DnqqkzzDKm3vAoyHtn8So,Uncle Kracker,2000,2001
Baby U Are,Gerald Levert,4z9aQnKnoM0cDrLkUXdbPr,0.657,0.537,-7.825,0,0.199,0.0196,5.55e-06,0.102,0.636,172.21200000000005,317066,4,16,1,2000-08-19,34,2000-03-07,19,51,572526,1,['7BLOa6FxCbMnowidkQfLIA'],6,7BLOa6FxCbMnowidkQfLIA,Gerald Levert,2000,2000
A Little Gasoline,Terri Clark,3YAYui2FXhYxjK88359km2,0.629,0.655,-3.798,1,0.0302,0.103,0.0,0.12,0.764,76.7,188640,4,7,1,2000-12-16,25,2000-09-19,8,48,337005,1,['0HLOP0AdsaWe5Pt5TNueGC'],2,0HLOP0AdsaWe5Pt5TNueGC,Terri Clark,2000,2000
Ms. Jackson,OutKast,0I3q5fE6wg7LIfHGngUTnV,0.843,0.8059999999999999,-5.9460000000000015,0,0.269,0.14300000000000002,0.0,0.0771,0.613,94.948,270506,4,12,1,2000-11-11,79,2000-10-31,8,79,1484634,1,['1G9G7WwrXka3Z1r7aIDjI7'],4,1G9G7WwrXka3Z1r7aIDjI7,OutKast,2000,2000
