name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name
WHAT'S GOOD,"Tyler, The Creator",6bOkaEXc5CopinGazSLokx,0.458,0.909,-6.553,1,0.487,0.0567,4.26e-06,0.11,0.449,118.227,205626,4,7,1,2019-06-01,63,2019-05-17,0,85,5273013,1,['4V8LLVI7PbaPR0K2TGSxFF'],1,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator"
What If I Never Get Over You,Lady A,0qkdE1C0ufnUISKwhg8Wh6,0.5760000000000001,0.7240000000000001,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,206597,4,8,1,2019-06-01,70,2019-11-15,1,75,3090515,1,['32WkQRZEVKSzVAAYqukAEA'],0,32WkQRZEVKSzVAAYqukAEA,Lady A
PUPPET,"Tyler, The Creator",0wEC0GNF74lAqrEFZJMl1m,0.508,0.557,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013,4,8,1,2019-06-01,64,2019-05-17,0,85,5273013,1,['4V8LLVI7PbaPR0K2TGSxFF'],8,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator"
Weather the Storm (feat. Meek Mill & Lil Baby),DJ Khaled,6xVhqLT40s5sVhepe9Mckc,0.515,0.802,-2.655,0,0.28300000000000003,0.18,0.0,0.241,0.279,76.069,153337,4,8,1,2019-06-01,52,2019-05-17,265,95,15163330,3,"['0QHgL1lAIqAw0HtD7YldmP', '20sxb77xiYeusSH8cVdatc', '5f7VJjfbwm532GiveGC0ZK']",2,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled
I Don't Care (with Justin Bieber),Ed Sheeran,3HVWdVOQ0ZA45FuZGSfvns,0.7979999999999999,0.675,-5.041,1,0.0442,0.0912,0.0,0.0894,0.8420000000000001,101.956,219946,4,11,1,2019-05-25,83,2019-05-10,314,96,110927187,2,"['6eUKZXaKkcviH0Ku9w2n3V', '1uNFoZAHBGtllmzznpCI3s']",6,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran
Triggered (freestyle),Jhené Aiko,3zPgAKn5tbmCuCKrR3r7qE,0.485,0.389,-10.765,1,0.298,0.799,0.0,0.146,0.391,93.175,209933,4,12,1,2019-05-25,68,2020-03-06,0,84,3805187,1,['5ZS223C6JyBfXasXxrRqOk'],0,5ZS223C6JyBfXasXxrRqOk,Jhené Aiko
Soltera - Remix,Lunay,1c0hsvHLELX6y8qymnpLKL,0.795,0.7829999999999999,-4.271,1,0.0432,0.361,0.0,0.4370000000000001,0.799,92.01,266086,4,13,1,2019-05-25,77,2019-05-10,0,99,50170426,3,"['47MpMsUfWtgyIIBEFOr4FE', '4VMYDCV2IEDYJArk749S6m', '4q3ewBCX7sLwd24euuV69X']",5,47MpMsUfWtgyIIBEFOr4FE,Lunay
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,-5.6789999999999985,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,182160,4,10,1,2019-05-25,91,2019-05-17,1,89,5636415,1,['4GNC7GD6oZMSxPGyXy4MNB'],1,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi
Juice,Lizzo,0k664IuFwVP557Gnx7RhIl,0.767,0.889,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,195144,4,10,1,2019-05-25,77,2019-04-19,1,80,3305618,1,['56oDRnqbIiwx4mymNEv7dS'],7,56oDRnqbIiwx4mymNEv7dS,Lizzo
If I Can't Have You,Shawn Mendes,6LsAAHotRLMOHfCsSfYCsz,0.6920000000000001,0.809,-4.198,1,0.0602,0.524,0.0,0.147,0.8640000000000001,123.911,190800,4,9,1,2019-05-18,80,2019-05-03,208,91,29729353,1,['7n2wHs1TKAczGzO7Dd2rGr'],2,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes
Homicide (feat. Eminem),Logic,7M2tXmeS15NAzEn7ABFeBg,0.6940000000000001,0.759,-5.6670000000000025,0,0.398,0.13699999999999998,0.0,0.16699999999999998,0.77,140.055,245386,4,11,1,2019-05-18,75,2019-05-10,69,94,44057754,2,"['4xRYI6VqpkE3UwrDrAZL8L', '7dGJo4pcD2V6oG8kP0tJRR']",10,4xRYI6VqpkE3UwrDrAZL8L,Logic
Truth Hurts,Lizzo,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,-3.0460000000000003,0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,173325,4,9,1,2019-05-18,79,2019-04-19,0,80,3305618,1,['56oDRnqbIiwx4mymNEv7dS'],4,56oDRnqbIiwx4mymNEv7dS,Lizzo
Beer Never Broke My Heart,Luke Combs,7aEtlGHoiPAfRB084NiDmx,0.5379999999999999,0.863,-4.4830000000000005,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,4,11,1,2019-05-18,78,2019-11-08,113,88,3741333,1,['718COspgdWOnwOFpJHRZHS'],1,718COspgdWOnwOFpJHRZHS,Luke Combs
"Go Loko (feat. Tyga, Jon Z)",YG,1kK6DwzyXJSp58u5HYWwuD,0.88,0.67,-5.1770000000000005,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,299226,4,15,1,2019-05-18,74,2019-05-24,104,89,10875953,3,"['0A0FS04o6zMoto8OKPsDwY', '5LHRHt1k9lMyONurDHEdrp', '5bWUlnPx9OYKsLiUJrhCA1']",2,0A0FS04o6zMoto8OKPsDwY,YG
MIDDLE CHILD,PnB Rock,4AEzAEnbm9uRgbmTdeI63K,0.75,0.5670000000000001,-6.4,1,0.48,0.13699999999999998,0.0,0.109,0.398,151.895,151574,4,8,1,2019-05-18,68,2019-05-02,19,93,25637505,2,"['21WS9wngs9AqFckK7yYJPM', '15UsOTVnJzReFVN1VCnxy4']",0,21WS9wngs9AqFckK7yYJPM,PnB Rock
All To Myself,Dan + Shay,08tq1XcHwVt5PHXUo87i0D,0.6459999999999999,0.7809999999999999,-4.6160000000000005,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,4,7,1,2019-05-18,70,2018-06-22,140,81,1941556,1,['7z5WFjZAIYejWy0NI5lv4T'],1,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay
Paradise,Bazzi,0Rx0DJI556Ix5gBny6EWmn,0.8440000000000001,0.644,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038,4,8,1,2019-05-18,78,2019-08-09,61,83,3804585,1,['4GvEc3ANtPPjt1ZJllr5Zl'],11,4GvEc3ANtPPjt1ZJllr5Zl,Bazzi
Die Young,Roddy Ricch,3wLtYwtqvKK2ewelSVPeDK,0.688,0.6559999999999999,-5.541,0,0.276,0.218,0.0,0.115,0.365,160.414,157656,4,6,1,2019-05-18,71,2018-11-02,0,91,4680206,1,['757aE44tKEUQEqRuT6GnEB'],4,757aE44tKEUQEqRuT6GnEB,Roddy Ricch
Floating (feat. 21 Savage),ScHoolboy Q,4NN6N5TxBO5k9uqu0W4gfQ,0.906,0.545,-4.977,0,0.344,0.181,0.0,0.091,0.5429999999999999,139.93200000000002,186826,4,11,1,2019-05-11,67,2019-04-26,66,91,12051943,2,"['5IcR3N7QB1j6KBL8eImZ8m', '1URnnhqYAYcrqrcwql10ft']",11,5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q
Baila Baila Baila - Remix,Ozuna,7mWFF4gPADjTQjC97CgFVt,0.785,0.5720000000000001,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,235284,4,11,1,2019-05-11,74,2019-04-25,37,98,92652755,5,"['1i8SpTcr7yvPOmcqrbnVXY', '4VMYDCV2IEDYJArk749S6m', '1vyhD5VmyZ7KMfW5gqLgo5', '329e4yvIujISKGKz1BZZbO', '2R21vXR83lH98kGeO99Y66']",2,1i8SpTcr7yvPOmcqrbnVXY,Ozuna
Light It Up (with Tyga & Chris Brown),Marshmello,4Q8aDd3H6LF8t4eY7So9O8,0.81,0.625,-3.593,0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,137448,4,10,1,2019-05-11,63,2019-04-25,106,92,46143164,3,"['64KEffDW9EtZ1y2vBYgq8T', '5LHRHt1k9lMyONurDHEdrp', '7bXgB6jMjp9ATFy66eO08Z']",11,64KEffDW9EtZ1y2vBYgq8T,Marshmello
Power is Power (feat. The Weeknd & Travis Scott),Game of Thrones,4cbdPT6uaBOgOQe3fLMofl,0.507,0.644,-7.485,1,0.0641,0.00413,0.0,0.217,0.172,179.91299999999995,211266,4,11,1,2019-05-11,68,2019-04-26,0,96,42826427,4,"['7tYKF4w9nC0nq9CsPZTHyP', '1Xyo4u8uXC1ZmMpatF05PJ', '0Y5tJX1MQlPlqiwlOH1tJY', '22JdJVovP3pV9XkGTih01c']",4,7tYKF4w9nC0nq9CsPZTHyP,Game of Thrones
Knockin' Boots,Luke Bryan,6ERR6e7h6wCqGoz1TjiUJb,0.7390000000000001,0.682,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,199382,4,11,1,2019-05-11,72,2019-03-29,464,80,5820013,1,['0BvkDsjIUla7X0k6CSWh1I'],2,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan
Love Me Anyway (feat. Chris Stapleton),P!nk,0pwdJLLVxlJa1lnR9UeMZY,0.368,0.321,-5.904,1,0.0272,0.769,0.0,0.135,0.0673,139.001,188120,4,11,1,2019-05-11,59,2019-04-26,583,85,12307585,2,"['1KCSPY1glIKqW2TotWuXOR', '4YLtscXsxbVgi031ovDDdh']",3,1KCSPY1glIKqW2TotWuXOR,P!nk
Earth,Lil Dicky,2S1LebN6AXXQqJolBxlWgO,0.6940000000000001,0.664,-4.649,1,0.05,0.639,0.0,0.0929,0.6759999999999999,95.941,281500,4,12,1,2019-05-04,69,2019-04-18,39,72,1725435,1,['1tqhsYv8yBBdwANFNzHtcr'],2,1tqhsYv8yBBdwANFNzHtcr,Lil Dicky
Before I Let Go - Homecoming Live Bonus Track,Beyoncé,7LikBkHerFGZ58QHVOKp1t,0.713,0.8420000000000001,-5.424,0,0.0984,0.0686,0.0,0.341,0.435,102.968,240776,4,15,1,2019-05-04,59,2019-04-17,0,90,24945998,1,['6vWDO969PvNqNYHIOW5v0m'],6,6vWDO969PvNqNYHIOW5v0m,Beyoncé
Slide (feat. Blueface & Lil Tjay),French Montana,40Zb4FZ6nS1Hj8RVfaLkCV,0.532,0.7040000000000001,-3.895,0,0.26,0.093,0.0,0.184,0.591,96.004,186344,4,8,1,2019-05-04,60,2019-04-16,117,88,8786764,3,"['6vXTefBL93Dj5IqAWq6OTv', '3Fl1V19tmjt57oBdxXKAjJ', '6jGMq4yGs7aQzuGsMgVgZR']",5,6vXTefBL93Dj5IqAWq6OTv,French Montana
Love Someone,Brett Eldredge,43CFDpciGFDm226POTLEXU,0.423,0.813,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,211720,4,10,1,2019-05-04,63,2017-08-04,107,70,1197938,1,['0qSX3s5pJnAlSsgsCne8Cz'],9,0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2Rk4JlNc2TPmZe2af99d45,0.61,0.83,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4,9,1,2019-05-04,80,2019-08-23,879,95,43646633,3,"['06HL4z0CvFAxyc27GXpf02', '6eYFryfcEu3QSq59D62wZQ', '20JZFwl6HVl6yg8a4H3ZqK']",0,06HL4z0CvFAxyc27GXpf02,Taylor Swift
Boy With Luv (feat. Halsey),BTS,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,-4.757,0,0.0965,0.0923,0.0,0.192,0.7979999999999999,119.991,229773,4,9,1,2019-04-27,84,2019-04-12,24,97,37333426,2,"['3Nrfpe0tUJi4K4DXYWgMUX', '26VFTg2z8YR0cCuwLzESi2']",11,3Nrfpe0tUJi4K4DXYWgMUX,BTS
Sanguine Paradise,Lil Uzi Vert,3XiNC94b4Tq1xwv70sQJGN,0.7290000000000001,0.603,-6.7360000000000015,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,12,1,2019-04-27,77,2019-04-09,133,92,10057653,1,['4O15NlyKLIASxsJ0PrXPfz'],6,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert
Blue on Black,Five Finger Death Punch,0JHREzo9WzIP4vyybhSKPa,0.448,0.871,-4.9110000000000005,1,0.0349,0.00182,1.7199999999999998e-05,0.0832,0.404,156.049,274615,4,10,1,2019-04-27,63,2019-04-12,1,81,6970831,4,"['5t28BP42x2axFnqOOMg3CM', '2NcbLU1bW55eahD0UgD7U3', '5q8HGNo0BjLWaTAhRtbwxa', '1riHqX633Kup3mJAw8WR8p']",7,5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch
SOS (feat. Aloe Blacc),Avicii,2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4,9,1,2019-04-27,77,2019-06-06,99,86,19040177,2,"['1vCWHaC5f2uS3yhpwWbIA6', '0id62QV2SZZfvBn9xpmuCl']",5,1vCWHaC5f2uS3yhpwWbIA6,Avicii
That's a Rack,Lil Uzi Vert,4pCEIQ6wBVuaJdER5bALtO,0.852,0.4320000000000001,-8.04,0,0.501,0.0599,0.0,0.146,0.258,140.042,236571,4,13,1,2019-04-27,66,2019-04-09,133,92,10057653,1,['4O15NlyKLIASxsJ0PrXPfz'],1,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert
Love Ain't,Eli Young Band,6uVzeU47Qzg0rrMneP5BNg,0.6,0.851,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,186118,4,7,1,2019-04-27,69,2018-05-25,96,66,603334,1,['6eKWqnckwdIlSnjaYgIyxv'],11,6eKWqnckwdIlSnjaYgIyxv,Eli Young Band
Make It Right (feat. Lauv),BTS,314ZkcV7oLWG8yWE7LABvH,0.584,0.685,-7.811,1,0.425,0.0304,0.0,0.189,0.345,97.551,226321,4,11,1,2019-04-27,75,2019-10-18,24,97,28304704,2,"['3Nrfpe0tUJi4K4DXYWgMUX', '5JZ7CnR6gTvEMKX4g70Amv']",7,3Nrfpe0tUJi4K4DXYWgMUX,BTS
"Hey Look Ma, I Made It",Panic! At The Disco,22oEJW6r2rMb9z4IntfyEa,0.5770000000000001,0.833,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169666,4,6,1,2019-04-27,73,2018-06-22,116,85,10094057,1,['20JZFwl6HVl6yg8a4H3ZqK'],5,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco
Cool,Jonas Brothers,7yfi8B8opXjnRh4VZnOkz9,0.6829999999999999,0.598,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,167106,4,6,1,2019-04-20,70,2019-06-07,107,83,4651249,1,['7gOdHgIoIKoe4i9Tta6qdD'],0,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers
Kill This Love,BLACKPINK,18PergoIrGmRyeYxnaXJN2,0.738,0.861,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4,12,1,2019-04-20,79,2019-04-05,1,94,16389705,1,['41MozSoPIsD1dJM0CLPjZF'],2,41MozSoPIsD1dJM0CLPjZF,BLACKPINK
Outta My Head (with John Mayer),Khalid,09oZ9eXQ2fo6YDrPzJqAoP,0.7290000000000001,0.545,-7.818,1,0.0316,0.0174,0.00027400000000000005,0.369,0.514,103.012,177066,4,8,1,2019-04-20,70,2019-04-05,195,93,17591766,2,"['6LuN9FCkKOj5PcnpouEgny', '0hEurMDQu99nJRq8pTxO14']",0,6LuN9FCkKOj5PcnpouEgny,Khalid
Bad Luck,Khalid,2vsuel3g4zaLYSOY0mOMbi,0.4320000000000001,0.52,-5.515,0,0.0548,0.277,0.371,0.138,0.303,164.047,231653,4,10,1,2019-04-20,65,2019-04-05,195,93,12822877,1,['6LuN9FCkKOj5PcnpouEgny'],1,6LuN9FCkKOj5PcnpouEgny,Khalid
Right Back (feat. A Boogie Wit Da Hoodie),Khalid,6PYnUsNEpYC7A4BS2sjw3L,0.7859999999999999,0.428,-10.011,0,0.31,0.0933,1.1e-06,0.156,0.556,97.001,254999,4,8,1,2019-04-20,69,2019-08-13,195,93,18004113,2,"['6LuN9FCkKOj5PcnpouEgny', '31W5EY0aAly4Qieq6OFu6I']",5,6LuN9FCkKOj5PcnpouEgny,Khalid
Inmortal,Romeo Santos,2swZ0X1njeU32SNJeBKIfW,0.77,0.775,-4.65,0,0.0349,0.17800000000000002,0.0,0.0651,0.848,124.013,256440,4,11,1,2019-04-20,71,2019-04-05,31,80,4133052,1,['1qto4hHid1P71emI6Fd8xi'],8,1qto4hHid1P71emI6Fd8xi,Romeo Santos
Big Ole Freak,Megan Thee Stallion,3YEbLhXRDPTtctnb3ddg8g,0.799,0.6990000000000001,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.97899999999996,214850,4,11,1,2019-04-20,68,2018-12-21,1,90,2380037,1,['181bsRPaVXVlUKXrxwZfHK'],2,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion
Victory Lap (feat. Stacy Barthe),Nipsey Hussle,6hkQ6OQ6nhe7QCckH91aGa,0.597,0.755,-2.209,0,0.052000000000000005,0.0423,0.0,0.5820000000000001,0.0467,89.146,238333,4,11,1,2019-04-20,63,2018-02-16,1,76,1769938,2,"['0EeQBlQJFiAfJeVN2vT9s0', '0yq6uHIfFks9yOURUuCITV']",4,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194087,4,7,1,2019-04-13,88,2019-03-29,59,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],7,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
xanny,Billie Eilish,4QIo4oxwzzafcBWkKjDpXY,0.521,0.125,-17.832,1,0.239,0.7509999999999999,0.00207,0.265,0.0528,111.554,243725,4,6,1,2019-04-13,77,2019-03-29,59,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],9,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
my strange addiction,Billie Eilish,3Tc57t9l2O8FwQZtQOvPXK,0.939,0.305,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4,9,1,2019-04-13,77,2019-03-29,59,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],8,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,6ya8ejoKgw906Y8LWclqrp,0.6709999999999999,0.833,-5.152,0,0.395,0.0825,0.0,0.0726,0.7020000000000001,79.351,233277,4,12,1,2019-04-13,70,2019-02-15,0,91,6456682,3,"['0EeQBlQJFiAfJeVN2vT9s0', '757aE44tKEUQEqRuT6GnEB', '6q3p11nP1p80Ey6LrOOSed']",5,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
all the good girls go to hell,Billie Eilish,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,-8.922,0,0.3720000000000001,0.28300000000000003,0.14300000000000002,0.177,0.569,185.044,168839,4,6,1,2019-04-13,79,2019-03-29,59,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],8,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
i love you,Billie Eilish,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,-18.435,1,0.0382,0.952,0.004529999999999999,0.109,0.12,137.446,291796,4,12,1,2019-04-13,82,2019-03-29,59,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],0,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
God's Country,Blake Shelton,1dyxS3YzBbL0t8rEVwVQ1K,0.5379999999999999,0.752,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205106,4,11,1,2019-04-13,74,2019-03-29,515,78,5380125,1,['1UTPBmNbXNTittyMJrNkvw'],10,1UTPBmNbXNTittyMJrNkvw,Blake Shelton
ilomilo,Billie Eilish,7qEKqBCD2vE5vIBsrUitpD,0.855,0.423,-15.044,0,0.0585,0.7240000000000001,0.469,0.0896,0.5720000000000001,120.02,156370,4,9,1,2019-04-13,76,2019-03-29,59,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],5,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
listen before i go,Billie Eilish,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,-23.023000000000003,1,0.045,0.935,0.00384,0.388,0.08199999999999999,79.764,242652,3,9,1,2019-04-13,78,2019-03-29,59,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],0,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,4iVD0fTHGxV9JWloujsL3s,0.604,0.436,-8.32,1,0.188,0.0544,0.000242,0.162,0.239,107.978,361280,4,19,1,2019-04-13,70,2018-02-16,0,76,2308844,3,"['0EeQBlQJFiAfJeVN2vT9s0', '0FOWNUFHPnMy0vOw1siGqi', '3s8alQfNnY0roAHaJh7Xxt']",2,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
MONOPOLY (with Victoria Monét),Ariana Grande,6tsOcBnaKgzK22yEiqRh8P,0.892,0.507,-8.282,1,0.378,0.7040000000000001,3.14e-05,0.109,0.695,143.96,158586,4,6,1,2019-04-13,70,2019-04-01,372,99,52777300,2,"['66CXWjxzNUsdJxJ2JdwvnR', '63XBtGSEZINSyXylZxEUbv']",0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
8,Billie Eilish,6X29iaaazwho3ab7GNue5r,0.735,0.235,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.44600000000001,173201,4,7,1,2019-04-13,74,2019-03-29,59,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],3,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
Last Time That I Checc'd (feat. YG),Nipsey Hussle,39xWBHPM4E9MwzEy5gbM7p,0.711,0.746,-4.224,1,0.253,0.0289,0.0,0.371,0.279,96.024,225573,4,9,1,2019-04-13,65,2018-02-16,0,84,4135082,2,"['0EeQBlQJFiAfJeVN2vT9s0', '0A0FS04o6zMoto8OKPsDwY']",1,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
Suge,DaBaby,2gwkD6igEhQbDQegRCcdoB,0.8759999999999999,0.662,-6.482,0,0.426,0.0608,0.0,0.127,0.8440000000000001,75.445,163320,4,9,1,2019-04-13,79,2019-03-01,3,95,4798149,1,['4r63FhuTkUYltbVAg5TQnk'],2,4r63FhuTkUYltbVAg5TQnk,DaBaby
Dedication (feat. Kendrick Lamar),Nipsey Hussle,6fIjnWrv46njJHLDAY2JdC,0.512,0.7340000000000001,-5.448,0,0.438,0.431,0.0,0.226,0.168,93.995,245813,4,9,1,2019-04-13,65,2018-02-16,0,90,17513368,2,"['0EeQBlQJFiAfJeVN2vT9s0', '2YZyLoL8N0Wb9xBt1NhZWg']",8,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
Price On My Head (feat. The Weeknd),NAV,4hqOmrCCJKyiuwDexd8c2t,0.768,0.574,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949,217775,4,11,1,2019-04-06,65,2019-03-26,8,96,27770649,2,"['7rkW85dBwwrJtlHRDkJDAC', '1Xyo4u8uXC1ZmMpatF05PJ']",6,7rkW85dBwwrJtlHRDkJDAC,NAV
Confessions of a Dangerous Mind,Logic,6yIGZp1AaFBoDczu3b4hVU,0.8059999999999999,0.7559999999999999,-4.093,0,0.208,0.385,0.0,0.11,0.637,141.97,283866,4,12,1,2019-04-06,63,2019-05-10,68,85,5002853,1,['4xRYI6VqpkE3UwrDrAZL8L'],7,4xRYI6VqpkE3UwrDrAZL8L,Logic
Tap (feat. Meek Mill),NAV,5rU6kDNXZLXIinFezpbWbO,0.901,0.6759999999999999,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.01799999999999,148278,4,4,1,2019-04-06,71,2019-03-26,8,90,6766585,2,"['7rkW85dBwwrJtlHRDkJDAC', '20sxb77xiYeusSH8cVdatc']",2,7rkW85dBwwrJtlHRDkJDAC,NAV
Pop Out (feat. Lil Tjay),Polo G,6uFn47ACjqYkc0jADwEdj1,0.772,0.639,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560,4,6,1,2019-04-06,82,2019-06-07,1,90,4353979,2,"['6AgTAQt8XS6jRWi4sX7w49', '6jGMq4yGs7aQzuGsMgVgZR']",1,6AgTAQt8XS6jRWi4sX7w49,Polo G
Last Hurrah,Bebe Rexha,0i0wnv9UoFdZ5MfuFGQzMy,0.514,0.618,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259,150333,4,8,1,2019-04-06,70,2019-02-15,63,85,5750430,1,['64M6ah0SkkRsnPGtGiRAbb'],11,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha
Numb Numb Juice,ScHoolboy Q,6tByydPskASjm9jTPkNQq0,0.885,0.4920000000000001,-6.015,1,0.3670000000000001,0.00172,7.79e-05,0.081,0.203,156.958,107146,4,6,1,2019-03-30,68,2019-04-26,65,80,3387001,1,['5IcR3N7QB1j6KBL8eImZ8m'],1,5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q
Sally Walker,Iggy Azalea,1bPoQ1zaUWZmiYrckwfulU,0.905,0.4920000000000001,-8.953,0,0.0936,0.0177,0.0,0.0994,0.605,140.076,178993,4,8,1,2019-03-30,62,2019-07-19,118,76,5159159,1,['5yG7ZAZafVaAlMTeBybKAL'],8,5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea
SLOW DANCING IN THE DARK,Joji,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,-7.457999999999997,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209273,4,10,1,2019-03-30,85,2018-10-26,0,90,3580913,1,['3MZsBdqDrRTJihTHQrO6Dq'],3,3MZsBdqDrRTJihTHQrO6Dq,Joji
Empty,Juice WRLD,41MCdlvXOl62B7Kv86Bb1v,0.745,0.561,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,248431,4,8,1,2019-03-23,80,2019-03-08,98,99,13243677,1,['4MCBfE4596Uoi2O4DtmEMz'],0,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD
Fast,Juice WRLD,6MjNilJCVKJq0LfFvo5jWJ,0.623,0.608,-5.937,0,0.0434,0.426,0.0,0.105,0.263,84.98,208517,4,9,1,2019-03-23,77,2019-03-08,98,99,13243677,1,['4MCBfE4596Uoi2O4DtmEMz'],1,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD
Maze,Juice WRLD,4mUIe9gfsdtsVP2zFIl74x,0.674,0.726,-3.813,0,0.141,0.126,1.56e-06,0.115,0.443,160.067,144090,4,7,1,2019-03-23,75,2019-03-08,98,99,13243677,1,['4MCBfE4596Uoi2O4DtmEMz'],11,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD
Here With Me,Marshmello,5icOoE6VgqFKohjWWNp0Ac,0.7909999999999999,0.565,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156346,4,7,1,2019-03-23,78,2019-03-08,92,91,28820440,2,"['64KEffDW9EtZ1y2vBYgq8T', '3CjlHNtplJyTf9npxaPl5w']",5,64KEffDW9EtZ1y2vBYgq8T,Marshmello
